Approvable ID,count()
Invoice 96901,2
Invoice 76181,2
Invoice 120753,2
Invoice 13272,2
Invoice 34687,2
Invoice 121756,2
Invoice 19715,2
Invoice 21409,2
Invoice 134993,2
Invoice 137061,2
Invoice 117642,2
Invoice 82065,2
Invoice 10988,2
Invoice 121261,2
Invoice 67058,2
Invoice 23975,2
Invoice 128519,3
Invoice 101155,2
Invoice 120910,2
Invoice 4976,2
Invoice 138762,3
Invoice 89386,2
Invoice 104305,2
Invoice 1440,3
Invoice 12711,3
Invoice 50170,2
Invoice 56405,2
Invoice 2361,2
Invoice 91146,2
Invoice 120875,2
Invoice 139927,2
Invoice 15869,2
Invoice 139916,2
Invoice 13470,2
Invoice 125712,2
Invoice 8378,2
Invoice 88972,2
Invoice 123697,1
Invoice 53518,1
Invoice 17452,1
Invoice 97743,1
Invoice 100572,1
Invoice 85704,1
Invoice 123603,1
Invoice 139714,1
Invoice 44043,1
Invoice 111245,1
Invoice 99844,1
Invoice 58982,1
Invoice 36209,1
Invoice 133354,1
Invoice 35219,1
Invoice 60726,1
Invoice 7864,1
Invoice 20737,1
Invoice 108221,1
Invoice 98615,1
Invoice 18401,1
Invoice 19377,1
Invoice 21752,1
Invoice 99781,1
Invoice 110129,2
Invoice 70615,1
Invoice 53205,1
Invoice 8954,1
Invoice 114724,1
Invoice 16916,1
Invoice 107829,1
Invoice 1448,1
Invoice 59756,1
Invoice 31090,1
Invoice 30671,1
Invoice 92095,1
Invoice 119601,1
Invoice 5697,2
Invoice 79033,2
Invoice 87886,2
Invoice 14827,2
Invoice 75939,2
Invoice 25166,2
Invoice 98132,2
Invoice 105445,2
Invoice 52351,2
Invoice 98914,2
Invoice 27989,2
Invoice 52853,2
Invoice 8213,2
Invoice 23149,2
Invoice 102556,2
Invoice 129442,2
Invoice 58376,2
Invoice 131709,2
Invoice 140822,2
Invoice 83047,2
Invoice 29363,2
Invoice 56517,2
Invoice 1789,2
Invoice 35588,2
Invoice 67197,2
Invoice 60267,1
Invoice 69860,2
Invoice 7603,2
Invoice 22112,2
Invoice 114348,2
Invoice 13776,2
Invoice 121950,2
Invoice 10623,2
Invoice 92709,2
Invoice 111630,2
Invoice 28454,2
Invoice 76865,2
Invoice 125514,2
Invoice 1033,2
Invoice 99849,2
Invoice 22709,2
Invoice 119025,2
Invoice 10436,2
Invoice 24976,2
Invoice 70211,1
Invoice 134476,1
Invoice 12675,1
Invoice 98491,1
Invoice 103676,2
Invoice 93895,1
Invoice 57913,1
Invoice 117036,1
Invoice 61946,1
Invoice 105929,1
Invoice 137557,1
Invoice 60484,1
Invoice 86856,1
Invoice 26728,2
Invoice 55549,2
Invoice 73686,2
Invoice 44837,2
Invoice 120433,2
Invoice 53676,2
Invoice 46985,2
Invoice 23542,2
Invoice 119799,1
Invoice 21078,1
Invoice 51114,1
Invoice 118765,1
Invoice 7860,1
Invoice 76378,2
Invoice 59314,1
Invoice 37578,2
Invoice 119754,2
Invoice 20518,2
Invoice 52153,2
Invoice 40418,2
Invoice 57846,2
Invoice 75442,2
Invoice 55019,2
Invoice 89134,2
Invoice 76179,2
Invoice 118687,3
Invoice 1526,1
Invoice 58939,1
Invoice 48303,1
Invoice 40259,1
Invoice 30481,1
Invoice 78166,1
Invoice 96057,1
Invoice 9401,1
Invoice 48009,1
Invoice 7636,1
Invoice 95505,1
Invoice 33628,1
Invoice 11611,1
Invoice 44498,1
Invoice 88268,1
Invoice 141660,1
Invoice 56390,1
Invoice 72505,1
Invoice 9647,1
Invoice 136642,1
Invoice 78142,1
Invoice 62885,2
Invoice 25604,2
Invoice 2906,2
Invoice 140521,2
Invoice 77540,1
Invoice 87452,2
Invoice 73953,3
Invoice 21784,2
Invoice 118929,2
Invoice 109711,1
Invoice 47102,2
Invoice 102393,2
Invoice 1438,3
Invoice 111407,1
Invoice 65951,2
Invoice 19992,2
Invoice 107634,2
Invoice 79661,2
Invoice 5236,2
Invoice 54421,2
Invoice 137039,2
Invoice 106874,2
Invoice 32936,2
Invoice 136468,1
Invoice 45594,1
Invoice 82192,1
Invoice 86749,1
Invoice 7531,1
Invoice 100273,1
Invoice 111278,1
Invoice 128826,1
Invoice 49043,1
Invoice 10670,1
Invoice 7145,1
Invoice 9138,1
Invoice 85001,1
Invoice 135208,1
Invoice 19634,1
Invoice 54867,1
Invoice 107508,1
Invoice 41971,1
Invoice 37577,2
Invoice 55178,1
Invoice 119379,2
Invoice 121709,2
Invoice 76026,2
Invoice 84571,2
Invoice 31674,1
Invoice 25501,1
Invoice 73773,1
Invoice 10809,2
Invoice 64183,2
Invoice 21933,2
Invoice 37313,2
Invoice 57208,2
Invoice 100793,2
Invoice 1717,2
Invoice 16164,3
Invoice 68285,1
Invoice 89461,1
Invoice 103456,1
Invoice 52329,1
Invoice 20940,1
Invoice 97162,1
Invoice 60003,2
Invoice 100261,2
Invoice 126868,2
Invoice 99938,2
Invoice 34788,3
Invoice 13269,3
Invoice 117069,1
Invoice 125656,1
Invoice 114537,1
Invoice 43382,1
Invoice 6972,1
Invoice 66356,1
Invoice 44154,1
Invoice 126541,1
Invoice 157053,1
Invoice 50958,1
Invoice 107603,1
Invoice 89878,1
Invoice 125664,1
Invoice 140968,1
Invoice 54825,1
Invoice 132647,1
Invoice 4300,1
Invoice 117110,1
Invoice 115654,1
Invoice 66146,1
Invoice 112807,1
Invoice 39227,1
Invoice 118191,1
Invoice 140365,1
Invoice 70010,1
Invoice 105309,2
Invoice 101910,3
Invoice 51518,2
Invoice 57661,2
Invoice 89348,2
Invoice 119625,1
Invoice 65537,1
Invoice 37852,1
Invoice 110686,1
Invoice 86427,1
Invoice 25605,1
Invoice 56538,1
Invoice 20457,1
Invoice 28313,1
Invoice 6681,1
Invoice 102204,1
Invoice 139969,1
Invoice 139081,1
Invoice 57892,1
Invoice 67160,1
Invoice 12395,1
Invoice 74656,1
Invoice 19173,1
Invoice 112558,1
Invoice 139210,1
Invoice 96056,1
Invoice 38361,1
Invoice 79187,1
Invoice 102955,1
Invoice 139310,1
Invoice 43998,1
Invoice 81743,1
Invoice 66661,1
Invoice 2996,1
Invoice 58287,1
Invoice 89352,1
Invoice 122639,2
Invoice 38225,2
Invoice 34186,2
Invoice 17314,2
Invoice 47512,1
Invoice 137286,1
Invoice 59000,1
Invoice 141196,1
Invoice 129888,1
Invoice 138664,1
Invoice 118947,1
Invoice 131863,1
Invoice 84353,1
Invoice 44707,1
Invoice 105564,1
Invoice 5419,1
Invoice 135457,1
Invoice 86288,1
Invoice 97544,1
Invoice 806,1
Invoice 98402,1
Invoice 112505,1
Invoice 98276,1
Invoice 119215,1
Invoice 92390,1
Invoice 41557,1
Invoice 50539,1
Invoice 118772,1
Invoice 32366,1
Invoice 6141,1
Invoice 63107,1
Invoice 76507,1
Invoice 107961,1
Invoice 124844,2
Invoice 101421,2
Invoice 128334,2
Invoice 115586,3
Invoice 132433,2
Invoice 24253,2
Invoice 41613,2
Invoice 15323,2
Invoice 122728,1
Invoice 90517,1
Invoice 29870,1
Invoice 73619,1
Invoice 122644,1
Invoice 47186,1
Invoice 23979,1
Invoice 82616,1
Invoice 34995,1
Invoice 17274,1
Invoice 136022,1
Invoice 132010,1
Invoice 99039,1
Invoice 15160,1
Invoice 97278,1
Invoice 36016,1
Invoice 5671,1
Invoice 54103,1
Invoice 28697,2
Invoice 109866,2
Invoice 62864,1
Invoice 71901,1
Invoice 100911,1
Invoice 6961,1
Invoice 35066,1
Invoice 45840,1
Invoice 47127,2
Invoice 71405,1
Invoice 41712,1
Invoice 59971,1
Invoice 58693,1
Invoice 107704,1
Invoice 3491,1
Invoice 9201,1
Invoice 37626,1
Invoice 44229,1
Invoice 24398,1
Invoice 70104,1
Invoice 3799,1
Invoice 128856,1
Invoice 61299,1
Invoice 83360,1
Invoice 97206,1
Invoice 68100,1
Invoice 116799,1
Invoice 137478,1
Invoice 42798,1
Invoice 13612,1
Invoice 59741,1
Invoice 111563,1
Invoice 45906,1
Invoice 128001,1
Invoice 138635,1
Invoice 66603,1
Invoice 34117,2
Invoice 86846,2
Invoice 88215,2
Invoice 71246,2
Invoice 1981,2
Invoice 19676,2
Invoice 119520,2
Invoice 54017,2
Invoice 18057,2
Invoice 33256,2
Invoice 34905,2
Invoice 20777,2
Invoice 81318,2
Invoice 141641,2
Invoice 61699,2
Invoice 33715,2
Invoice 59419,2
Invoice 72655,2
Invoice 3184,2
Invoice 116505,2
Invoice 33957,2
Invoice 100039,2
Invoice 112399,1
Invoice 115651,1
Invoice 40127,1
Invoice 46543,1
Invoice 119949,1
Invoice 129048,1
Invoice 134679,1
Invoice 109474,1
Invoice 21331,1
Invoice 122229,1
Invoice 94268,1
Invoice 137646,2
Invoice 68060,2
Invoice 4850,2
Invoice 3593,2
Invoice 118368,2
Invoice 46134,2
Invoice 125592,2
Invoice 58760,2
Invoice 35752,1
Invoice 95482,1
Invoice 67100,1
Invoice 71843,1
Invoice 81913,1
Invoice 117545,1
Invoice 5326,1
Invoice 126850,1
Invoice 134189,1
Invoice 141416,1
Invoice 22376,1
Invoice 139066,1
Invoice 96083,1
Invoice 72212,1
Invoice 29213,1
Invoice 76839,1
Invoice 23785,1
Invoice 131985,1
Invoice 94195,1
Invoice 67762,1
Invoice 106150,1
Invoice 136194,1
Invoice 8395,1
Invoice 15224,1
Invoice 75338,1
Invoice 47396,1
Invoice 14716,1
Invoice 34234,1
Invoice 10706,1
Invoice 647,1
Invoice 120277,1
Invoice 69209,1
Invoice 27441,1
Invoice 45163,1
Invoice 135489,1
Invoice 27471,1
Invoice 109999,1
Invoice 95478,1
Invoice 91593,1
Invoice 56091,1
Invoice 26867,2
Invoice 126832,2
Invoice 83472,2
Invoice 2807,2
Invoice 27964,2
Invoice 128921,2
Invoice 93381,2
Invoice 89856,1
Invoice 66342,1
Invoice 75058,1
Invoice 100969,1
Invoice 26788,1
Invoice 116940,1
Invoice 23753,1
Invoice 122183,1
Invoice 107353,1
Invoice 31582,1
Invoice 44570,1
Invoice 125066,1
Invoice 16251,1
Invoice 98737,2
Invoice 133995,2
Invoice 99325,2
Invoice 120122,2
Invoice 154082,2
Invoice 104397,2
Invoice 128263,1
Invoice 75845,1
Invoice 102124,1
Invoice 56697,1
Invoice 21671,1
Invoice 74521,2
Invoice 13838,1
Invoice 46380,1
Invoice 26621,1
Invoice 90479,1
Invoice 62929,1
Invoice 24248,1
Invoice 40577,1
Invoice 47279,1
Invoice 36142,1
Invoice 96816,1
Invoice 70449,1
Invoice 35472,1
Invoice 53986,1
Invoice 77897,1
Invoice 91207,1
Invoice 76205,1
Invoice 28318,1
Invoice 31601,1
Invoice 59344,1
Invoice 84334,1
Invoice 36471,1
Invoice 140172,1
Invoice 81891,1
Invoice 124600,2
Invoice 20616,1
Invoice 110930,1
Invoice 67261,1
Invoice 17121,1
Invoice 11723,1
Invoice 61965,1
Invoice 92924,1
Invoice 1000,1
Invoice 131378,1
Invoice 105905,1
Invoice 4607,1
Invoice 6030,1
Invoice 133527,1
Invoice 103507,1
Invoice 112651,1
Invoice 119294,1
Invoice 113789,1
Invoice 56155,1
Invoice 101398,1
Invoice 120175,1
Invoice 51814,1
Invoice 12438,1
Invoice 120549,1
Invoice 107869,1
Invoice 41663,2
Invoice 141464,2
Invoice 96601,2
Invoice 135491,2
Invoice 100149,2
Invoice 60277,2
Invoice 66045,2
Invoice 82193,2
Invoice 13369,2
Invoice 77452,2
Invoice 144233,2
Invoice 36386,2
Invoice 6065,2
Invoice 151870,2
Invoice 87043,2
Invoice 57886,2
Invoice 41964,2
Invoice 90284,2
Invoice 105771,2
Invoice 20927,2
Invoice 77099,2
Invoice 119805,2
Invoice 155419,2
Invoice 104867,1
Invoice 139868,1
Invoice 9077,1
Invoice 53219,1
Invoice 79674,1
Invoice 112572,1
Invoice 62024,1
Invoice 67279,1
Invoice 117763,1
Invoice 23592,1
Invoice 130144,1
Invoice 81304,1
Invoice 140318,1
Invoice 140932,1
Invoice 85746,1
Invoice 106564,2
Invoice 64632,2
Invoice 78495,1
Invoice 39906,1
Invoice 86658,1
Invoice 31825,1
Invoice 129408,1
Invoice 90888,1
Invoice 6703,1
Invoice 129461,1
Invoice 117372,1
Invoice 76707,1
Invoice 40476,2
Invoice 125778,2
Invoice 97966,2
Invoice 45419,1
Invoice 52752,1
Invoice 8685,1
Invoice 67994,1
Invoice 70251,1
Invoice 21399,1
Invoice 112233,1
Invoice 41789,1
Invoice 133689,1
Invoice 49040,1
Invoice 117141,1
Invoice 121200,1
Invoice 54073,1
Invoice 141049,1
Invoice 97435,1
Invoice 74746,1
Invoice 81556,1
Invoice 109940,1
Invoice 111187,1
Invoice 91406,1
Invoice 30791,1
Invoice 62795,1
Invoice 52825,1
Invoice 83539,1
Invoice 16454,1
Invoice 36607,1
Invoice 106600,1
Invoice 74703,1
Invoice 1267,1
Invoice 59154,1
Invoice 71123,1
Invoice 48545,1
Invoice 75809,2
Invoice 141563,2
Invoice 26832,2
Invoice 91552,2
Invoice 44586,2
Invoice 74031,1
Invoice 87898,1
Invoice 14565,1
Invoice 102386,1
Invoice 6198,1
Invoice 17283,1
Invoice 49818,1
Invoice 72075,1
Invoice 72227,1
Invoice 55097,1
Invoice 56529,1
Invoice 7103,1
Invoice 30056,1
Invoice 134604,1
Invoice 57756,1
Invoice 33054,1
Invoice 780,1
Invoice 88891,1
Invoice 71927,1
Invoice 24424,1
Invoice 63137,1
Invoice 36923,1
Invoice 114301,1
Invoice 1239,1
Invoice 16109,1
Invoice 135131,1
Invoice 115685,1
Invoice 138202,1
Invoice 39807,1
Invoice 51728,1
Invoice 130774,1
Invoice 60083,1
Invoice 3918,1
Invoice 59331,1
Invoice 14631,1
Invoice 121580,1
Invoice 134410,1
Invoice 137173,1
Invoice 41953,1
Invoice 4730,1
Invoice 69702,1
Invoice 141219,1
Invoice 141566,1
Invoice 100044,1
Invoice 102467,1
Invoice 98036,1
Invoice 90149,1
Invoice 74297,1
Invoice 37250,1
Invoice 106610,1
Invoice 21999,1
Invoice 47848,1
Invoice 92838,1
Invoice 30797,1
Invoice 67627,1
Invoice 137698,1
Invoice 9396,1
Invoice 83894,1
Invoice 28921,1
Invoice 81428,1
Invoice 121676,1
Invoice 90107,1
Invoice 60473,1
Invoice 46282,1
Invoice 98713,1
Invoice 121599,1
Invoice 69641,1
Invoice 50912,1
Invoice 75660,1
Invoice 67642,1
Invoice 67140,1
Invoice 50835,1
Invoice 28360,1
Invoice 9039,1
Invoice 108516,1
Invoice 77461,1
Invoice 111602,1
Invoice 2790,1
Invoice 73380,1
Invoice 91531,1
Invoice 17585,1
Invoice 19943,1
Invoice 25849,1
Invoice 68760,1
Invoice 28785,1
Invoice 114214,1
Invoice 139624,1
Invoice 103986,1
Invoice 78895,1
Invoice 48231,1
Invoice 63906,1
Invoice 70958,1
Invoice 40097,1
Invoice 117122,1
Invoice 27035,1
Invoice 65514,1
Invoice 61846,1
Invoice 39495,1
Invoice 53556,1
Invoice 126808,1
Invoice 85540,1
Invoice 91626,1
Invoice 133602,1
Invoice 40326,1
Invoice 88781,1
Invoice 138366,1
Invoice 108497,1
Invoice 137911,1
Invoice 40981,1
Invoice 101985,1
Invoice 106919,1
Invoice 606,1
Invoice 25412,2
Invoice 140078,2
Invoice 20205,2
Invoice 64415,2
Invoice 112588,2
Invoice 82725,2
Invoice 39948,2
Invoice 65991,2
Invoice 24471,2
Invoice 51770,2
Invoice 60724,2
Invoice 25579,2
Invoice 80845,2
Invoice 56130,2
Invoice 89786,1
Invoice 50411,1
Invoice 130963,1
Invoice 90711,1
Invoice 90443,1
Invoice 125410,1
Invoice 109514,1
Invoice 65660,1
Invoice 25758,1
Invoice 88467,1
Invoice 129702,1
Invoice 51434,1
Invoice 104270,1
Invoice 25881,1
Invoice 77466,1
Invoice 135396,1
Invoice 78039,1
Invoice 118537,1
Invoice 41132,1
Invoice 114940,1
Invoice 130291,1
Invoice 25428,1
Invoice 78114,1
Invoice 72835,1
Invoice 20022,1
Invoice 111188,1
Invoice 22420,1
Invoice 85019,1
Invoice 19406,1
Invoice 82453,1
Invoice 116554,1
Invoice 33769,2
Invoice 94800,2
Invoice 94648,2
Invoice 122810,2
Invoice 137493,2
Invoice 141629,1
Invoice 16842,1
Invoice 40214,1
Invoice 43993,1
Invoice 140828,1
Invoice 45803,1
Invoice 122609,1
Invoice 85588,1
Invoice 140359,1
Invoice 140408,1
Invoice 124868,1
Invoice 67398,1
Invoice 37089,1
Invoice 54536,1
Invoice 102408,1
Invoice 80936,1
Invoice 25401,1
Invoice 15129,1
Invoice 87861,1
Invoice 80101,1
Invoice 82690,1
Invoice 30788,1
Invoice 137761,1
Invoice 136948,1
Invoice 54833,2
Invoice 119874,2
Invoice 95993,2
Invoice 133999,2
Invoice 24457,1
Invoice 6147,1
Invoice 108270,1
Invoice 10303,1
Invoice 86492,1
Invoice 129067,1
Invoice 58254,1
Invoice 23894,1
Invoice 132473,1
Invoice 65835,1
Invoice 25347,1
Invoice 27716,1
Invoice 33939,1
Invoice 52761,1
Invoice 66135,1
Invoice 50285,1
Invoice 125434,1
Invoice 79263,1
Invoice 65598,1
Invoice 93169,1
Invoice 29945,1
Invoice 63403,1
Invoice 78153,1
Invoice 38630,1
Invoice 27421,1
Invoice 54324,1
Invoice 125975,1
Invoice 42086,1
Invoice 41728,1
Invoice 214,1
Invoice 39985,1
Invoice 49515,1
Invoice 4647,1
Invoice 99068,1
Invoice 20789,1
Invoice 11676,1
Invoice 123676,1
Invoice 74314,1
Invoice 126521,1
Invoice 47381,1
Invoice 34813,1
Invoice 125567,1
Invoice 112578,2
Invoice 44700,1
Invoice 104330,1
Invoice 104229,1
Invoice 132109,1
Invoice 131327,1
Invoice 104277,1
Invoice 67747,1
Invoice 36892,1
Invoice 76564,1
Invoice 51555,1
Invoice 135023,1
Invoice 26928,1
Invoice 28122,1
Invoice 32335,1
Invoice 43173,1
Invoice 102533,1
Invoice 45934,1
Invoice 134862,1
Invoice 12248,1
Invoice 14956,1
Invoice 131290,1
Invoice 117276,1
Invoice 152408,1
Invoice 51084,1
Invoice 102717,1
Invoice 40964,1
Invoice 28411,1
Invoice 117561,1
Invoice 30508,1
Invoice 18967,1
Invoice 28879,1
Invoice 131558,1
Invoice 147011,1
Invoice 146530,1
Invoice 149949,1
Invoice 156222,1
Invoice 144989,1
Invoice 144908,1
Invoice 146575,1
Invoice 154056,1
Invoice 152182,1
Invoice 156226,1
Invoice 148410,1
Invoice 152357,1
Invoice 143580,1
Invoice 149697,1
Invoice 149698,1
Invoice 146949,1
Invoice 142162,1
Invoice 153177,1
Invoice 143834,1
Invoice 153514,1
Invoice 147009,1
Invoice 150344,1
Invoice 146664,1
Invoice 145904,1
Invoice 58707,1
Invoice 150710,1
Invoice 153734,1
Invoice 149125,1
Invoice 135172,1
Invoice 81368,1
Invoice 11125,1
Invoice 4397,1
Invoice 151522,1
Invoice 143833,1
Invoice 75011,1
Invoice 80766,1
Invoice 148548,1
Invoice 64310,1
Invoice 72950,1
Invoice 134893,1
Invoice 158059,1
Invoice 155952,1
Invoice 152267,1
Invoice 114742,1
Invoice 82438,1
Invoice 152448,1
Invoice 133618,1
Invoice 144572,1
Invoice 151345,1
Invoice 107263,1
Invoice 81775,1
Invoice 156386,1
Invoice 77708,1
Invoice 37384,1
Invoice 56100,1
Invoice 145362,1
Invoice 10058,1
Invoice 50585,1
Invoice 35978,1
Invoice 26237,1
Invoice 121642,1
Invoice 157118,1
Invoice 123760,1
Invoice 151379,1
Invoice 127745,1
Invoice 44321,1
Invoice 60126,1
Invoice 90219,1
Invoice 27205,1
Invoice 95058,1
Invoice 122022,1
Invoice 52845,1
Invoice 127082,1
Invoice 149686,1
Invoice 69197,1
Invoice 28701,1
Invoice 62027,1
Invoice 71477,1
Invoice 67546,1
Invoice 82685,1
Invoice 121401,1
Invoice 108865,1
Invoice 26568,1
Invoice 60357,1
Invoice 38723,1
Invoice 58554,1
Invoice 155373,1
Invoice 14174,1
Invoice 136595,1
Invoice 97038,1
Invoice 130466,1
Invoice 41173,1
Invoice 27402,1
Invoice 22231,1
Invoice 155137,1
Invoice 7154,1
Invoice 110168,1
Invoice 52202,1
Invoice 73815,1
Invoice 78226,1
Invoice 44789,1
Invoice 28606,1
Invoice 150193,1
Invoice 152934,1
Invoice 74302,1
Invoice 56412,1
Invoice 35347,1
Invoice 15387,1
Invoice 122106,1
Invoice 148064,1
Invoice 32573,1
Invoice 50459,1
Invoice 133400,1
Invoice 128468,1
Invoice 90018,1
Invoice 101673,1
Invoice 81120,1
Invoice 99308,1
Invoice 141956,1
Invoice 127105,1
Invoice 61760,1
Invoice 146026,1
Invoice 151377,1
Invoice 150622,1
Invoice 158050,1
Invoice 154219,1
Invoice 148741,1
Invoice 149265,1
Invoice 146851,1
Invoice 150317,1
Invoice 153607,1
Invoice 154389,1
Invoice 158989,1
Invoice 147320,1
Invoice 144754,1
Invoice 37414,1
Invoice 89213,1
Invoice 146841,1
Invoice 156786,1
Invoice 148743,1
Invoice 148277,1
Invoice 146690,1
Invoice 149782,1
Invoice 149187,1
Invoice 149445,1
Invoice 150180,1
Invoice 153216,1
Invoice 148871,1
Invoice 144905,1
Invoice 143570,1
Invoice 154196,1
Invoice 155427,1
Invoice 153080,1
Invoice 147648,1
Invoice 145222,1
Invoice 155032,1
Invoice 157057,1
Invoice 146450,1
Invoice 142267,1
Invoice 145337,1
Invoice 145538,1
Invoice 156565,1
Invoice 148006,1
Invoice 156014,1
Invoice 145141,1
Invoice 144379,1
Invoice 158639,1
Invoice 153141,1
Invoice 150667,1
Invoice 151429,1
Invoice 152081,1
Invoice 147686,1
Invoice 150253,1
Invoice 156535,1
Invoice 156790,1
Invoice 144322,1
Invoice 145107,1
Invoice 159261,1
Invoice 147000,1
Invoice 154017,1
Invoice 152220,1
Invoice 158878,1
Invoice 145698,1
Invoice 150332,1
Invoice 158512,1
Invoice 158494,1
Invoice 143366,1
Invoice 155445,1
Invoice 158184,1
Invoice 153394,1
Invoice 152867,1
Invoice 148378,1
Invoice 156585,1
Invoice 152820,1
Invoice 150767,1
Invoice 144692,1
Invoice 149572,1
Invoice 148164,1
Invoice 147339,1
Invoice 145252,1
Invoice 146047,1
Invoice 146749,1
Invoice 154243,1
Invoice 155862,1
Invoice 153292,1
Invoice 151975,1
Invoice 142751,1
Invoice 146767,1
Invoice 151928,1
Invoice 157544,1
Invoice 144675,1
Invoice 151568,1
Invoice 143557,1
Invoice 145494,1
Invoice 156395,1
Invoice 146441,1
Invoice 153803,1
Invoice 155053,1
Invoice 158327,1
Invoice 148181,1
Invoice 152687,1
Invoice 149323,1
Invoice 155430,1
Invoice 152843,1
Invoice 155536,1
Invoice 156531,1
Invoice 153290,1
Invoice 146237,1
Invoice 146135,1
Invoice 144380,1
Invoice 20510,1
Invoice 18742,2
Invoice 19246,1
Invoice 74400,2
Invoice 135525,4
Invoice 113913,3
Invoice 126546,1
Invoice 11286,1
Invoice 153319,1
Invoice 157132,1
Invoice 150949,1
Invoice 25892,1
Invoice 115761,1
Invoice 78062,1
Invoice 52755,1
Invoice 49354,1
Invoice 124198,1
Invoice 54668,1
Invoice 130622,1
Invoice 14544,1
Invoice 35829,1
Invoice 92787,1
Invoice 148289,1
Invoice 94878,1
Invoice 40707,1
Invoice 54309,1
Invoice 33431,1
Invoice 130496,1
Invoice 77890,1
Invoice 127855,1
Invoice 46063,1
Invoice 14773,1
Invoice 91783,1
Invoice 144496,1
Invoice 154515,1
Invoice 147308,1
Invoice 147641,1
Invoice 149102,1
Invoice 100914,1
Invoice 146607,1
Invoice 145915,1
Invoice 53790,1
Invoice 36181,1
Invoice 85729,1
Invoice 138371,1
Invoice 64561,1
Invoice 67440,1
Invoice 39777,1
Invoice 50759,1
Invoice 61093,1
Invoice 27518,1
Invoice 124641,1
Invoice 51818,1
Invoice 143486,1
Invoice 146327,1
Invoice 149792,1
Invoice 148017,1
Invoice 155343,1
Invoice 53228,1
Invoice 4030,1
Invoice 92002,1
Invoice 81849,1
Invoice 95490,1
Invoice 44762,1
Invoice 46670,1
Invoice 84776,1
Invoice 125830,1
Invoice 49575,1
Invoice 40265,1
Invoice 23344,1
Invoice 75928,1
Invoice 52855,1
Invoice 41689,1
Invoice 126741,1
Invoice 147095,1
Invoice 158053,1
Invoice 157597,1
Invoice 10221,1
Invoice 143125,1
Invoice 67576,1
Invoice 130527,1
Invoice 34774,1
Invoice 32968,1
Invoice 39399,1
Invoice 120365,1
Invoice 67374,1
Invoice 67259,1
Invoice 82568,1
Invoice 75112,1
Invoice 128490,1
Invoice 143893,1
Invoice 31251,1
Invoice 5955,1
Invoice 89615,1
Invoice 29551,1
Invoice 35113,1
Invoice 70381,1
Invoice 146218,1
Invoice 143292,1
Invoice 10898,1
Invoice 111513,1
Invoice 34544,1
Invoice 93025,1
Invoice 109824,1
Invoice 128895,1
Invoice 60573,1
Invoice 23073,1
Invoice 123625,1
Invoice 40391,1
Invoice 59561,1
Invoice 117269,1
Invoice 15914,1
Invoice 18520,1
Invoice 1350,1
Invoice 53904,1
Invoice 120962,1
Invoice 17116,1
Invoice 38743,1
Invoice 156853,1
Invoice 55512,1
Invoice 130908,1
Invoice 137765,1
Invoice 18695,1
Invoice 45685,1
Invoice 71662,1
Invoice 129421,1
Invoice 17542,1
Invoice 96698,1
Invoice 90665,1
Invoice 135048,1
Invoice 14721,1
Invoice 112055,1
Invoice 87788,1
Invoice 16250,1
Invoice 101990,1
Invoice 4895,1
Invoice 64026,1
Invoice 90575,1
Invoice 18852,1
Invoice 89330,1
Invoice 84878,1
Invoice 12220,1
Invoice 114518,1
Invoice 91927,1
Invoice 79573,1
Invoice 99865,1
Invoice 95351,1
Invoice 9760,1
Invoice 140278,1
Invoice 43846,1
Invoice 103818,1
Invoice 84232,1
Invoice 89198,1
Invoice 39469,1
Invoice 106806,1
Invoice 105798,1
Invoice 35866,1
Invoice 94512,1
Invoice 108326,1
Invoice 93218,1
Invoice 128132,1
Invoice 100353,1
Invoice 45224,1
Invoice 62721,1
Invoice 75316,1
Invoice 51916,1
Invoice 75383,1
Invoice 92897,1
Invoice 20118,1
Invoice 30227,1
Invoice 111490,1
Invoice 103524,1
Invoice 108731,1
Invoice 40136,1
Invoice 114690,1
Invoice 33666,1
Invoice 141674,1
Invoice 22013,1
Invoice 150483,1
Invoice 159145,1
Invoice 152315,1
Invoice 96284,1
Invoice 119074,1
Invoice 108138,1
Invoice 102931,1
Invoice 93936,1
Invoice 24947,1
Invoice 120574,1
Invoice 69286,1
Invoice 43333,1
Invoice 122066,1
Invoice 82457,1
Invoice 118695,1
Invoice 78518,1
Invoice 8689,1
Invoice 15320,1
Invoice 94666,1
Invoice 51623,1
Invoice 10132,1
Invoice 19082,1
Invoice 11088,1
Invoice 78440,1
Invoice 28299,1
Invoice 134595,1
Invoice 110160,1
Invoice 67455,1
Invoice 132294,1
Invoice 74048,1
Invoice 29003,1
Invoice 58371,1
Invoice 140789,1
Invoice 70411,1
Invoice 129094,1
Invoice 27003,1
Invoice 40051,1
Invoice 133431,1
Invoice 77866,1
Invoice 41487,1
Invoice 38798,1
Invoice 88723,1
Invoice 23892,1
Invoice 30646,1
Invoice 7606,1
Invoice 104849,1
Invoice 42756,1
Invoice 9877,1
Invoice 118279,1
Invoice 83795,1
Invoice 76523,1
Invoice 27131,1
Invoice 91655,1
Invoice 36525,1
Invoice 58546,1
Invoice 128578,1
Invoice 43087,1
Invoice 133,1
Invoice 71197,1
Invoice 111337,1
Invoice 82848,1
Invoice 77541,1
Invoice 36130,1
Invoice 122147,1
Invoice 84715,1
Invoice 140268,1
Invoice 90392,1
Invoice 110826,1
Invoice 35541,1
Invoice 81303,1
Invoice 129699,1
