,Invoice ID,sum(Rejection Reason Count)
2993,Invoice 274389,0
2994,Invoice 270513,0
2995,Invoice 24497,1
2996,Invoice 135723,1
2997,Invoice 31085,1
2998,Invoice 5476,1
2999,Invoice 215682,0
3000,Invoice 127355,0
3001,Invoice 141502,1
3002,Invoice 64937,1
3003,Invoice 225444,0
3004,Invoice 28167,1
3005,Invoice 84152,1
3006,Invoice 167301,0
3007,Invoice 37506,0
3008,Invoice 98582,1
3009,Invoice 229669,0
3010,Invoice 240910,0
3011,Invoice 177738,0
3012,Invoice 29126,1
3013,Invoice 228894,0
3014,Invoice 156942,1
3015,Invoice 48131,0
3016,Invoice 69364,1
3017,Invoice 108649,1
3018,Invoice 8560,1
3019,Invoice 123691,1
3020,Invoice 105963,1
3021,Invoice 88129,1
3022,Invoice 74845,0
3023,Invoice 198318,0
3024,Invoice 133594,1
3025,Invoice 71652,1
3026,Invoice 54317,1
3027,Invoice 28497,1
3028,Invoice 109344,1
3029,Invoice 79264,1
3030,Invoice 199944,0
3031,Invoice 246740,0
3032,Invoice 288242,0
3033,Invoice 322894,0
3034,Invoice 305607,0
3035,Invoice 321868,0
3036,Invoice 323300,0
3037,Invoice 321531,0
3038,Invoice 312506,0
3039,Invoice 303204,0
3040,Invoice 294219,0
3041,Invoice 282378,0
3042,Invoice 283211,0
3043,Invoice 303833,0
3044,Invoice 312522,0
3045,Invoice 284117,0
3046,Invoice 297797,0
3047,Invoice 305980,0
3048,Invoice 297475,0
3049,Invoice 302283,0
3050,Invoice 292076,0
3051,Invoice 309837,0
3052,Invoice 304713,0
3053,Invoice 285031,0
3054,Invoice 288008,0
3055,Invoice 324270,0
3056,Invoice 309736,0
3057,Invoice 323876,0
3058,Invoice 281026,0
3059,Invoice 295985,0
3060,Invoice 317187,0
3061,Invoice 291348,0
3062,Invoice 293548,0
3063,Invoice 287535,0
3064,Invoice 304387,0
3065,Invoice 291794,0
3066,Invoice 324011,0
3067,Invoice 320178,0
3068,Invoice 298206,0
3069,Invoice 303313,0
3070,Invoice 280814,0
3071,Invoice 220675,0
3072,Invoice 99889,0
3073,Invoice 102456,0
3074,Invoice 91539,0
3075,Invoice 262564,0
3076,Invoice 102789,0
3077,Invoice 207791,0
3078,Invoice 112150,0
3079,Invoice 60775,0
3080,Invoice 61976,0
3081,Invoice 134214,0
3082,Invoice 44921,0
3083,Invoice 174075,0
3084,Invoice 136062,0
3085,Invoice 132901,0
3086,Invoice 315245,0
3087,Invoice 250793,0
3088,Invoice 247709,0
3089,Invoice 62657,0
3090,Invoice 28711,0
3091,Invoice 72611,0
3092,Invoice 14359,0
3093,Invoice 19957,0
3094,Invoice 13338,0
3095,Invoice 17065,0
3096,Invoice 897,0
3097,Invoice 58773,0
3098,Invoice 53641,0
3099,Invoice 273857,0
3100,Invoice 206432,0
3101,Invoice 43940,0
3102,Invoice 70631,0
3103,Invoice 257251,0
3104,Invoice 44105,0
3105,Invoice 9469,0
3106,Invoice 97178,0
3107,Invoice 36464,0
3108,Invoice 194253,0
3109,Invoice 325012,0
3110,Invoice 259901,0
3111,Invoice 265397,0
3112,Invoice 168130,0
3113,Invoice 8998,0
3114,Invoice 197994,0
3115,Invoice 257398,0
3116,Invoice 206513,0
3117,Invoice 45593,0
3118,Invoice 251935,0
3119,Invoice 175545,0
3120,Invoice 256295,0
3121,Invoice 287631,0
3122,Invoice 247787,0
3123,Invoice 259482,0
3124,Invoice 194905,0
3125,Invoice 299807,0
3126,Invoice 231531,0
3127,Invoice 218463,0
3128,Invoice 74152,0
3129,Invoice 80216,0
3130,Invoice 17055,0
3131,Invoice 93099,0
3132,Invoice 224784,0
3133,Invoice 97944,0
3134,Invoice 126517,0
3135,Invoice 167542,0
3136,Invoice 79969,0
3137,Invoice 251954,0
3138,Invoice 39228,0
3139,Invoice 74401,0
3140,Invoice 271051,0
3141,Invoice 205014,0
3142,Invoice 72032,0
3143,Invoice 238007,0
3144,Invoice 88886,0
3145,Invoice 215078,0
3146,Invoice 278978,0
3147,Invoice 218472,0
3148,Invoice 133931,0
3149,Invoice 267612,0
3150,Invoice 262797,0
3151,Invoice 114185,0
3152,Invoice 45859,0
3153,Invoice 89500,0
3154,Invoice 196338,0
3155,Invoice 205977,0
3156,Invoice 223448,0
3157,Invoice 187668,0
3158,Invoice 241760,0
3159,Invoice 123414,0
3160,Invoice 229438,0
3161,Invoice 93487,0
3162,Invoice 291164,0
3163,Invoice 187576,0
3164,Invoice 230001,0
3165,Invoice 275766,0
3166,Invoice 213761,0
3167,Invoice 202144,0
3168,Invoice 115539,0
3169,Invoice 231141,0
3170,Invoice 182771,0
3171,Invoice 219394,0
3172,Invoice 172082,0
3173,Invoice 140033,0
3174,Invoice 263436,0
3175,Invoice 75522,0
3176,Invoice 305114,0
3177,Invoice 8523,0
3178,Invoice 66566,0
3179,Invoice 77403,0
3180,Invoice 241070,0
3181,Invoice 75072,0
3182,Invoice 187041,0
3183,Invoice 233647,0
3184,Invoice 187514,0
3185,Invoice 241275,0
3186,Invoice 237593,0
3187,Invoice 244588,0
3188,Invoice 256813,0
3189,Invoice 255349,0
3190,Invoice 74456,0
3191,Invoice 55583,0
3192,Invoice 52666,0
3193,Invoice 111258,0
3194,Invoice 113522,0
3195,Invoice 110610,0
3196,Invoice 1041,0
3197,Invoice 19963,0
3198,Invoice 88950,0
3199,Invoice 48196,0
3200,Invoice 191572,0
3201,Invoice 20709,0
3202,Invoice 18067,0
3203,Invoice 83625,0
3204,Invoice 7835,0
3205,Invoice 137885,0
3206,Invoice 15300,0
3207,Invoice 253087,0
3208,Invoice 324948,0
3209,Invoice 52243,0
3210,Invoice 112731,0
3211,Invoice 8304,0
3212,Invoice 139740,0
3213,Invoice 7038,0
3214,Invoice 110863,0
3215,Invoice 104415,0
3216,Invoice 61766,0
3217,Invoice 320034,0
3218,Invoice 224270,0
3219,Invoice 95099,0
3220,Invoice 219641,0
3221,Invoice 22707,0
3222,Invoice 224830,0
3223,Invoice 169611,0
3224,Invoice 247534,0
3225,Invoice 141154,0
3226,Invoice 139934,0
3227,Invoice 29287,0
3228,Invoice 140064,0
3229,Invoice 274794,0
3230,Invoice 54919,0
3231,Invoice 276232,0
3232,Invoice 115827,0
3233,Invoice 8,0
3234,Invoice 282449,0
3235,Invoice 194998,0
3236,Invoice 65571,0
3237,Invoice 88735,0
3238,Invoice 322365,0
3239,Invoice 90897,0
3240,Invoice 276146,0
3241,Invoice 258051,0
3242,Invoice 319444,0
3243,Invoice 279205,0
3244,Invoice 9743,0
3245,Invoice 159408,0
3246,Invoice 186627,0
3247,Invoice 276548,0
3248,Invoice 224183,0
3249,Invoice 187633,0
3250,Invoice 154171,0
3251,Invoice 244816,0
3252,Invoice 56729,0
3253,Invoice 202540,0
3254,Invoice 37901,0
3255,Invoice 212260,0
3256,Invoice 193291,0
3257,Invoice 276282,0
3258,Invoice 9942,0
3259,Invoice 163675,0
3260,Invoice 160518,0
3261,Invoice 172119,0
3262,Invoice 226247,0
3263,Invoice 322886,0
3264,Invoice 41713,0
3265,Invoice 141276,0
3266,Invoice 237194,0
3267,Invoice 253406,0
3268,Invoice 65862,0
3269,Invoice 159546,0
3270,Invoice 219184,0
3271,Invoice 261633,0
3272,Invoice 260007,0
3273,Invoice 138590,0
3274,Invoice 169718,0
3275,Invoice 170613,0
3276,Invoice 22908,0
3277,Invoice 36831,0
3278,Invoice 213428,0
3279,Invoice 46445,0
3280,Invoice 215214,0
3281,Invoice 267076,0
3282,Invoice 170761,0
3283,Invoice 192037,0
3284,Invoice 83902,0
3285,Invoice 99711,0
3286,Invoice 242316,0
3287,Invoice 2169,0
3288,Invoice 159438,0
3289,Invoice 136020,0
3290,Invoice 253771,0
3291,Invoice 180278,0
3292,Invoice 41086,0
3293,Invoice 9425,0
3294,Invoice 235285,0
3295,Invoice 85103,0
3296,Invoice 235090,0
3297,Invoice 93000,0
3298,Invoice 41544,0
3299,Invoice 210910,0
3300,Invoice 206091,0
3301,Invoice 258136,0
3302,Invoice 160717,0
3303,Invoice 246143,0
3304,Invoice 245513,0
3305,Invoice 228793,0
3306,Invoice 296065,0
3307,Invoice 71917,0
3308,Invoice 125683,0
3309,Invoice 195265,0
3310,Invoice 263662,0
3311,Invoice 164574,0
3312,Invoice 208682,0
3313,Invoice 163822,0
3314,Invoice 27088,0
3315,Invoice 292507,0
3316,Invoice 315695,0
3317,Invoice 192486,0
3318,Invoice 311715,0
3319,Invoice 300315,0
3320,Invoice 210215,0
3321,Invoice 75418,0
3322,Invoice 213759,0
3323,Invoice 219134,0
3324,Invoice 283598,0
3325,Invoice 117140,0
3326,Invoice 114103,0
3327,Invoice 220700,0
3328,Invoice 77318,0
3329,Invoice 294550,0
3330,Invoice 236890,0
3331,Invoice 97117,0
3332,Invoice 207678,0
3333,Invoice 250713,0
3334,Invoice 98413,0
3335,Invoice 198782,0
3336,Invoice 129302,0
3337,Invoice 188819,0
3338,Invoice 128601,0
3339,Invoice 85774,0
3340,Invoice 254667,0
3341,Invoice 78560,0
3342,Invoice 23475,0
3343,Invoice 115999,0
3344,Invoice 4163,0
3345,Invoice 116206,0
3346,Invoice 89226,0
3347,Invoice 103931,0
3348,Invoice 30576,0
3349,Invoice 34266,0
3350,Invoice 127920,0
3351,Invoice 37614,0
3352,Invoice 224097,0
3353,Invoice 108348,0
3354,Invoice 195450,0
3355,Invoice 264673,0
3356,Invoice 274719,0
3357,Invoice 288645,0
3358,Invoice 130722,0
3359,Invoice 16658,0
3360,Invoice 17255,0
3361,Invoice 62719,0
3362,Invoice 238034,0
3363,Invoice 250643,0
3364,Invoice 228779,0
3365,Invoice 250690,0
3366,Invoice 273650,0
3367,Invoice 47936,0
3368,Invoice 188959,0
3369,Invoice 198982,0
3370,Invoice 231607,0
3371,Invoice 192039,0
3372,Invoice 21196,0
3373,Invoice 159472,0
3374,Invoice 165541,0
3375,Invoice 70974,0
3376,Invoice 251090,0
3377,Invoice 152171,0
3378,Invoice 16177,0
3379,Invoice 301625,0
3380,Invoice 3731,0
3381,Invoice 92895,0
3382,Invoice 199316,0
3383,Invoice 285106,0
3384,Invoice 126420,0
3385,Invoice 177235,0
3386,Invoice 280949,0
3387,Invoice 202982,0
3388,Invoice 215613,0
3389,Invoice 261935,0
3390,Invoice 185343,0
3391,Invoice 316685,0
3392,Invoice 293891,0
3393,Invoice 293735,0
3394,Invoice 7430,0
3395,Invoice 132027,0
3396,Invoice 98142,0
3397,Invoice 229,0
3398,Invoice 256754,0
3399,Invoice 27321,0
3400,Invoice 70103,0
3401,Invoice 86960,0
3402,Invoice 1424,0
3403,Invoice 65267,0
3404,Invoice 301245,0
3405,Invoice 32020,0
3406,Invoice 312711,0
3407,Invoice 119574,0
3408,Invoice 2285,0
3409,Invoice 18370,0
3410,Invoice 238329,0
3411,Invoice 257996,0
3412,Invoice 228160,0
3413,Invoice 73660,0
3414,Invoice 153563,0
3415,Invoice 320067,0
3416,Invoice 84739,0
3417,Invoice 6174,0
3418,Invoice 17854,0
3419,Invoice 193846,0
3420,Invoice 12772,0
3421,Invoice 61879,0
3422,Invoice 99238,0
3423,Invoice 32374,0
3424,Invoice 95202,0
3425,Invoice 104574,0
3426,Invoice 124916,0
3427,Invoice 253604,0
3428,Invoice 166343,0
3429,Invoice 20611,0
3430,Invoice 221521,0
3431,Invoice 164266,0
3432,Invoice 56239,0
3433,Invoice 123066,0
3434,Invoice 185452,0
3435,Invoice 170558,0
3436,Invoice 116237,0
3437,Invoice 233864,0
3438,Invoice 213984,0
3439,Invoice 190327,0
3440,Invoice 174491,0
3441,Invoice 133274,0
3442,Invoice 207994,0
3443,Invoice 191376,0
3444,Invoice 223331,0
3445,Invoice 193296,0
3446,Invoice 124430,0
3447,Invoice 230039,0
3448,Invoice 302354,0
3449,Invoice 290277,0
3450,Invoice 109922,0
3451,Invoice 281333,0
3452,Invoice 184683,0
3453,Invoice 319735,0
3454,Invoice 166968,0
3455,Invoice 18050,0
3456,Invoice 221218,0
3457,Invoice 109332,0
3458,Invoice 9427,0
3459,Invoice 176258,0
3460,Invoice 209188,0
3461,Invoice 223605,0
3462,Invoice 11084,0
3463,Invoice 300280,0
3464,Invoice 86141,0
3465,Invoice 186294,0
3466,Invoice 97226,0
3467,Invoice 122115,0
3468,Invoice 130967,0
3469,Invoice 126728,0
3470,Invoice 41491,0
3471,Invoice 197572,0
3472,Invoice 75095,0
3473,Invoice 276901,0
3474,Invoice 243757,0
3475,Invoice 138095,0
3476,Invoice 116616,0
3477,Invoice 303862,0
3478,Invoice 116856,0
3479,Invoice 66271,0
3480,Invoice 105286,0
3481,Invoice 123982,0
3482,Invoice 46685,0
3483,Invoice 19486,0
3484,Invoice 14679,0
3485,Invoice 226584,0
3486,Invoice 230715,0
3487,Invoice 302508,0
3488,Invoice 184597,0
3489,Invoice 224132,0
3490,Invoice 236117,0
3491,Invoice 284581,0
3492,Invoice 140820,0
3493,Invoice 220704,0
3494,Invoice 42863,0
3495,Invoice 35631,0
3496,Invoice 132824,0
3497,Invoice 182868,0
3498,Invoice 3075,0
3499,Invoice 277434,0
3500,Invoice 264191,0
3501,Invoice 299703,0
3502,Invoice 101866,0
3503,Invoice 232906,0
3504,Invoice 210570,0
3505,Invoice 242569,0
3506,Invoice 110527,0
3507,Invoice 11786,0
3508,Invoice 191367,0
3509,Invoice 65012,0
3510,Invoice 176814,0
3511,Invoice 253256,0
3512,Invoice 113159,0
3513,Invoice 129966,0
3514,Invoice 4662,0
3515,Invoice 1555,0
3516,Invoice 100047,0
3517,Invoice 187933,0
3518,Invoice 55866,0
3519,Invoice 180333,0
3520,Invoice 89146,0
3521,Invoice 52186,0
3522,Invoice 253031,0
3523,Invoice 228571,0
3524,Invoice 191841,0
3525,Invoice 233684,0
3526,Invoice 199555,0
3527,Invoice 234405,0
3528,Invoice 770,0
3529,Invoice 225443,0
3530,Invoice 91162,0
3531,Invoice 285859,0
3532,Invoice 319831,0
3533,Invoice 201255,0
3534,Invoice 52146,0
3535,Invoice 92316,0
3536,Invoice 102445,0
3537,Invoice 74380,0
3538,Invoice 119761,0
3539,Invoice 316390,0
3540,Invoice 278848,0
3541,Invoice 40078,0
3542,Invoice 258283,0
3543,Invoice 141952,0
3544,Invoice 66341,0
3545,Invoice 2570,0
3546,Invoice 207741,0
3547,Invoice 14138,0
3548,Invoice 76856,0
3549,Invoice 226191,0
3550,Invoice 11028,0
3551,Invoice 261448,0
3552,Invoice 165808,0
3553,Invoice 189686,0
3554,Invoice 208429,0
3555,Invoice 272272,0
3556,Invoice 120988,0
3557,Invoice 254575,0
3558,Invoice 4022,0
3559,Invoice 33797,0
3560,Invoice 248138,0
3561,Invoice 149773,0
3562,Invoice 226464,0
3563,Invoice 307700,0
3564,Invoice 232984,0
3565,Invoice 145995,0
3566,Invoice 76791,0
3567,Invoice 69698,0
3568,Invoice 247842,0
3569,Invoice 166466,0
3570,Invoice 287266,0
3571,Invoice 171248,0
3572,Invoice 271577,0
3573,Invoice 130064,0
3574,Invoice 55309,0
3575,Invoice 49596,0
3576,Invoice 250074,0
3577,Invoice 38979,0
3578,Invoice 180158,0
3579,Invoice 164321,0
3580,Invoice 134852,0
3581,Invoice 195391,0
3582,Invoice 52022,0
3583,Invoice 273816,0
3584,Invoice 99244,0
3585,Invoice 136491,0
3586,Invoice 313574,0
3587,Invoice 200110,0
3588,Invoice 169104,0
3589,Invoice 275240,0
3590,Invoice 258847,0
3591,Invoice 62097,0
3592,Invoice 91961,0
3593,Invoice 78635,0
3594,Invoice 262474,0
3595,Invoice 51842,0
3596,Invoice 1240,0
3597,Invoice 301589,0
3598,Invoice 261700,0
3599,Invoice 253795,0
3600,Invoice 87323,0
3601,Invoice 229897,0
3602,Invoice 45133,0
3603,Invoice 174565,0
3604,Invoice 202158,0
3605,Invoice 178616,0
3606,Invoice 165777,0
3607,Invoice 273102,0
3608,Invoice 259457,0
3609,Invoice 229761,0
3610,Invoice 262271,0
3611,Invoice 316694,0
3612,Invoice 175005,0
3613,Invoice 312943,0
3614,Invoice 186760,0
3615,Invoice 202775,0
3616,Invoice 80723,0
3617,Invoice 245822,0
3618,Invoice 166107,0
3619,Invoice 120887,0
3620,Invoice 220575,0
3621,Invoice 192233,0
3622,Invoice 325806,0
3623,Invoice 202157,0
3624,Invoice 199096,0
3625,Invoice 304179,0
3626,Invoice 208629,0
3627,Invoice 264958,0
3628,Invoice 200843,0
3629,Invoice 244036,0
3630,Invoice 252699,0
3631,Invoice 110245,0
3632,Invoice 294562,0
3633,Invoice 182169,0
3634,Invoice 165589,0
3635,Invoice 260649,0
3636,Invoice 218975,0
3637,Invoice 125540,0
3638,Invoice 298809,0
3639,Invoice 129769,0
3640,Invoice 268961,0
3641,Invoice 271356,0
3642,Invoice 307892,0
3643,Invoice 256811,0
3644,Invoice 215949,0
3645,Invoice 168115,0
3646,Invoice 165621,0
3647,Invoice 176098,0
3648,Invoice 167255,0
3649,Invoice 135528,0
3650,Invoice 312759,0
3651,Invoice 71249,0
3652,Invoice 289008,0
3653,Invoice 20593,0
3654,Invoice 300655,0
3655,Invoice 315148,0
3656,Invoice 76428,0
3657,Invoice 85821,0
3658,Invoice 319089,0
3659,Invoice 188950,0
3660,Invoice 243451,0
3661,Invoice 256860,0
3662,Invoice 304991,0
3663,Invoice 2362,0
3664,Invoice 283479,0
3665,Invoice 247761,0
3666,Invoice 325926,0
3667,Invoice 281867,0
3668,Invoice 195287,0
3669,Invoice 324963,0
3670,Invoice 164871,0
3671,Invoice 237198,0
3672,Invoice 302430,0
3673,Invoice 298901,0
3674,Invoice 270133,0
3675,Invoice 59002,0
3676,Invoice 47579,0
3677,Invoice 229243,0
3678,Invoice 224655,0
3679,Invoice 7577,0
3680,Invoice 37514,0
3681,Invoice 196163,0
3682,Invoice 231459,0
3683,Invoice 186320,0
3684,Invoice 205678,0
3685,Invoice 55537,0
3686,Invoice 54953,0
3687,Invoice 275387,0
3688,Invoice 57356,0
3689,Invoice 202112,0
3690,Invoice 240932,0
3691,Invoice 313620,0
3692,Invoice 171937,0
3693,Invoice 178696,0
3694,Invoice 77227,0
3695,Invoice 218287,0
3696,Invoice 117796,0
3697,Invoice 217626,0
3698,Invoice 307938,0
3699,Invoice 313970,0
3700,Invoice 238920,0
3701,Invoice 77256,0
3702,Invoice 111817,0
3703,Invoice 224126,0
3704,Invoice 220887,0
3705,Invoice 206561,0
3706,Invoice 309245,0
3707,Invoice 236600,0
3708,Invoice 246257,0
3709,Invoice 206961,0
3710,Invoice 264547,0
3711,Invoice 171674,0
3712,Invoice 227132,0
3713,Invoice 149573,0
3714,Invoice 168789,0
3715,Invoice 157481,0
3716,Invoice 11047,0
3717,Invoice 214453,0
3718,Invoice 298538,0
3719,Invoice 273014,0
3720,Invoice 245873,0
3721,Invoice 175273,0
3722,Invoice 173697,0
3723,Invoice 61551,0
3724,Invoice 36030,0
3725,Invoice 66775,0
3726,Invoice 115215,0
3727,Invoice 197084,0
3728,Invoice 311354,0
3729,Invoice 54246,0
3730,Invoice 249156,0
3731,Invoice 98232,0
3732,Invoice 285115,0
3733,Invoice 185047,0
3734,Invoice 234733,0
3735,Invoice 257942,0
3736,Invoice 176973,0
3737,Invoice 21614,0
3738,Invoice 242536,0
3739,Invoice 157552,0
3740,Invoice 90346,0
3741,Invoice 105852,0
3742,Invoice 76674,0
3743,Invoice 17130,0
3744,Invoice 6122,0
3745,Invoice 184768,0
3746,Invoice 256753,0
3747,Invoice 86652,0
3748,Invoice 174394,0
3749,Invoice 13129,0
3750,Invoice 40123,0
3751,Invoice 53062,0
3752,Invoice 203173,0
3753,Invoice 271097,0
3754,Invoice 183229,0
3755,Invoice 292268,0
3756,Invoice 227019,0
3757,Invoice 24359,0
3758,Invoice 33975,0
3759,Invoice 62164,0
3760,Invoice 75212,0
3761,Invoice 29309,0
3762,Invoice 3627,0
3763,Invoice 238667,0
3764,Invoice 4519,0
3765,Invoice 254820,0
3766,Invoice 249955,0
3767,Invoice 226912,0
3768,Invoice 213731,0
3769,Invoice 259490,0
3770,Invoice 244192,0
3771,Invoice 200350,0
3772,Invoice 219862,0
3773,Invoice 167215,0
3774,Invoice 314769,0
3775,Invoice 311891,0
3776,Invoice 183030,0
3777,Invoice 258710,0
3778,Invoice 293306,0
3779,Invoice 308058,0
3780,Invoice 230065,0
3781,Invoice 230701,0
3782,Invoice 197926,0
3783,Invoice 301082,0
3784,Invoice 190884,0
3785,Invoice 178404,0
3786,Invoice 259312,0
3787,Invoice 40503,0
3788,Invoice 171751,0
3789,Invoice 272848,0
3790,Invoice 160635,0
3791,Invoice 289473,0
3792,Invoice 33954,0
3793,Invoice 218083,0
3794,Invoice 264570,0
3795,Invoice 319992,0
3796,Invoice 44239,0
3797,Invoice 198386,0
3798,Invoice 50784,0
3799,Invoice 223074,0
3800,Invoice 132899,0
3801,Invoice 136504,0
3802,Invoice 164394,0
3803,Invoice 165985,0
3804,Invoice 260655,0
3805,Invoice 173114,0
3806,Invoice 267691,0
3807,Invoice 222879,0
3808,Invoice 231822,0
3809,Invoice 177254,0
3810,Invoice 164802,0
3811,Invoice 283878,0
3812,Invoice 247869,0
3813,Invoice 218365,0
3814,Invoice 169204,0
3815,Invoice 182398,0
3816,Invoice 220769,0
3817,Invoice 194667,0
3818,Invoice 262035,0
3819,Invoice 176706,0
3820,Invoice 251766,0
3821,Invoice 271021,0
3822,Invoice 30313,0
3823,Invoice 247948,0
3824,Invoice 178090,0
3825,Invoice 167667,0
3826,Invoice 253309,0
3827,Invoice 308653,0
3828,Invoice 221734,0
3829,Invoice 198886,0
3830,Invoice 280553,0
3831,Invoice 204048,0
3832,Invoice 147006,0
3833,Invoice 176417,0
3834,Invoice 283410,0
3835,Invoice 187771,0
3836,Invoice 288913,0
3837,Invoice 303755,0
3838,Invoice 319974,0
3839,Invoice 303633,0
3840,Invoice 314063,0
3841,Invoice 118262,0
3842,Invoice 261149,0
3843,Invoice 210487,0
3844,Invoice 312420,0
3845,Invoice 323243,0
3846,Invoice 294183,0
3847,Invoice 198255,0
3848,Invoice 313713,0
3849,Invoice 314398,0
3850,Invoice 260474,0
3851,Invoice 172747,0
3852,Invoice 192665,0
3853,Invoice 36159,0
3854,Invoice 213363,0
3855,Invoice 90390,0
3856,Invoice 312632,0
3857,Invoice 202678,0
3858,Invoice 322198,0
3859,Invoice 64244,0
3860,Invoice 184757,0
3861,Invoice 226283,0
3862,Invoice 30398,0
3863,Invoice 135903,0
3864,Invoice 64364,0
3865,Invoice 170654,0
3866,Invoice 111308,0
3867,Invoice 282159,0
3868,Invoice 196362,0
3869,Invoice 210321,0
3870,Invoice 238848,0
3871,Invoice 280587,0
3872,Invoice 182453,0
3873,Invoice 186680,0
3874,Invoice 199354,0
3875,Invoice 312569,0
3876,Invoice 283802,0
3877,Invoice 246135,0
3878,Invoice 325627,0
3879,Invoice 236421,0
3880,Invoice 324201,0
3881,Invoice 260774,0
3882,Invoice 260689,0
3883,Invoice 285646,0
3884,Invoice 232624,0
3885,Invoice 238066,0
3886,Invoice 269674,0
3887,Invoice 309382,0
3888,Invoice 300978,0
3889,Invoice 283215,0
3890,Invoice 319979,0
3891,Invoice 197312,0
3892,Invoice 223679,0
3893,Invoice 257262,0
3894,Invoice 180261,0
3895,Invoice 288521,0
3896,Invoice 247695,0
3897,Invoice 221143,0
3898,Invoice 60844,0
3899,Invoice 206442,0
3900,Invoice 230767,0
3901,Invoice 203664,0
3902,Invoice 210984,0
3903,Invoice 99684,0
3904,Invoice 168316,0
3905,Invoice 301784,0
3906,Invoice 273644,0
3907,Invoice 238255,0
3908,Invoice 188298,0
3909,Invoice 175407,0
3910,Invoice 170045,1
3911,Invoice 314131,0
3912,Invoice 301542,0
3913,Invoice 301556,0
3914,Invoice 237747,0
3915,Invoice 244243,0
3916,Invoice 326155,0
3917,Invoice 323150,0
3918,Invoice 164391,0
3919,Invoice 28133,0
3920,Invoice 220699,0
3921,Invoice 127953,0
3922,Invoice 31179,0
3923,Invoice 143530,0
3924,Invoice 154661,0
3925,Invoice 146925,0
3926,Invoice 155774,0
3927,Invoice 43725,0
3928,Invoice 32296,0
3929,Invoice 175504,0
3930,Invoice 198061,0
3931,Invoice 318850,0
3932,Invoice 17801,0
3933,Invoice 179307,0
3934,Invoice 198979,0
3935,Invoice 195565,0
3936,Invoice 116571,0
3937,Invoice 294363,0
3938,Invoice 247087,0
3939,Invoice 106792,0
3940,Invoice 234034,0
3941,Invoice 193995,0
3942,Invoice 220751,0
3943,Invoice 311502,0
3944,Invoice 190142,0
3945,Invoice 179108,0
3946,Invoice 244047,0
3947,Invoice 238099,0
3948,Invoice 263703,0
3949,Invoice 154941,0
3950,Invoice 181193,0
3951,Invoice 320217,0
3952,Invoice 139730,0
3953,Invoice 224136,0
3954,Invoice 272831,0
3955,Invoice 307321,0
3956,Invoice 241243,0
3957,Invoice 89470,0
3958,Invoice 198440,0
3959,Invoice 285897,0
3960,Invoice 301911,0
3961,Invoice 209840,0
3962,Invoice 252974,0
3963,Invoice 179621,0
3964,Invoice 181028,0
3965,Invoice 315555,0
3966,Invoice 208847,0
3967,Invoice 77554,0
3968,Invoice 263476,0
3969,Invoice 261280,0
3970,Invoice 228478,0
3971,Invoice 213388,0
3972,Invoice 147154,0
3973,Invoice 217129,0
3974,Invoice 192367,0
3975,Invoice 29070,0
3976,Invoice 86669,0
3977,Invoice 82513,0
3978,Invoice 183829,0
3979,Invoice 154651,0
3980,Invoice 66320,0
3981,Invoice 207485,0
3982,Invoice 149466,0
3983,Invoice 67114,0
3984,Invoice 318586,0
3985,Invoice 79483,0
3986,Invoice 313346,0
3987,Invoice 246321,0
3988,Invoice 216157,0
3989,Invoice 322538,0
3990,Invoice 303375,0
3991,Invoice 272727,0
3992,Invoice 10398,0
3993,Invoice 265601,0
3994,Invoice 168377,0
3995,Invoice 289379,0
3996,Invoice 251008,0
3997,Invoice 312470,0
3998,Invoice 277519,0
3999,Invoice 172472,0
4000,Invoice 187722,0
4001,Invoice 321847,0
4002,Invoice 86405,0
4003,Invoice 174635,0
4004,Invoice 309544,0
4005,Invoice 211077,0
4006,Invoice 320308,0
4007,Invoice 90212,0
4008,Invoice 298297,0
4009,Invoice 279548,0
4010,Invoice 265341,0
4011,Invoice 235376,0
4012,Invoice 304046,0
4013,Invoice 226711,0
4014,Invoice 318814,0
4015,Invoice 143068,0
4016,Invoice 303129,0
4017,Invoice 238266,0
4018,Invoice 276669,0
4019,Invoice 186694,0
4020,Invoice 279034,0
4021,Invoice 250350,0
4022,Invoice 117012,0
4023,Invoice 295086,0
4024,Invoice 115656,0
4025,Invoice 172621,0
4026,Invoice 6926,0
4027,Invoice 256840,0
4028,Invoice 268634,0
4029,Invoice 242780,0
4030,Invoice 291413,0
4031,Invoice 132573,0
4032,Invoice 4958,0
4033,Invoice 309024,0
4034,Invoice 322853,0
4035,Invoice 63917,0
4036,Invoice 207166,0
4037,Invoice 297221,0
4038,Invoice 294618,0
4039,Invoice 217543,0
4040,Invoice 316361,0
4041,Invoice 286236,0
4042,Invoice 313817,0
4043,Invoice 258061,0
4044,Invoice 285138,0
4045,Invoice 282095,0
4046,Invoice 313908,0
4047,Invoice 305925,0
4048,Invoice 67982,0
4049,Invoice 165719,0
4050,Invoice 75963,0
4051,Invoice 170508,0
4052,Invoice 191330,0
4053,Invoice 166525,0
4054,Invoice 128597,0
4055,Invoice 262424,0
4056,Invoice 179544,0
4057,Invoice 242830,0
4058,Invoice 289308,0
4059,Invoice 169954,0
4060,Invoice 256162,0
4061,Invoice 167122,0
4062,Invoice 310669,0
4063,Invoice 190735,0
4064,Invoice 228733,0
4065,Invoice 257459,0
4066,Invoice 235737,0
4067,Invoice 206841,0
