Approvable ID,sum(Approver Count)
Invoice 59366,2
Invoice 93178,1
Invoice 19369,1
Invoice 67277,2
Invoice 24192,2
Invoice 6605,2
Invoice 19961,2
Invoice 109223,1
Invoice 74061,2
Invoice 92776,1
Invoice 70956,1
Invoice 106364,1
Invoice 37678,1
Invoice 61545,3
Invoice 111938,1
Invoice 120644,1
Invoice 128317,2
Invoice 141567,1
Invoice 70770,2
Invoice 44527,2
Invoice 127350,2
Invoice 71241,2
Invoice 125851,2
Invoice 26045,2
Invoice 9074,2
Invoice 98261,2
Invoice 6709,2
Invoice 42565,2
Invoice 24198,2
Invoice 138992,2
Invoice 28274,2
Invoice 50412,1
Invoice 39567,2
Invoice 62895,2
Invoice 102503,2
Invoice 9967,2
Invoice 104481,2
Invoice 95251,2
Invoice 94563,2
Invoice 61940,2
Invoice 141681,2
Invoice 29342,2
Invoice 44965,2
Invoice 56940,2
Invoice 130953,2
Invoice 11725,2
Invoice 82320,2
Invoice 126601,2
Invoice 36333,2
Invoice 71158,2
Invoice 58212,2
Invoice 101871,2
Invoice 99755,2
Invoice 71393,2
Invoice 87401,2
Invoice 39887,2
Invoice 98021,2
Invoice 82824,2
Invoice 17194,2
Invoice 38585,2
Invoice 104160,2
Invoice 48904,2
Invoice 102573,2
Invoice 113846,2
Invoice 31563,2
Invoice 86785,2
Invoice 131674,2
Invoice 109131,2
Invoice 133911,2
Invoice 42554,1
Invoice 33111,2
Invoice 127979,2
Invoice 108324,2
Invoice 114827,2
Invoice 67302,2
Invoice 75306,2
Invoice 82708,2
Invoice 47733,2
Invoice 95745,2
Invoice 70168,2
Invoice 94072,2
Invoice 103395,2
Invoice 50848,2
Invoice 99459,2
Invoice 140075,2
Invoice 133281,2
Invoice 155228,0
Invoice 102799,2
Invoice 15974,2
Invoice 89018,2
Invoice 6060,2
Invoice 66740,2
Invoice 42040,2
Invoice 68569,2
Invoice 22370,2
Invoice 104105,2
Invoice 58018,2
Invoice 102720,2
Invoice 44761,2
Invoice 15028,2
Invoice 78829,2
Invoice 107191,2
Invoice 70557,2
Invoice 135966,2
Invoice 102292,2
Invoice 67756,2
Invoice 41446,2
Invoice 77521,2
Invoice 74877,2
Invoice 80559,2
Invoice 28272,2
Invoice 35147,2
Invoice 121513,2
Invoice 28351,2
Invoice 104282,2
Invoice 58171,2
Invoice 51139,2
Invoice 69301,2
Invoice 103183,2
Invoice 50271,2
Invoice 65390,2
Invoice 123350,2
Invoice 93614,2
Invoice 47801,2
Invoice 87081,2
Invoice 509,2
Invoice 2174,2
Invoice 24525,2
Invoice 79682,2
Invoice 22326,2
Invoice 84338,2
Invoice 10719,2
Invoice 120761,2
Invoice 8012,2
Invoice 132715,2
Invoice 43809,2
Invoice 64897,2
Invoice 126406,2
Invoice 11015,2
Invoice 117061,2
Invoice 59385,2
Invoice 44805,2
Invoice 89155,2
Invoice 76846,2
Invoice 22122,2
Invoice 12851,2
Invoice 62498,2
Invoice 6383,2
Invoice 92759,2
Invoice 123068,2
Invoice 77344,2
Invoice 19164,2
Invoice 89575,2
Invoice 45886,2
Invoice 106710,2
Invoice 85250,2
Invoice 131752,1
Invoice 122789,2
Invoice 113914,2
Invoice 105,2
Invoice 123742,2
Invoice 88474,2
Invoice 137059,2
Invoice 130748,2
Invoice 141853,2
Invoice 116891,2
Invoice 18114,2
Invoice 98960,2
Invoice 54887,2
Invoice 105306,2
Invoice 70039,2
Invoice 36999,2
Invoice 88401,2
Invoice 57123,2
Invoice 102550,2
Invoice 103837,2
Invoice 110135,2
Invoice 108560,2
Invoice 91967,2
Invoice 44270,2
Invoice 68652,2
Invoice 11361,1
Invoice 82733,2
Invoice 103380,2
Invoice 32060,2
Invoice 121045,2
Invoice 47718,2
Invoice 67938,2
Invoice 65892,2
Invoice 43988,2
Invoice 65333,2
Invoice 69520,2
Invoice 66510,2
Invoice 76433,2
Invoice 98357,2
Invoice 108014,2
Invoice 39224,2
Invoice 138015,2
Invoice 52653,2
Invoice 101933,2
Invoice 43201,2
Invoice 89873,2
Invoice 42403,2
Invoice 12731,2
Invoice 93396,2
Invoice 71941,2
Invoice 30772,2
Invoice 20764,2
Invoice 130999,2
Invoice 71557,2
Invoice 27833,2
Invoice 14646,2
Invoice 25975,2
Invoice 62920,2
Invoice 16535,2
Invoice 25556,2
Invoice 1597,2
Invoice 1147,2
Invoice 135047,2
Invoice 49898,2
Invoice 87638,2
Invoice 117861,2
Invoice 18485,2
Invoice 87784,2
Invoice 86766,2
Invoice 105380,2
Invoice 128622,2
Invoice 74929,2
Invoice 131627,2
Invoice 58324,2
Invoice 114198,2
Invoice 136591,2
Invoice 96638,2
Invoice 11932,2
Invoice 5179,2
Invoice 32981,2
Invoice 22258,2
Invoice 71212,2
Invoice 130798,2
Invoice 86815,2
Invoice 110419,2
Invoice 117640,2
Invoice 50995,2
Invoice 2355,2
Invoice 95033,2
Invoice 16871,2
Invoice 131646,2
Invoice 39713,2
Invoice 44578,2
Invoice 51635,2
Invoice 7780,2
Invoice 138402,3
Invoice 106845,2
Invoice 31051,2
Invoice 45729,2
Invoice 52453,2
Invoice 65520,2
Invoice 24452,2
Invoice 136679,2
Invoice 5524,2
Invoice 20193,2
Invoice 133498,2
Invoice 76486,2
Invoice 54835,2
Invoice 92550,2
Invoice 26093,2
Invoice 51248,2
Invoice 26110,2
Invoice 8023,2
Invoice 81347,2
Invoice 103690,2
Invoice 36970,2
Invoice 87818,3
Invoice 45042,2
Invoice 9900,2
Invoice 98723,2
Invoice 8452,2
Invoice 65210,2
Invoice 8964,2
Invoice 76560,2
Invoice 112284,2
Invoice 102009,2
Invoice 48920,2
Invoice 58224,2
Invoice 48659,2
Invoice 139431,2
Invoice 21509,2
Invoice 14312,2
Invoice 31786,2
Invoice 94065,2
Invoice 93327,2
Invoice 115894,2
Invoice 10115,3
Invoice 88954,2
Invoice 28522,2
Invoice 57181,2
Invoice 32500,2
Invoice 26515,2
Invoice 81298,2
Invoice 41120,2
Invoice 60094,2
Invoice 81530,2
Invoice 78038,2
Invoice 49058,2
Invoice 115208,2
Invoice 62787,2
Invoice 8371,2
Invoice 71526,2
Invoice 8227,2
Invoice 100446,2
Invoice 63887,2
Invoice 119405,2
Invoice 15388,2
Invoice 88382,2
Invoice 72856,2
Invoice 9479,2
Invoice 59147,2
Invoice 118921,2
Invoice 48371,2
Invoice 137792,2
Invoice 48150,2
Invoice 96884,2
Invoice 7685,2
Invoice 124336,2
Invoice 132795,2
Invoice 43761,2
Invoice 101385,2
Invoice 70396,2
Invoice 66263,2
Invoice 71743,2
Invoice 24150,2
Invoice 72683,2
Invoice 127709,2
Invoice 27770,2
Invoice 83351,2
Invoice 114556,2
Invoice 80968,2
Invoice 45391,2
Invoice 39071,2
Invoice 46837,2
Invoice 68276,2
Invoice 41661,2
Invoice 21500,2
Invoice 52094,2
Invoice 69324,2
Invoice 19861,2
Invoice 72979,2
Invoice 117182,2
Invoice 112678,2
Invoice 42822,2
Invoice 138070,2
Invoice 11034,2
Invoice 102884,2
Invoice 98878,2
Invoice 19810,2
Invoice 72038,2
Invoice 32156,2
Invoice 61221,1
Invoice 15153,2
Invoice 41526,2
Invoice 92263,2
Invoice 112898,2
Invoice 71591,2
Invoice 20530,2
Invoice 53221,2
Invoice 97857,2
Invoice 43678,2
Invoice 131500,2
Invoice 67254,2
Invoice 46255,2
Invoice 14457,2
Invoice 91681,2
Invoice 35238,2
Invoice 114485,2
Invoice 130201,2
Invoice 108502,2
Invoice 10205,2
Invoice 26806,2
Invoice 103703,2
Invoice 77981,2
Invoice 116146,2
Invoice 91566,2
Invoice 79241,2
Invoice 106048,3
Invoice 135360,3
Invoice 58042,3
Invoice 117210,3
Invoice 82701,3
Invoice 42521,2
Invoice 123749,3
Invoice 11037,2
Invoice 6941,3
Invoice 121367,2
Invoice 129277,2
Invoice 113856,2
Invoice 127630,2
Invoice 96249,2
Invoice 79128,2
Invoice 28686,2
Invoice 19389,2
Invoice 66969,2
Invoice 25296,2
Invoice 15761,2
Invoice 115255,2
Invoice 34294,2
Invoice 76522,2
Invoice 76283,2
Invoice 42781,2
Invoice 47070,2
Invoice 140783,2
Invoice 112574,2
Invoice 121882,2
Invoice 65329,2
Invoice 42319,2
Invoice 8572,2
Invoice 209,1
Invoice 93822,2
Invoice 15127,2
Invoice 40721,2
Invoice 80260,2
Invoice 42161,2
Invoice 79935,2
Invoice 134621,2
Invoice 132994,2
Invoice 19984,2
Invoice 124451,2
Invoice 136068,2
Invoice 85094,2
Invoice 141292,2
Invoice 122297,2
Invoice 93189,2
Invoice 108285,2
Invoice 68702,3
Invoice 15445,3
Invoice 32198,3
Invoice 89703,3
Invoice 62720,3
Invoice 136229,2
Invoice 103747,2
Invoice 37030,2
Invoice 21635,2
Invoice 58582,2
Invoice 138595,2
Invoice 60547,2
Invoice 75906,2
Invoice 4361,2
Invoice 113120,2
Invoice 79711,2
Invoice 2552,2
Invoice 71820,2
Invoice 76724,2
Invoice 120825,2
Invoice 41725,2
Invoice 117612,2
Invoice 85954,2
Invoice 123637,2
Invoice 65588,2
Invoice 127653,2
Invoice 113882,2
Invoice 45750,2
Invoice 32187,2
Invoice 89716,2
Invoice 395,2
Invoice 115496,2
Invoice 133662,2
Invoice 5537,2
Invoice 90709,2
Invoice 24514,2
Invoice 74538,2
Invoice 71470,2
Invoice 39888,2
Invoice 113175,2
Invoice 44767,2
Invoice 79610,2
Invoice 73958,2
Invoice 124706,2
Invoice 116985,2
Invoice 64124,2
Invoice 14045,2
Invoice 9111,2
Invoice 66775,2
Invoice 131843,2
Invoice 124060,2
Invoice 27577,2
Invoice 96671,2
Invoice 125698,2
Invoice 122016,2
Invoice 18954,2
Invoice 79417,2
Invoice 123724,2
Invoice 105694,2
Invoice 105967,2
Invoice 117180,2
Invoice 78565,2
Invoice 33805,2
Invoice 76371,2
Invoice 81450,2
Invoice 97931,2
Invoice 56652,2
Invoice 56152,2
Invoice 77991,2
Invoice 61572,2
Invoice 85212,2
Invoice 52869,2
Invoice 97820,2
Invoice 81013,2
Invoice 13732,2
Invoice 37311,2
Invoice 128651,2
Invoice 12215,2
Invoice 134892,2
Invoice 21428,2
Invoice 99286,2
Invoice 88519,2
Invoice 122067,2
Invoice 13509,2
Invoice 87565,2
Invoice 87917,2
Invoice 99389,2
Invoice 134598,2
Invoice 58642,2
Invoice 10647,2
Invoice 54694,2
Invoice 74284,2
Invoice 98746,2
Invoice 94461,2
Invoice 128235,2
Invoice 53037,2
Invoice 131732,2
Invoice 38545,2
Invoice 120095,2
Invoice 109314,2
Invoice 18702,2
Invoice 43773,2
Invoice 139065,2
Invoice 69388,2
Invoice 126795,2
Invoice 109908,2
Invoice 126215,2
Invoice 62014,2
Invoice 141977,2
Invoice 136536,2
Invoice 139171,2
Invoice 56285,2
Invoice 133586,2
Invoice 136784,2
Invoice 135964,2
Invoice 103132,2
Invoice 122719,2
Invoice 91388,2
Invoice 76713,2
Invoice 110900,2
Invoice 69314,2
Invoice 32442,2
Invoice 11780,2
Invoice 81235,2
Invoice 22139,2
Invoice 117716,2
Invoice 87605,2
Invoice 129160,2
Invoice 56068,2
Invoice 90097,2
Invoice 62220,2
Invoice 82546,2
Invoice 20932,2
Invoice 64779,2
Invoice 36416,2
Invoice 39626,2
Invoice 23174,2
Invoice 93648,2
Invoice 66587,2
Invoice 129732,2
Invoice 37846,2
Invoice 127874,2
Invoice 102226,2
Invoice 123355,1
Invoice 17778,2
Invoice 84216,2
Invoice 97657,2
Invoice 83977,2
Invoice 111951,2
Invoice 114294,2
Invoice 131576,2
Invoice 69460,2
Invoice 26948,2
Invoice 94464,2
Invoice 57367,2
Invoice 67060,2
Invoice 127179,2
Invoice 93785,2
Invoice 67040,2
Invoice 98611,2
Invoice 76703,2
Invoice 94806,2
Invoice 84394,2
Invoice 31157,2
Invoice 4987,2
Invoice 95982,2
Invoice 112386,2
Invoice 86247,2
Invoice 74810,2
Invoice 58834,2
Invoice 124458,2
Invoice 105486,2
Invoice 14678,2
Invoice 18927,2
Invoice 12161,2
Invoice 16402,2
Invoice 2749,2
Invoice 59367,2
Invoice 60157,2
Invoice 130090,2
Invoice 83127,2
Invoice 53844,2
Invoice 59655,2
Invoice 83061,2
Invoice 4193,2
Invoice 123778,2
Invoice 112504,2
Invoice 26479,2
Invoice 110646,2
Invoice 92884,2
Invoice 17476,2
Invoice 73651,3
Invoice 96128,2
Invoice 29427,2
Invoice 117218,2
Invoice 139769,2
Invoice 108093,2
Invoice 113955,2
Invoice 139453,2
Invoice 89266,2
Invoice 4789,2
Invoice 28191,2
Invoice 23667,3
Invoice 31072,3
Invoice 135449,2
Invoice 25931,3
Invoice 64496,2
Invoice 42651,3
Invoice 57843,3
Invoice 56297,3
Invoice 114376,3
Invoice 89839,2
Invoice 43190,2
Invoice 82943,2
Invoice 160635,0
Invoice 125115,2
Invoice 85450,2
Invoice 67147,2
Invoice 81625,2
Invoice 16983,2
Invoice 56699,2
Invoice 87231,2
Invoice 77787,1
Invoice 92236,2
Invoice 120698,2
Invoice 66921,2
Invoice 96550,2
Invoice 122450,2
Invoice 29611,2
Invoice 39776,2
Invoice 140403,2
Invoice 73903,2
Invoice 114885,2
Invoice 102217,2
Invoice 127636,3
Invoice 97466,3
Invoice 92927,3
Invoice 87645,3
Invoice 100123,3
Invoice 10869,3
Invoice 53161,3
Invoice 122174,3
Invoice 39199,3
Invoice 137462,2
Invoice 23529,2
Invoice 140272,2
Invoice 21205,2
Invoice 58954,2
Invoice 27791,2
Invoice 59803,2
Invoice 27249,2
Invoice 33767,2
Invoice 43510,2
Invoice 104607,2
Invoice 104389,2
Invoice 127000,1
Invoice 32002,2
Invoice 43242,2
Invoice 121263,2
Invoice 90536,2
Invoice 96796,2
Invoice 60334,2
Invoice 61140,2
Invoice 45302,2
Invoice 127927,2
Invoice 21463,2
Invoice 157434,0
Invoice 41859,2
Invoice 68103,2
Invoice 67131,2
Invoice 45479,2
Invoice 75219,2
Invoice 127320,2
Invoice 16292,2
Invoice 1125,2
Invoice 13565,2
Invoice 126870,2
Invoice 412,1
Invoice 124509,2
Invoice 68228,2
Invoice 67033,2
Invoice 28495,2
Invoice 85932,2
Invoice 40795,2
Invoice 123662,2
Invoice 63699,2
Invoice 35426,2
Invoice 29804,2
Invoice 60170,2
Invoice 84012,2
Invoice 34319,2
Invoice 127144,2
Invoice 108373,2
Invoice 74866,2
Invoice 56120,2
Invoice 107456,2
Invoice 33875,2
Invoice 81027,2
Invoice 13744,2
Invoice 91598,2
Invoice 20691,2
Invoice 29732,2
Invoice 95289,2
Invoice 98241,2
Invoice 32283,2
Invoice 2924,2
Invoice 90333,2
Invoice 39748,2
Invoice 120691,2
Invoice 88310,2
Invoice 28262,2
Invoice 34815,2
Invoice 95146,2
Invoice 43605,2
Invoice 93845,2
Invoice 87134,2
Invoice 26040,2
Invoice 21365,2
Invoice 51752,2
Invoice 96589,2
Invoice 140096,2
Invoice 65869,2
Invoice 109945,2
Invoice 22496,2
Invoice 61869,2
Invoice 95080,2
Invoice 109848,2
Invoice 38199,2
Invoice 130341,2
Invoice 127184,2
Invoice 77410,2
Invoice 86210,2
Invoice 95457,2
Invoice 39970,2
Invoice 26321,2
Invoice 117426,2
Invoice 139579,2
Invoice 2990,2
Invoice 41447,2
Invoice 95231,2
Invoice 63986,2
Invoice 69922,2
Invoice 10428,2
Invoice 131364,2
Invoice 21964,2
Invoice 8129,2
Invoice 8004,2
Invoice 125161,2
Invoice 117527,2
Invoice 107870,2
Invoice 37795,2
Invoice 75792,2
Invoice 48210,2
Invoice 70217,2
Invoice 64920,2
Invoice 92616,2
Invoice 129000,2
Invoice 122030,2
Invoice 16482,2
Invoice 98381,2
Invoice 106262,2
Invoice 35617,2
Invoice 128845,2
Invoice 117675,2
Invoice 30665,2
Invoice 74854,2
Invoice 35778,2
Invoice 75204,1
Invoice 132258,2
Invoice 9397,2
Invoice 111843,2
Invoice 95250,2
Invoice 53315,2
Invoice 77932,2
Invoice 36204,2
Invoice 135704,2
Invoice 82284,2
Invoice 135957,2
Invoice 74545,2
Invoice 138237,2
Invoice 81827,2
Invoice 31077,2
Invoice 104820,2
Invoice 116840,3
Invoice 123834,2
Invoice 125131,2
Invoice 7795,3
Invoice 71861,2
Invoice 58180,2
Invoice 54706,2
Invoice 121978,2
Invoice 90731,2
Invoice 122641,2
Invoice 70490,2
Invoice 79408,2
Invoice 12001,2
Invoice 13300,2
Invoice 4818,2
Invoice 29917,3
Invoice 36842,2
Invoice 86279,2
Invoice 138677,2
Invoice 114191,2
Invoice 9748,2
Invoice 102019,2
Invoice 88916,2
Invoice 112471,2
Invoice 57963,2
Invoice 30948,2
Invoice 63232,2
Invoice 39086,2
Invoice 11022,2
Invoice 91099,2
Invoice 5374,2
Invoice 46504,3
Invoice 33655,2
Invoice 140008,2
Invoice 25818,2
Invoice 91549,2
Invoice 81931,2
Invoice 30446,2
Invoice 1078,2
Invoice 17433,2
Invoice 98827,2
Invoice 30317,2
Invoice 34220,2
Invoice 73379,2
Invoice 124833,2
Invoice 60145,2
Invoice 7725,2
Invoice 716,2
Invoice 14194,2
Invoice 81377,3
Invoice 101467,1
Invoice 54736,2
Invoice 73348,2
Invoice 139191,2
Invoice 23370,2
Invoice 73432,2
Invoice 124836,2
Invoice 113836,2
Invoice 77953,2
Invoice 66419,2
Invoice 18730,2
Invoice 138328,2
Invoice 76045,2
Invoice 14426,2
Invoice 15197,2
Invoice 112848,2
Invoice 118577,2
Invoice 153971,0
Invoice 96302,2
Invoice 51640,2
Invoice 97333,2
Invoice 6760,2
Invoice 69224,2
Invoice 110246,2
Invoice 107244,2
Invoice 25991,2
Invoice 96325,2
Invoice 38364,3
Invoice 63864,2
Invoice 113518,2
Invoice 40338,2
Invoice 95118,2
Invoice 50166,2
Invoice 6402,2
Invoice 1980,2
Invoice 160050,0
Invoice 160008,0
Invoice 83082,2
Invoice 14670,2
Invoice 114219,2
Invoice 33497,2
Invoice 62370,2
Invoice 95054,2
Invoice 7422,2
Invoice 36805,2
Invoice 70116,2
Invoice 54426,2
Invoice 113461,0
Invoice 102105,2
Invoice 71350,2
Invoice 4891,2
Invoice 121243,2
Invoice 117539,2
Invoice 16607,2
Invoice 98767,2
Invoice 108328,2
Invoice 29014,2
Invoice 116689,2
Invoice 27157,2
Invoice 49,2
Invoice 9615,2
Invoice 62332,2
Invoice 97530,2
Invoice 11007,2
Invoice 9321,2
Invoice 127347,2
Invoice 39084,0
Invoice 58253,2
Invoice 42100,2
Invoice 119794,1
Invoice 34103,2
Invoice 44623,2
Invoice 51613,2
Invoice 94677,2
Invoice 92552,2
Invoice 127143,2
Invoice 37828,2
Invoice 52349,2
Invoice 32190,2
Invoice 140168,2
Invoice 82074,2
Invoice 106156,2
Invoice 44864,2
Invoice 2597,2
Invoice 10336,2
Invoice 100383,2
Invoice 54141,2
Invoice 123645,2
Invoice 86121,0
Invoice 89403,2
Invoice 30494,0
Invoice 49395,2
Invoice 77765,0
Invoice 55184,2
Invoice 77830,0
Invoice 98048,0
Invoice 76012,0
Invoice 40022,0
Invoice 128569,0
Invoice 10144,2
Invoice 86820,0
Invoice 34814,2
Invoice 103375,2
Invoice 22724,2
Invoice 27326,2
Invoice 102494,2
Invoice 128676,2
Invoice 116434,2
Invoice 98518,2
Invoice 34622,2
Invoice 87092,2
Invoice 93722,2
Invoice 100011,2
Invoice 107416,2
Invoice 104933,2
Invoice 25470,2
Invoice 33451,2
Invoice 70796,2
Invoice 40529,0
Invoice 72508,0
Invoice 21019,0
Invoice 7875,2
Invoice 91735,2
Invoice 37125,2
Invoice 55089,2
Invoice 58086,2
Invoice 75327,2
Invoice 73297,2
Invoice 65712,2
Invoice 59153,2
Invoice 32677,2
Invoice 70011,2
Invoice 129839,2
Invoice 86762,2
Invoice 76467,2
Invoice 30024,2
Invoice 4880,2
Invoice 86562,2
Invoice 106076,2
Invoice 97051,2
Invoice 5467,2
Invoice 46388,2
Invoice 133100,2
Invoice 110674,2
Invoice 129572,2
Invoice 70189,2
Invoice 26306,2
Invoice 5428,2
Invoice 2923,2
Invoice 34579,2
Invoice 94803,2
Invoice 122538,2
Invoice 120147,2
Invoice 96789,2
Invoice 107260,2
Invoice 95784,2
Invoice 79795,2
Invoice 138423,2
Invoice 67639,2
Invoice 27957,2
Invoice 55314,1
Invoice 14858,2
Invoice 107717,2
Invoice 114151,2
Invoice 16468,2
Invoice 100587,2
Invoice 11650,2
Invoice 108903,2
Invoice 73707,2
Invoice 139476,2
Invoice 45249,2
Invoice 70586,2
Invoice 24685,2
Invoice 54675,2
Invoice 106238,2
Invoice 70824,2
Invoice 15847,2
Invoice 139225,2
Invoice 80592,2
Invoice 84014,2
Invoice 51697,2
Invoice 140511,2
Invoice 5936,2
Invoice 55002,2
Invoice 87486,2
Invoice 86462,2
Invoice 32085,2
Invoice 119229,2
Invoice 2704,2
Invoice 52444,2
Invoice 116362,2
Invoice 75423,2
Invoice 129305,2
Invoice 110794,2
Invoice 135891,2
Invoice 124131,2
Invoice 77040,2
Invoice 13852,2
Invoice 36536,2
Invoice 39605,2
Invoice 87718,2
Invoice 21454,2
Invoice 105390,2
Invoice 27182,2
Invoice 122149,2
Invoice 3350,2
Invoice 45647,2
Invoice 141339,2
Invoice 92407,2
Invoice 43273,2
Invoice 4245,2
Invoice 111032,2
Invoice 141872,2
Invoice 97953,2
Invoice 117795,2
Invoice 123131,2
Invoice 73176,2
Invoice 35125,2
Invoice 6663,2
Invoice 3947,2
Invoice 50188,2
Invoice 133236,2
Invoice 5843,2
Invoice 138438,2
Invoice 61731,2
Invoice 104814,2
Invoice 91270,2
Invoice 5668,2
Invoice 111067,2
Invoice 102668,2
Invoice 45090,2
Invoice 38159,2
Invoice 123240,2
Invoice 64627,2
Invoice 37693,2
Invoice 11829,2
Invoice 112508,2
Invoice 107905,2
Invoice 56504,2
Invoice 74254,2
Invoice 115270,2
Invoice 139904,2
Invoice 27486,2
Invoice 133634,2
Invoice 6217,2
Invoice 24273,2
Invoice 56889,2
Invoice 116301,2
Invoice 97494,2
Invoice 11711,2
Invoice 140100,2
Invoice 121768,2
Invoice 100476,2
Invoice 22178,2
Invoice 20704,2
Invoice 33168,2
Invoice 26605,2
Invoice 79034,2
Invoice 73217,2
Invoice 92530,2
Invoice 50506,2
Invoice 16240,2
Invoice 118424,2
Invoice 102537,2
Invoice 112390,1
Invoice 71684,1
Invoice 63184,1
Invoice 131707,1
Invoice 132342,2
Invoice 33263,2
Invoice 111619,2
Invoice 93640,2
Invoice 72410,2
Invoice 130972,2
Invoice 120878,2
Invoice 94833,2
Invoice 44880,2
Invoice 61931,2
Invoice 69407,2
Invoice 44416,2
Invoice 1075,2
Invoice 89389,2
Invoice 62596,2
Invoice 46488,2
Invoice 114032,2
Invoice 135904,2
Invoice 11926,2
Invoice 75439,2
Invoice 22255,2
Invoice 16725,2
Invoice 131615,2
Invoice 124888,2
Invoice 41680,2
Invoice 29099,2
Invoice 102681,2
Invoice 127584,2
Invoice 11448,2
Invoice 141932,2
Invoice 81098,2
Invoice 112015,2
Invoice 56288,2
Invoice 58542,2
Invoice 71047,2
Invoice 108493,2
Invoice 6538,2
Invoice 117665,2
Invoice 100426,2
Invoice 29760,2
Invoice 83627,2
Invoice 57055,2
Invoice 116417,2
Invoice 63688,2
Invoice 39438,2
Invoice 51135,2
Invoice 96731,2
Invoice 25064,2
Invoice 22930,2
Invoice 81472,2
Invoice 132022,2
Invoice 102992,2
Invoice 127460,2
Invoice 128108,2
Invoice 123341,2
Invoice 12014,2
Invoice 76744,2
Invoice 118628,2
Invoice 57882,2
Invoice 113598,2
Invoice 117811,2
Invoice 126967,2
Invoice 2887,2
Invoice 58841,2
Invoice 103283,2
Invoice 70915,2
Invoice 24843,2
Invoice 15712,2
Invoice 23055,2
Invoice 49386,2
Invoice 58391,2
Invoice 102441,1
Invoice 8744,2
Invoice 10067,2
Invoice 98425,2
Invoice 7414,2
Invoice 96985,2
Invoice 25013,2
Invoice 87384,2
Invoice 58933,2
Invoice 21392,2
Invoice 6215,2
Invoice 106531,2
Invoice 112582,2
Invoice 129810,2
Invoice 51767,2
Invoice 71724,2
Invoice 93266,2
Invoice 22019,2
Invoice 31231,2
Invoice 37556,2
Invoice 4043,2
Invoice 44106,2
Invoice 19931,2
Invoice 60045,2
Invoice 85664,2
Invoice 15829,2
Invoice 28146,2
Invoice 58998,3
Invoice 20908,2
Invoice 95448,2
Invoice 46099,2
Invoice 18594,2
Invoice 21117,2
Invoice 15141,2
Invoice 5109,2
Invoice 99768,2
Invoice 38818,2
Invoice 55039,2
Invoice 1375,2
Invoice 95373,2
Invoice 80360,2
Invoice 92389,2
Invoice 114398,2
Invoice 97845,2
Invoice 100209,2
Invoice 110761,2
Invoice 138098,2
Invoice 94772,2
Invoice 107847,2
Invoice 96619,2
Invoice 139823,2
Invoice 30943,2
Invoice 71841,2
Invoice 3369,2
Invoice 61880,2
Invoice 51448,2
Invoice 133849,2
Invoice 79483,2
Invoice 65779,2
Invoice 14144,2
Invoice 75484,2
Invoice 40675,2
Invoice 26938,2
Invoice 103310,2
Invoice 121233,2
Invoice 36458,2
Invoice 53772,2
Invoice 92110,2
Invoice 33557,2
Invoice 48851,2
Invoice 91100,2
Invoice 83691,2
Invoice 42946,2
Invoice 87195,2
Invoice 9976,2
Invoice 36338,2
Invoice 57766,2
Invoice 70988,2
Invoice 36680,2
Invoice 47138,2
Invoice 107229,2
Invoice 79975,2
Invoice 50997,2
Invoice 119993,2
Invoice 30728,2
Invoice 97875,2
Invoice 79220,1
Invoice 50274,2
Invoice 137803,2
Invoice 89973,2
Invoice 138243,2
Invoice 21598,2
Invoice 101978,2
Invoice 119164,2
Invoice 68561,2
Invoice 127527,1
Invoice 136061,2
Invoice 73957,2
Invoice 2008,2
Invoice 45309,2
Invoice 9706,2
Invoice 115387,2
Invoice 16911,2
Invoice 29830,2
Invoice 57821,2
Invoice 47438,2
Invoice 29912,2
Invoice 40669,2
Invoice 135287,2
Invoice 110989,2
Invoice 72676,2
Invoice 71701,2
Invoice 3778,2
Invoice 79375,2
Invoice 106287,2
Invoice 55088,2
Invoice 122263,2
Invoice 92105,2
Invoice 124950,2
Invoice 91600,2
Invoice 55438,2
Invoice 75053,2
Invoice 120751,2
Invoice 24229,2
Invoice 6767,2
Invoice 61285,2
Invoice 85692,2
Invoice 24044,2
Invoice 36555,2
Invoice 50111,2
Invoice 18636,2
Invoice 11143,2
Invoice 101213,2
Invoice 127232,2
Invoice 75280,2
Invoice 83650,2
Invoice 9248,2
Invoice 70293,2
Invoice 62646,2
Invoice 54090,2
Invoice 22731,2
Invoice 129546,2
Invoice 25040,2
Invoice 87129,2
Invoice 45681,2
Invoice 50943,2
Invoice 86935,2
Invoice 92221,2
Invoice 119806,2
Invoice 24027,2
Invoice 18964,2
Invoice 28214,2
Invoice 18552,2
Invoice 100667,2
Invoice 8122,2
Invoice 33300,2
Invoice 141828,2
Invoice 35851,2
Invoice 83798,2
Invoice 126948,2
Invoice 71311,2
Invoice 3694,2
Invoice 47051,2
Invoice 11222,2
Invoice 18947,2
Invoice 71165,2
Invoice 141897,2
Invoice 133839,2
Invoice 19081,0
Invoice 135393,2
Invoice 89734,2
Invoice 127056,2
Invoice 84536,2
Invoice 55237,2
Invoice 139297,2
Invoice 94168,2
Invoice 138894,2
Invoice 90122,2
Invoice 37382,2
Invoice 82416,2
Invoice 4195,2
Invoice 120458,2
Invoice 50616,2
Invoice 128499,2
Invoice 121328,2
Invoice 65749,2
Invoice 109113,2
Invoice 21461,2
Invoice 110949,2
Invoice 3054,2
Invoice 119370,2
Invoice 46863,2
Invoice 138077,2
Invoice 83964,2
Invoice 34440,2
