Invoice ID,sum(Invoice with Exception Count)
Invoice 216016,1
Invoice 227410,1
Invoice 195363,3
Invoice 260782,2
Invoice 244051,6
Invoice 273496,1
Invoice 198089,1
Invoice 245063,1
Invoice 254741,1
Invoice 270808,1
Invoice 176309,3
Invoice 171329,2
Invoice 206488,1
Invoice 206655,1
Invoice 70209,1
Invoice 164700,1
Invoice 185697,1
Invoice 197994,1
Invoice 195469,3
Invoice 169788,1
Invoice 173644,2
Invoice 159939,1
Invoice 229412,1
Invoice 227151,1
Invoice 272780,2
Invoice 269187,1
Invoice 159989,1
Invoice 252517,2
Invoice 197041,1
Invoice 263663,1
Invoice 168235,1
Invoice 199489,1
Invoice 222865,6
Invoice 167148,1
Invoice 159788,1
Invoice 192403,1
Invoice 227422,3
Invoice 215266,2
Invoice 103791,3
Invoice 262373,1
Invoice 188682,2
Invoice 160208,2
Invoice 221012,2
Invoice 159057,1
Invoice 167575,6
Invoice 134232,1
Invoice 217111,1
Invoice 212711,1
Invoice 271306,3
Invoice 275728,3
Invoice 234994,1
Invoice 203768,1
Invoice 228730,2
Invoice 188058,1
Invoice 260065,1
Invoice 209988,2
Invoice 91996,1
Invoice 184056,4
Invoice 63659,6
Invoice 250210,3
Invoice 258113,1
Invoice 204951,1
Invoice 251884,1
Invoice 243995,2
Invoice 187527,2
Invoice 242896,1
Invoice 242195,9
Invoice 188824,2
Invoice 194179,1
Invoice 189002,1
Invoice 174344,1
Invoice 240778,2
Invoice 204504,1
Invoice 172030,1
Invoice 62448,1
Invoice 171946,2
Invoice 243110,1
Invoice 230429,1
Invoice 226489,2
Invoice 145270,2
Invoice 10503,1
Invoice 180516,2
Invoice 159561,1
Invoice 219287,1
Invoice 258338,2
Invoice 249317,2
Invoice 207457,2
Invoice 231216,1
Invoice 193384,1
Invoice 212144,1
Invoice 231938,1
Invoice 24951,1
Invoice 204169,2
Invoice 221139,1
Invoice 215962,2
Invoice 73553,1
Invoice 167849,3
Invoice 169945,1
Invoice 37219,2
Invoice 183830,2
Invoice 219288,2
Invoice 196803,1
Invoice 173161,1
Invoice 249942,1
Invoice 80447,2
Invoice 185114,1
Invoice 263374,2
Invoice 182398,4
Invoice 231438,4
Invoice 175913,3
Invoice 219681,1
Invoice 165612,1
Invoice 202413,1
Invoice 61339,2
Invoice 207440,1
Invoice 204365,1
Invoice 28152,5
Invoice 181975,1
Invoice 219764,1
Invoice 264558,4
Invoice 169843,1
Invoice 221265,3
Invoice 228223,6
Invoice 186399,5
Invoice 249657,1
Invoice 164859,2
Invoice 232468,1
Invoice 200826,2
Invoice 245495,1
Invoice 177358,1
Invoice 17635,1
Invoice 164436,4
Invoice 52115,10
Invoice 180391,4
Invoice 240986,3
Invoice 185899,1
Invoice 257079,1
Invoice 221408,3
Invoice 196440,3
Invoice 94135,3
Invoice 191810,4
Invoice 185993,2
Invoice 215838,10
Invoice 199041,5
Invoice 212748,1
Invoice 217879,2
Invoice 55202,1
Invoice 230374,2
Invoice 166036,1
Invoice 209433,1
Invoice 247967,6
Invoice 275661,1
Invoice 17258,1
Invoice 261683,3
Invoice 202752,1
Invoice 184966,1
Invoice 179331,2
Invoice 21873,1
Invoice 270926,1
Invoice 17184,1
Invoice 245681,2
Invoice 248548,1
Invoice 244230,1
Invoice 258558,1
Invoice 233873,1
Invoice 256316,2
Invoice 265992,6
Invoice 269669,2
Invoice 244620,2
Invoice 259240,1
Invoice 203460,5
Invoice 197486,2
Invoice 244032,3
Invoice 206563,2
Invoice 252177,1
Invoice 192014,1
Invoice 187630,2
Invoice 255591,2
Invoice 270165,1
Invoice 177785,1
Invoice 11506,1
Invoice 216558,3
Invoice 218394,1
Invoice 233092,1
Invoice 260497,1
Invoice 216571,11
Invoice 180651,1
Invoice 272194,2
Invoice 241263,2
Invoice 215336,1
Invoice 234330,1
Invoice 227935,1
Invoice 192395,1
Invoice 179849,1
Invoice 73812,1
Invoice 262224,1
Invoice 169282,1
Invoice 180045,1
Invoice 183884,4
Invoice 181897,2
Invoice 257077,1
Invoice 165118,1
Invoice 221253,1
Invoice 262307,3
Invoice 247273,2
Invoice 168015,1
Invoice 20978,1
Invoice 192118,2
Invoice 268217,2
Invoice 211501,1
Invoice 240362,1
Invoice 266068,6
Invoice 50135,1
Invoice 186072,4
Invoice 208702,1
Invoice 231633,1
Invoice 263901,2
Invoice 93011,1
Invoice 232057,9
Invoice 249238,1
Invoice 245435,3
Invoice 216714,1
Invoice 207518,1
Invoice 202701,2
Invoice 129168,1
Invoice 194810,1
Invoice 178492,1
Invoice 276145,3
Invoice 229833,2
Invoice 93494,1
Invoice 160055,1
Invoice 197993,2
Invoice 159671,6
Invoice 188563,1
Invoice 206107,3
Invoice 241517,3
Invoice 226719,2
Invoice 189678,9
Invoice 167572,1
Invoice 187436,1
Invoice 54989,1
Invoice 64487,3
Invoice 175394,1
Invoice 239495,2
Invoice 179173,2
Invoice 133264,1
Invoice 242182,1
Invoice 274735,2
Invoice 165201,1
Invoice 252514,1
Invoice 202945,6
Invoice 166431,1
Invoice 242379,3
Invoice 172036,1
Invoice 249959,1
Invoice 190595,1
Invoice 198718,2
Invoice 183813,1
Invoice 200332,1
Invoice 231805,1
Invoice 211403,3
Invoice 91973,2
Invoice 35022,1
Invoice 196861,1
Invoice 208302,4
Invoice 240279,1
Invoice 266818,1
Invoice 43268,1
Invoice 98321,1
Invoice 117765,6
Invoice 266372,4
Invoice 275301,1
Invoice 274196,1
Invoice 8100,1
Invoice 273411,1
Invoice 276393,1
Invoice 226262,2
Invoice 194172,1
Invoice 224421,4
Invoice 254205,2
Invoice 262744,1
Invoice 257201,1
Invoice 244245,1
Invoice 186621,2
Invoice 28071,4
Invoice 265555,1
Invoice 178661,1
Invoice 164867,1
Invoice 132720,1
Invoice 47633,3
Invoice 170051,1
Invoice 216835,2
Invoice 222176,1
Invoice 273009,3
Invoice 213218,1
Invoice 269374,2
Invoice 267155,3
Invoice 235471,2
Invoice 197712,1
Invoice 195397,1
Invoice 180885,1
Invoice 188374,1
Invoice 249083,2
Invoice 242924,1
Invoice 189580,3
Invoice 242332,1
Invoice 275745,1
Invoice 184795,3
Invoice 177524,2
Invoice 243067,1
Invoice 265743,11
Invoice 269902,1
Invoice 45653,1
Invoice 237201,1
Invoice 251373,5
Invoice 254256,4
Invoice 220522,1
Invoice 248644,1
Invoice 197939,1
Invoice 265119,1
Invoice 194724,1
Invoice 172303,1
Invoice 185825,1
Invoice 266558,1
Invoice 258533,1
Invoice 193364,1
Invoice 24199,1
Invoice 35824,1
Invoice 223360,1
Invoice 251151,3
Invoice 232843,1
Invoice 224687,3
Invoice 211463,1
Invoice 109981,1
Invoice 39108,4
Invoice 210484,4
Invoice 256718,5
Invoice 243686,2
Invoice 185106,1
Invoice 181512,1
Invoice 273283,1
Invoice 177957,2
Invoice 131939,1
Invoice 188670,1
Invoice 240121,2
Invoice 276509,3
Invoice 240612,1
Invoice 231685,2
Invoice 211306,1
Invoice 171733,1
Invoice 203994,1
Invoice 210923,1
Invoice 251798,2
Invoice 234403,1
Invoice 172757,2
Invoice 224119,3
Invoice 241526,1
Invoice 238775,1
Invoice 5723,1
Invoice 201857,1
Invoice 93542,1
Invoice 177273,1
Invoice 269476,1
Invoice 195105,1
Invoice 231964,1
Invoice 245500,1
Invoice 231576,1
Invoice 236968,2
Invoice 232859,1
Invoice 229373,2
Invoice 185952,3
Invoice 165799,1
Invoice 202321,1
Invoice 261620,1
Invoice 193183,1
Invoice 237913,2
Invoice 57538,1
Invoice 275261,1
Invoice 258648,2
Invoice 365,2
Invoice 229152,2
Invoice 182995,1
Invoice 117324,1
Invoice 225682,3
Invoice 230652,1
Invoice 209372,1
Invoice 270314,1
Invoice 274669,1
Invoice 257576,1
Invoice 247611,1
Invoice 241902,1
Invoice 270698,2
Invoice 167468,1
Invoice 59607,1
Invoice 237579,1
Invoice 189050,1
Invoice 199648,3
Invoice 213471,2
Invoice 180166,2
Invoice 65275,1
Invoice 165437,1
Invoice 190760,1
Invoice 202219,1
Invoice 218280,1
Invoice 251688,3
Invoice 271987,4
Invoice 204042,3
Invoice 246114,1
Invoice 176504,2
Invoice 258153,1
Invoice 181321,1
Invoice 189950,1
Invoice 166009,2
Invoice 170343,2
Invoice 168828,2
Invoice 240814,2
Invoice 251606,2
Invoice 271621,2
Invoice 259198,2
Invoice 235931,2
Invoice 95641,1
Invoice 118778,1
Invoice 208156,1
Invoice 242396,1
Invoice 263938,2
Invoice 24755,1
Invoice 60798,1
Invoice 74150,1
Invoice 64823,1
Invoice 108248,1
Invoice 54433,1
Invoice 131414,1
Invoice 36272,1
Invoice 31183,1
Invoice 139120,2
Invoice 236634,2
Invoice 210081,1
Invoice 187782,1
Invoice 54653,1
Invoice 248466,1
Invoice 253228,1
Invoice 230454,1
Invoice 129911,1
Invoice 176325,1
Invoice 268957,1
Invoice 137298,10
Invoice 215435,2
Invoice 215033,1
Invoice 215347,1
Invoice 272480,4
Invoice 173346,2
Invoice 222659,1
Invoice 252011,1
Invoice 249910,2
Invoice 182502,1
Invoice 218836,1
Invoice 268225,1
Invoice 199379,2
Invoice 222941,1
Invoice 173701,1
Invoice 210602,1
Invoice 167865,1
Invoice 221190,1
Invoice 235239,1
Invoice 188509,2
Invoice 204195,2
Invoice 254360,1
Invoice 230511,1
Invoice 205730,2
Invoice 210511,3
Invoice 247556,1
Invoice 164882,3
Invoice 199055,1
Invoice 231643,2
Invoice 195523,2
Invoice 126246,1
Invoice 53669,1
Invoice 192953,1
Invoice 163906,6
Invoice 273937,2
Invoice 197965,4
Invoice 209319,2
Invoice 251418,2
Invoice 180992,1
Invoice 174155,1
Invoice 263204,1
Invoice 261198,1
Invoice 247520,1
Invoice 179287,1
Invoice 181089,1
Invoice 269411,1
Invoice 216183,3
Invoice 242285,1
Invoice 211730,1
Invoice 273462,1
Invoice 231416,1
Invoice 205312,2
Invoice 267874,1
Invoice 209566,1
Invoice 226251,1
Invoice 222597,7
Invoice 267549,4
Invoice 247351,1
Invoice 167904,1
Invoice 222509,1
Invoice 243757,2
Invoice 199287,3
Invoice 216944,1
Invoice 249348,1
Invoice 251978,2
Invoice 239490,2
Invoice 182653,8
Invoice 249156,2
Invoice 166096,1
Invoice 273961,1
Invoice 244734,1
Invoice 247857,1
Invoice 229341,6
Invoice 228450,1
Invoice 224783,2
Invoice 168601,1
Invoice 250123,1
Invoice 168260,1
Invoice 202983,1
Invoice 252350,1
Invoice 168511,2
Invoice 263608,4
Invoice 235988,1
Invoice 167098,1
Invoice 180967,1
Invoice 104232,2
Invoice 243206,3
Invoice 273459,1
Invoice 242729,1
Invoice 166943,1
Invoice 220919,6
Invoice 164918,1
Invoice 169503,1
Invoice 247919,1
Invoice 175719,1
Invoice 127153,1
Invoice 197643,3
Invoice 105863,1
Invoice 257838,1
Invoice 197509,1
Invoice 166612,1
Invoice 240737,1
Invoice 165477,1
Invoice 247035,1
Invoice 226238,1
Invoice 247065,1
Invoice 234168,5
Invoice 197108,1
Invoice 211551,1
Invoice 242389,3
Invoice 169756,4
Invoice 215900,1
Invoice 196454,1
Invoice 180625,1
Invoice 188424,1
Invoice 160135,2
Invoice 240263,2
Invoice 266505,1
Invoice 245575,1
Invoice 183428,1
Invoice 236098,1
Invoice 248050,1
Invoice 267146,1
Invoice 249523,1
Invoice 241922,3
Invoice 236078,1
Invoice 206533,2
Invoice 180229,4
Invoice 226229,2
Invoice 184183,1
Invoice 179967,1
Invoice 274335,1
Invoice 175698,1
Invoice 198774,1
Invoice 210936,1
Invoice 246736,3
Invoice 168824,1
Invoice 177909,1
Invoice 264130,1
Invoice 163891,2
Invoice 164245,1
Invoice 214113,4
Invoice 259396,2
Invoice 179839,1
Invoice 216236,1
Invoice 180420,1
Invoice 200513,1
Invoice 189067,1
Invoice 124373,6
Invoice 241610,3
Invoice 190125,2
Invoice 189615,1
Invoice 232038,1
Invoice 207512,1
Invoice 220960,1
Invoice 211036,1
Invoice 219277,1
Invoice 167780,1
Invoice 179285,2
Invoice 18912,1
Invoice 183469,1
Invoice 173208,6
Invoice 191837,1
Invoice 222527,1
Invoice 221799,1
Invoice 31518,1
Invoice 244274,2
Invoice 259508,1
Invoice 247848,3
Invoice 226335,3
Invoice 215065,3
Invoice 196853,1
Invoice 202891,1
Invoice 242616,1
Invoice 254479,1
Invoice 242484,1
Invoice 187730,2
Invoice 220007,5
Invoice 221227,2
Invoice 256024,10
Invoice 172822,1
Invoice 173819,1
Invoice 242832,6
Invoice 239978,1
Invoice 177337,1
Invoice 243609,1
Invoice 235436,1
Invoice 171650,1
Invoice 173518,1
Invoice 235679,2
Invoice 210240,1
Invoice 263458,4
Invoice 265835,3
Invoice 255307,4
Invoice 236417,1
Invoice 234326,1
Invoice 275825,3
Invoice 210175,10
Invoice 187662,1
Invoice 225809,1
Invoice 190344,5
Invoice 267328,1
Invoice 220409,1
Invoice 176348,1
Invoice 256639,1
Invoice 203755,1
Invoice 232581,1
Invoice 274260,1
Invoice 227805,1
Invoice 264546,2
Invoice 172800,1
Invoice 238938,2
Invoice 180269,3
Invoice 44746,1
Invoice 244686,2
Invoice 214062,1
Invoice 239443,1
Invoice 241964,2
Invoice 229784,1
Invoice 208817,2
Invoice 248805,1
Invoice 197506,1
Invoice 243043,1
Invoice 198799,1
Invoice 163812,6
Invoice 221635,2
Invoice 192105,1
Invoice 241213,1
Invoice 274136,2
Invoice 276632,1
Invoice 173618,1
Invoice 233093,2
Invoice 203788,3
Invoice 231877,1
Invoice 229413,1
Invoice 223229,1
Invoice 274188,1
Invoice 59148,1
Invoice 231156,1
Invoice 208421,1
Invoice 218002,1
Invoice 177585,1
Invoice 270756,1
Invoice 128841,4
Invoice 206730,1
Invoice 252156,1
Invoice 178140,1
Invoice 167452,1
Invoice 168660,1
Invoice 208370,1
Invoice 199268,4
Invoice 201227,4
Invoice 235894,1
Invoice 270631,1
Invoice 222256,1
Invoice 257005,1
Invoice 174011,2
Invoice 240510,1
Invoice 213885,1
Invoice 87073,2
Invoice 182443,2
Invoice 245690,1
Invoice 206343,1
Invoice 234732,1
Invoice 206016,2
Invoice 272024,2
Invoice 214200,1
Invoice 274901,1
Invoice 209423,3
Invoice 216836,2
Invoice 205783,1
Invoice 206778,1
Invoice 255754,1
Invoice 243480,2
Invoice 272185,1
Invoice 219987,1
Invoice 178323,3
Invoice 163741,3
Invoice 195005,4
Invoice 189554,1
Invoice 213805,1
Invoice 236336,1
Invoice 241456,2
Invoice 269442,1
Invoice 261383,1
Invoice 225565,1
Invoice 209307,1
Invoice 263296,1
Invoice 186021,1
Invoice 242130,1
Invoice 235998,4
Invoice 259035,1
Invoice 209785,2
Invoice 274128,1
Invoice 174953,1
Invoice 37132,3
Invoice 198240,2
Invoice 203948,1
Invoice 187155,1
Invoice 236309,1
Invoice 184988,1
Invoice 252359,1
Invoice 242142,3
Invoice 18080,1
Invoice 179293,1
Invoice 194542,1
Invoice 272369,1
Invoice 272957,1
Invoice 131146,1
Invoice 205980,1
Invoice 220356,1
Invoice 201526,1
Invoice 32816,1
Invoice 259174,1
Invoice 177885,1
Invoice 219244,1
Invoice 269863,1
Invoice 255510,1
Invoice 259748,1
Invoice 176553,1
Invoice 195736,4
Invoice 258030,1
Invoice 167724,1
Invoice 214488,1
Invoice 174040,1
Invoice 174955,1
Invoice 217106,1
Invoice 29944,1
Invoice 207446,3
Invoice 206480,3
Invoice 268782,3
Invoice 272719,1
Invoice 236546,1
Invoice 248860,1
Invoice 177154,1
Invoice 210773,1
Invoice 206734,1
Invoice 206431,1
Invoice 174609,2
Invoice 56823,1
Invoice 251627,1
Invoice 241813,5
Invoice 207105,1
Invoice 181305,1
Invoice 269611,1
Invoice 199782,4
Invoice 186821,3
Invoice 229063,2
Invoice 11398,1
Invoice 248316,1
Invoice 189440,1
Invoice 173828,1
Invoice 193648,1
Invoice 257507,1
Invoice 276024,2
Invoice 183197,2
Invoice 207088,1
Invoice 220268,3
Invoice 239639,1
Invoice 255415,3
Invoice 224933,7
Invoice 245765,1
Invoice 227224,1
Invoice 190789,1
Invoice 196337,1
Invoice 238991,1
Invoice 271993,2
Invoice 217083,1
Invoice 259252,1
Invoice 226658,1
Invoice 251193,1
Invoice 231469,2
Invoice 218894,2
Invoice 225705,5
Invoice 199461,1
Invoice 243158,1
Invoice 173235,1
Invoice 172270,2
Invoice 274401,1
Invoice 218300,3
Invoice 169032,1
Invoice 227801,1
Invoice 219654,3
Invoice 227957,3
Invoice 189909,6
Invoice 226077,1
Invoice 188208,3
Invoice 121780,2
Invoice 264987,1
Invoice 253716,2
Invoice 213823,2
Invoice 258380,2
Invoice 181941,1
Invoice 105231,1
Invoice 215676,1
Invoice 270043,2
Invoice 262471,1
Invoice 239912,1
Invoice 229533,8
Invoice 270219,2
Invoice 252747,1
Invoice 227972,1
Invoice 258026,1
Invoice 164082,1
Invoice 234934,1
Invoice 195961,1
Invoice 263920,1
Invoice 196304,1
Invoice 274049,1
Invoice 202132,1
Invoice 240712,1
Invoice 204354,1
Invoice 226143,1
Invoice 171701,1
Invoice 221556,3
Invoice 166629,2
Invoice 193440,2
Invoice 231952,4
Invoice 252995,2
Invoice 213727,1
Invoice 211584,1
Invoice 240805,1
Invoice 268610,1
Invoice 235127,1
Invoice 214438,1
Invoice 236244,1
Invoice 216563,2
Invoice 259321,1
Invoice 178246,1
Invoice 185806,1
Invoice 212675,1
Invoice 188785,1
Invoice 176966,1
Invoice 202602,1
Invoice 252983,1
Invoice 78328,1
Invoice 233270,2
Invoice 179427,1
Invoice 261818,1
Invoice 185245,4
Invoice 213112,1
Invoice 237187,1
Invoice 224726,1
Invoice 254174,3
Invoice 247688,2
Invoice 219351,1
Invoice 266753,1
Invoice 200453,1
Invoice 231304,1
Invoice 252744,1
Invoice 80819,1
Invoice 166117,2
Invoice 196587,4
Invoice 267999,1
Invoice 179564,1
Invoice 203407,1
Invoice 219075,2
Invoice 258398,1
Invoice 225617,1
Invoice 223291,1
Invoice 211640,5
Invoice 260124,1
Invoice 232569,1
Invoice 39485,1
Invoice 186550,1
Invoice 166917,1
Invoice 193032,6
Invoice 171053,2
Invoice 170271,1
Invoice 256995,1
Invoice 190289,2
Invoice 168968,1
Invoice 270256,1
Invoice 264610,2
Invoice 196834,1
Invoice 221489,2
Invoice 230737,3
Invoice 178989,1
Invoice 271358,3
Invoice 176780,1
Invoice 205536,1
Invoice 237060,1
Invoice 243481,1
Invoice 246504,1
Invoice 244794,1
Invoice 185723,1
Invoice 268748,1
Invoice 252590,1
Invoice 204923,2
Invoice 169120,1
Invoice 224660,1
Invoice 207534,1
Invoice 269402,1
Invoice 220753,1
Invoice 215610,1
Invoice 181035,7
Invoice 204813,1
Invoice 210896,9
Invoice 192051,1
Invoice 271623,1
Invoice 180029,2
Invoice 195237,2
Invoice 248331,1
Invoice 268196,1
Invoice 257579,1
Invoice 240695,1
Invoice 259610,1
Invoice 275800,1
Invoice 230261,2
Invoice 241262,3
Invoice 240676,1
Invoice 262099,1
Invoice 218012,9
Invoice 239932,1
Invoice 193809,2
Invoice 266021,2
Invoice 175099,1
Invoice 209692,1
Invoice 210633,1
Invoice 216513,1
Invoice 250634,1
Invoice 164683,1
Invoice 229695,2
Invoice 230760,3
Invoice 250935,1
Invoice 174820,1
Invoice 258618,1
Invoice 241475,1
Invoice 44656,2
Invoice 165598,1
Invoice 201607,4
Invoice 262725,1
Invoice 238951,6
Invoice 224538,1
Invoice 224851,1
Invoice 219443,1
Invoice 228997,2
Invoice 198479,1
Invoice 236991,1
Invoice 201978,2
Invoice 259639,1
Invoice 183796,1
Invoice 209528,1
Invoice 275488,1
Invoice 265300,1
Invoice 243196,1
Invoice 196857,1
Invoice 244604,1
Invoice 244027,1
Invoice 247867,3
Invoice 255838,2
Invoice 174161,2
Invoice 237123,1
Invoice 252631,1
Invoice 212074,3
Invoice 245574,1
Invoice 207230,5
Invoice 236300,1
Invoice 170694,3
Invoice 269157,4
Invoice 267800,3
Invoice 171905,1
Invoice 82227,3
Invoice 254250,1
Invoice 84969,1
Invoice 267829,1
Invoice 240425,4
Invoice 181500,1
Invoice 179707,1
Invoice 276175,1
Invoice 260350,1
Invoice 266264,3
Invoice 249639,1
Invoice 243251,1
Invoice 268331,1
Invoice 254884,1
Invoice 245800,1
Invoice 238464,1
Invoice 222901,1
Invoice 215202,6
Invoice 206040,1
Invoice 243718,1
Invoice 235567,2
Invoice 183761,1
Invoice 242254,1
Invoice 174885,1
Invoice 271336,1
Invoice 249314,1
Invoice 189837,1
Invoice 192426,2
Invoice 206010,1
Invoice 260198,1
Invoice 219837,2
Invoice 264341,1
Invoice 170824,1
Invoice 268199,1
Invoice 182137,1
Invoice 274743,1
Invoice 236726,1
Invoice 170101,1
Invoice 217786,1
Invoice 199181,1
Invoice 246282,1
Invoice 261286,1
Invoice 269242,1
Invoice 191780,1
Invoice 173012,2
Invoice 234914,1
Invoice 223711,1
Invoice 217085,1
Invoice 179944,1
Invoice 192101,1
Invoice 240544,1
Invoice 195054,1
Invoice 272640,1
Invoice 236416,1
Invoice 184826,2
Invoice 181073,1
Invoice 269270,1
Invoice 222307,1
Invoice 212624,1
Invoice 175776,1
Invoice 274612,1
Invoice 236284,1
Invoice 188267,1
Invoice 258905,1
Invoice 171437,2
Invoice 254519,1
Invoice 185470,1
Invoice 96902,1
Invoice 240929,2
Invoice 190014,5
Invoice 236973,1
Invoice 174467,1
Invoice 254665,3
Invoice 200483,2
Invoice 263919,2
Invoice 185324,1
Invoice 241239,1
Invoice 256667,1
Invoice 258957,1
Invoice 176495,1
Invoice 208965,1
Invoice 259653,1
Invoice 178333,1
Invoice 211002,1
Invoice 178646,1
Invoice 176006,1
Invoice 193825,1
Invoice 236451,1
Invoice 168341,1
Invoice 202521,1
Invoice 184733,1
Invoice 206390,2
Invoice 234844,3
Invoice 208299,1
Invoice 214059,1
Invoice 256018,4
Invoice 97045,1
Invoice 253388,1
Invoice 198149,1
Invoice 272586,2
Invoice 191165,1
Invoice 173340,1
Invoice 243431,1
Invoice 192449,1
Invoice 229358,1
Invoice 264738,1
Invoice 175155,1
Invoice 218953,1
Invoice 223487,1
Invoice 194637,1
Invoice 222380,1
Invoice 262321,1
Invoice 250232,1
Invoice 233511,1
Invoice 244523,1
Invoice 258089,1
Invoice 135585,1
Invoice 227126,1
Invoice 195229,3
Invoice 268796,2
Invoice 275201,1
Invoice 198023,1
Invoice 205133,1
Invoice 170312,1
Invoice 170662,1
Invoice 269152,2
Invoice 251847,1
Invoice 178934,1
Invoice 167797,1
Invoice 204572,1
Invoice 257424,2
Invoice 186196,1
Invoice 217223,1
Invoice 245118,3
Invoice 193134,1
Invoice 244759,2
Invoice 242500,1
Invoice 249832,2
Invoice 208210,1
Invoice 258855,3
Invoice 239349,1
Invoice 209556,1
Invoice 261723,1
Invoice 195984,2
Invoice 263823,1
Invoice 229204,1
Invoice 227654,1
Invoice 192877,1
Invoice 168291,1
Invoice 205948,5
Invoice 180455,1
Invoice 247836,4
Invoice 167311,2
Invoice 235892,1
Invoice 192685,1
Invoice 230164,2
Invoice 263163,1
Invoice 209239,2
Invoice 234619,1
Invoice 204928,1
Invoice 203323,1
Invoice 239640,1
Invoice 212217,1
Invoice 193307,1
Invoice 205137,1
Invoice 205928,1
Invoice 250470,1
Invoice 236127,1
Invoice 241245,1
Invoice 251249,1
Invoice 221042,3
Invoice 201233,1
Invoice 200360,1
Invoice 230500,1
Invoice 190625,3
Invoice 268943,3
Invoice 218645,1
Invoice 206140,1
Invoice 199365,1
Invoice 167643,1
Invoice 189980,1
Invoice 222662,1
Invoice 204215,1
Invoice 254594,1
Invoice 230835,2
Invoice 168281,1
Invoice 206811,2
Invoice 168399,3
Invoice 181207,2
Invoice 118128,1
Invoice 228320,8
Invoice 164912,1
Invoice 272364,1
Invoice 214423,1
Invoice 194559,1
Invoice 226794,1
Invoice 225285,1
Invoice 181866,1
Invoice 243627,4
Invoice 258646,1
Invoice 33962,1
Invoice 250167,1
Invoice 170134,4
Invoice 243719,1
Invoice 215609,1
Invoice 243952,1
Invoice 273615,1
Invoice 255640,1
Invoice 270753,1
Invoice 272363,1
Invoice 214674,1
Invoice 223808,4
Invoice 199764,4
Invoice 187391,2
Invoice 225935,1
Invoice 252266,15
Invoice 209849,2
Invoice 241322,1
Invoice 269227,1
Invoice 232165,1
Invoice 211117,2
Invoice 106181,1
Invoice 234708,1
Invoice 233945,1
Invoice 212037,1
Invoice 271038,8
Invoice 164064,1
Invoice 242068,8
Invoice 269085,1
Invoice 225096,3
Invoice 255286,1
Invoice 222076,1
Invoice 235508,1
Invoice 228977,3
Invoice 262849,2
Invoice 262759,1
Invoice 217949,2
Invoice 256872,5
Invoice 184312,8
Invoice 262995,4
Invoice 219311,3
Invoice 235558,4
Invoice 238017,1
Invoice 244695,1
Invoice 234889,1
Invoice 251719,1
Invoice 270936,1
Invoice 215060,2
Invoice 232860,2
Invoice 169310,2
Invoice 246373,3
Invoice 262095,1
Invoice 201849,3
Invoice 198991,1
Invoice 238680,1
Invoice 245308,6
Invoice 192638,2
Invoice 231539,1
Invoice 198409,4
Invoice 198706,3
Invoice 198522,8
Invoice 271094,1
Invoice 226280,1
Invoice 253104,1
Invoice 21831,1
Invoice 212317,1
Invoice 170695,4
Invoice 201644,8
Invoice 178294,1
Invoice 273082,1
Invoice 237939,1
Invoice 240877,1
Invoice 222240,1
Invoice 180210,2
Invoice 166611,1
Invoice 256878,2
Invoice 187353,1
Invoice 171629,1
Invoice 200292,1
Invoice 222571,1
Invoice 171511,1
Invoice 207377,1
Invoice 222226,1
Invoice 249218,1
Invoice 249585,1
Invoice 263347,1
Invoice 173438,2
Invoice 209561,1
Invoice 206967,1
Invoice 236317,2
Invoice 202333,1
Invoice 214366,1
Invoice 209794,2
Invoice 179962,1
Invoice 226304,1
Invoice 246897,1
Invoice 104339,1
Invoice 82584,1
Invoice 190681,6
Invoice 20458,1
Invoice 250523,2
Invoice 173428,3
Invoice 207205,2
Invoice 180204,1
Invoice 67422,1
Invoice 34716,1
Invoice 44977,1
Invoice 39883,1
Invoice 21587,1
Invoice 126953,1
Invoice 1752,1
Invoice 100290,1
Invoice 167269,2
Invoice 228483,1
Invoice 192964,2
Invoice 189112,1
Invoice 238361,2
Invoice 87552,3
Invoice 250804,3
Invoice 197899,1
Invoice 240048,5
Invoice 224952,3
Invoice 258090,2
Invoice 164092,3
Invoice 229249,2
Invoice 181452,1
Invoice 192217,1
Invoice 184612,1
Invoice 269752,1
Invoice 18216,3
Invoice 223686,1
Invoice 190685,1
Invoice 210253,1
Invoice 217207,1
Invoice 194911,1
Invoice 171171,1
Invoice 180790,1
Invoice 176297,3
Invoice 254551,1
Invoice 273256,1
Invoice 183204,1
Invoice 207952,3
Invoice 255005,3
Invoice 245889,1
Invoice 252994,1
Invoice 203785,1
Invoice 171060,1
Invoice 189519,1
Invoice 234731,2
Invoice 63992,1
Invoice 262658,2
Invoice 264522,2
Invoice 109254,1
Invoice 220047,2
Invoice 194909,2
Invoice 253805,1
Invoice 235808,1
Invoice 192221,1
Invoice 224137,7
Invoice 242039,2
Invoice 186733,1
Invoice 188470,1
Invoice 264111,3
Invoice 9728,1
Invoice 179947,1
Invoice 256061,1
Invoice 231600,4
Invoice 70551,5
Invoice 257988,1
Invoice 64227,2
Invoice 231043,7
Invoice 258296,1
Invoice 273982,1
Invoice 230930,1
Invoice 218321,6
Invoice 57290,1
Invoice 26954,1
Invoice 70302,1
Invoice 133006,1
Invoice 117483,1
Invoice 93660,1
Invoice 221384,1
Invoice 274035,1
Invoice 172702,2
Invoice 265518,7
Invoice 57313,1
Invoice 183679,1
Invoice 56673,1
Invoice 132190,1
Invoice 108027,1
