CoCd,DocumentNo,Year,Type,Pstng Date,Reference,Obj. key,CoCd2
Company 6,9300010427.0,2022.0,ZH  ,03/07/2023,Reference 48763,51002211432022,
Company 6,9300010428.0,2022.0,ZH  ,03/07/2023,Reference 77705,51002211442022,
Company 6,9300010442.0,2022.0,ZH  ,03/08/2023,Reference 57538,51002214042022,
Company 6,9300010476.0,2022.0,ZH  ,03/09/2023,Reference 110505,51002219262022,
Company 6,9300010478.0,2022.0,ZH  ,03/09/2023,Reference 108681,51002221332022,
Company 6,9300010479.0,2022.0,ZH  ,03/09/2023,Reference 84618,51002221342022,
Company 6,9300010480.0,2022.0,ZH  ,03/09/2023,Reference 126272,51002221352022,
Company 6,9300010481.0,2022.0,ZH  ,03/09/2023,Reference 22591,51002221362022,
Company 6,9300010482.0,2022.0,ZH  ,03/09/2023,Reference 2316,51002221372022,
Company 6,9300010483.0,2022.0,ZH  ,03/09/2023,Reference 7070,51002221382022,
Company 6,9300010484.0,2022.0,ZH  ,03/09/2023,Reference 123781,51002223372022,
Company 6,9300010538.0,2022.0,ZH  ,03/13/2023,Reference 80274,51002229982022,
Company 6,9300010539.0,2022.0,ZH  ,03/13/2023,Reference 51223,51002229992022,
Company 6,9300010540.0,2022.0,ZH  ,03/13/2023,Reference 43447,51002230002022,
Company 6,9300010541.0,2022.0,ZH  ,03/13/2023,Reference 52380,51002230022022,
Company 6,9300010542.0,2022.0,ZH  ,03/13/2023,Reference 21215,51002230032022,
Company 6,9300010589.0,2022.0,ZU  ,03/14/2023,Reference 97478,51002235822022,
Company 6,9300010590.0,2022.0,ZH  ,03/14/2023,Reference 20785,51002236552022,
Company 6,9300010591.0,2022.0,ZH  ,03/14/2023,Reference 29121,51002237362022,
Company 6,9300010592.0,2022.0,ZH  ,03/14/2023,Reference 51212,51002237382022,
Company 6,9300010593.0,2022.0,ZH  ,03/14/2023,Reference 63083,51002237422022,
Company 6,9300010594.0,2022.0,ZH  ,03/14/2023,Reference 111355,51002237452022,
Company 6,9300010595.0,2022.0,ZH  ,03/14/2023,Reference 109127,51002237482022,
Company 6,9300010596.0,2022.0,ZH  ,03/14/2023,Reference 98709,51002237532022,
Company 6,9300010597.0,2022.0,ZH  ,03/14/2023,Reference 87629,51002237662022,
Company 6,9300010626.0,2022.0,ZH  ,03/15/2023,Reference 32602,51002239222022,
Company 6,9300010627.0,2022.0,ZH  ,03/15/2023,Reference 82599,51002239232022,
Company 6,9300010628.0,2022.0,ZH  ,03/15/2023,Reference 28404,51002240092022,
Company 6,9300010629.0,2022.0,ZH  ,03/15/2023,Reference 85990,51002240102022,
Company 6,9300010630.0,2022.0,ZH  ,03/15/2023,Reference 91746,51002241262022,
Company 6,9300010689.0,2022.0,ZH  ,03/16/2023,Reference 108717,51002244312022,
Company 6,9300010690.0,2022.0,ZH  ,03/16/2023,Reference 57156,51002245462022,
Company 6,9300010691.0,2022.0,ZH  ,03/16/2023,Reference 95454,51002246422022,
Company 6,9300010721.0,2022.0,ZH  ,03/16/2023,Reference 127447,51002248732022,
Company 6,9300010722.0,2022.0,ZH  ,03/16/2023,Reference 16190,51002248742022,
Company 6,9300010723.0,2022.0,ZH  ,03/16/2023,Reference 6646,51002248752022,
Company 6,9300010749.0,2022.0,ZH  ,03/17/2023,Reference 72558,51002250582022,
Company 6,9300010750.0,2022.0,ZH  ,03/17/2023,Reference 106186,51002251612022,
Company 6,9300010779.0,2022.0,ZH  ,03/20/2023,Reference 15540,51002256872022,
Company 6,9300010780.0,2022.0,ZH  ,03/20/2023,Reference 109758,51002258462022,
Company 6,9300010788.0,2022.0,ZH  ,03/20/2023,Reference 57643,51002259762022,
Company 6,9300010810.0,2022.0,ZH  ,03/21/2023,Reference 67059,51002262602022,
Company 6,9300010811.0,2022.0,ZH  ,03/21/2023,Reference 128442,51002262612022,
Company 6,9300010812.0,2022.0,ZH  ,03/21/2023,Reference 22654,51002263432022,
Company 6,9300010831.0,2022.0,ZH  ,03/21/2023,Reference 53941,51002264352022,
Company 6,9300010832.0,2022.0,ZH  ,03/21/2023,Reference 57757,51002265632022,
Company 6,9300010867.0,2022.0,ZH  ,03/22/2023,Reference 95258,51002272302022,
Company 6,9300010868.0,2022.0,ZH  ,03/22/2023,Reference 124793,51002272312022,
Company 6,9300010869.0,2022.0,ZH  ,03/22/2023,Reference 100204,51002273842022,
Company 6,9300010870.0,2022.0,ZH  ,03/22/2023,Reference 119736,51002273882022,
Company 6,9300010871.0,2022.0,ZH  ,03/22/2023,Reference 118807,51002273912022,
Company 6,9300010872.0,2022.0,ZH  ,03/22/2023,Reference 90084,51002273972022,
Company 6,9300010873.0,2022.0,ZH  ,03/22/2023,Reference 93632,51002274032022,
Company 6,9300010874.0,2022.0,ZH  ,03/22/2023,Reference 41561,51002274092022,
Company 6,9300010875.0,2022.0,ZH  ,03/22/2023,Reference 83428,51002274132022,
Company 6,9300010876.0,2022.0,ZH  ,03/22/2023,Reference 79146,51002274142022,
Company 6,9300010877.0,2022.0,ZH  ,03/22/2023,Reference 66070,51002274152022,
Company 6,9300010957.0,2022.0,ZH  ,03/23/2023,Reference 105786,51002277372022,
Company 6,9300010958.0,2022.0,ZH  ,03/23/2023,Reference 23610,51002278402022,
Company 6,9300010959.0,2022.0,ZH  ,03/23/2023,Reference 123787,51002279342022,
Company 10,5000001391.0,2022.0,WE  ,04/04/2022,Ref 134191,50006692782022,
Company 10,5000001603.0,2022.0,WE  ,04/04/2022,Ref 133569,50006696272022,
Company 10,5000001611.0,2022.0,WE  ,04/04/2022,Ref 133669,50006696712022,
Company 10,5000001612.0,2022.0,WE  ,04/04/2022,Ref 133669,50006696712022,
Company 10,5000001773.0,2022.0,WE  ,04/04/2022,Ref 131128,50006698792022,
Company 10,5000001774.0,2022.0,WE  ,04/04/2022,Ref 131128,50006698792022,
Company 10,5000001777.0,2022.0,WE  ,04/04/2022,Ref 131636,50006699052022,
Company 10,5000001778.0,2022.0,WE  ,04/04/2022,Ref 131636,50006699052022,
Company 10,5000001780.0,2022.0,WE  ,04/04/2022,Ref 134438,50006698802022,
Company 10,5000001781.0,2022.0,WE  ,04/04/2022,Ref 134438,50006698802022,
Company 10,5000001782.0,2022.0,WE  ,04/04/2022,Ref 131199,50006699012022,
Company 10,5000001783.0,2022.0,WE  ,04/04/2022,Ref 131199,50006699012022,
Company 10,5000001784.0,2022.0,WE  ,04/04/2022,Ref 131950,50006699062022,
Company 10,5000001785.0,2022.0,WE  ,04/04/2022,Ref 131950,50006699062022,
Company 10,5000001787.0,2022.0,WE  ,04/04/2022,Ref 130419,50006698842022,
Company 10,5000001788.0,2022.0,WE  ,04/04/2022,Ref 130419,50006698842022,
Company 10,5000001789.0,2022.0,WE  ,04/04/2022,Ref 132807,50006699152022,
Company 10,5000001790.0,2022.0,WE  ,04/04/2022,Ref 132807,50006699152022,
Company 10,5000001791.0,2022.0,WE  ,04/04/2022,Ref 134443,50006699172022,
Company 10,5000001792.0,2022.0,WE  ,04/04/2022,Ref 134443,50006699172022,
Company 10,5000002435.0,2022.0,WE  ,04/05/2022,Ref 134261,50006712522022,
Company 10,5000002436.0,2022.0,WE  ,04/05/2022,Ref 131971,50006713152022,
Company 10,5000002438.0,2022.0,WE  ,04/05/2022,Ref 131785,50006712542022,
Company 10,5000002439.0,2022.0,WE  ,04/05/2022,Ref 131785,50006712542022,
Company 10,5000002441.0,2022.0,WE  ,04/05/2022,Ref 131384,50006713252022,
Company 10,5000002442.0,2022.0,WE  ,04/05/2022,Ref 131384,50006713252022,
Company 10,5000002443.0,2022.0,WE  ,04/05/2022,Ref 131939,50006713272022,
Company 10,5000002444.0,2022.0,WE  ,04/05/2022,Ref 131939,50006713272022,
Company 10,5000002446.0,2022.0,WE  ,04/05/2022,Ref 133078,50006713242022,
Company 10,5000002447.0,2022.0,WE  ,04/05/2022,Ref 133078,50006713242022,
Company 10,5000004226.0,2022.0,WE  ,04/07/2022,Ref 133091,50006753912022,
Company 10,5000004227.0,2022.0,WE  ,04/07/2022,Ref 133091,50006753912022,
Company 10,5000004984.0,2022.0,WE  ,04/08/2022,Ref 134584,50006769852022,
Company 10,5000004989.0,2022.0,WE  ,04/08/2022,Ref 133285,50006770052022,
Company 10,5000004990.0,2022.0,WE  ,04/08/2022,Ref 133285,50006770052022,
Company 10,5000005136.0,2022.0,WE  ,04/08/2022,Ref 133340,50006773252022,
Company 10,5000005137.0,2022.0,WE  ,04/08/2022,Ref 133340,50006773252022,
Company 10,5000005647.0,2022.0,WE  ,04/18/2022,Ref 130905,50006833952022,
Company 10,5000005650.0,2022.0,WE  ,04/18/2022,Ref 134132,50006833392022,
Company 10,5000005656.0,2022.0,WE  ,04/18/2022,Ref 132692,50006833412022,
Company 10,5000005663.0,2022.0,WE  ,04/18/2022,Ref 133486,50006834152022,
Company 10,5000005664.0,2022.0,WE  ,04/18/2022,Ref 133486,50006834152022,
Company 10,5000005668.0,2022.0,WE  ,04/18/2022,Ref 132774,50006834192022,
Company 10,5000005669.0,2022.0,WE  ,04/18/2022,Ref 132774,50006834192022,
Company 10,5000005671.0,2022.0,WE  ,04/18/2022,Ref 133838,50006834282022,
Company 10,5000005672.0,2022.0,WE  ,04/18/2022,Ref 133838,50006834282022,
Company 10,5000005674.0,2022.0,WE  ,04/18/2022,Ref 132558,50006834292022,
Company 10,5000005675.0,2022.0,WE  ,04/18/2022,Ref 132558,50006834292022,
Company 10,5000005681.0,2022.0,WE  ,04/18/2022,Ref 130373,50006834222022,
Company 10,5000005682.0,2022.0,WE  ,04/18/2022,Ref 130373,50006834222022,
Company 10,5000005695.0,2022.0,WE  ,04/18/2022,Ref 133116,50006834562022,
Company 10,5000005696.0,2022.0,WE  ,04/18/2022,Ref 133116,50006834562022,
Company 10,5000005704.0,2022.0,WE  ,04/18/2022,Ref 132806,50006834872022,
Company 10,5000005705.0,2022.0,WE  ,04/18/2022,Ref 132806,50006834872022,
Company 10,5000005706.0,2022.0,WE  ,04/18/2022,Ref 131484,50006834912022,
Company 10,5000005707.0,2022.0,WE  ,04/18/2022,Ref 131484,50006834912022,
Company 10,5000005709.0,2022.0,WE  ,04/18/2022,Ref 130708,50006834942022,
Company 10,5000005710.0,2022.0,WE  ,04/18/2022,Ref 130708,50006834942022,
Company 10,5000005713.0,2022.0,WE  ,04/18/2022,Ref 132815,50006834992022,
Company 10,5000005714.0,2022.0,WE  ,04/18/2022,Ref 132815,50006834992022,
Company 10,5000005718.0,2022.0,WE  ,04/18/2022,Ref 133462,50006835192022,
Company 10,5000005719.0,2022.0,WE  ,04/18/2022,Ref 133462,50006835192022,
Company 10,5000005729.0,2022.0,WE  ,04/18/2022,Ref 134028,50006835352022,
Company 10,5000005730.0,2022.0,WE  ,04/18/2022,Ref 134028,50006835352022,
Company 10,5000005744.0,2022.0,WE  ,04/18/2022,Ref 134519,50006835212022,
Company 10,5000005745.0,2022.0,WE  ,04/18/2022,Ref 134519,50006835212022,
Company 10,5000006605.0,2022.0,WE  ,04/19/2022,Ref 130468,50006853632022,
Company 10,5000006608.0,2022.0,WE  ,04/19/2022,Ref 132724,50006853642022,
Company 10,5000006609.0,2022.0,WE  ,04/19/2022,Ref 132724,50006853642022,
Company 10,5000006752.0,2022.0,WE  ,04/19/2022,Ref 132731,50006857802022,
Company 10,5000006753.0,2022.0,WE  ,04/19/2022,Ref 132731,50006857802022,
Company 10,5000008002.0,2022.0,WE  ,04/20/2022,Ref 130719,50006879942022,
Company 10,5000008003.0,2022.0,WE  ,04/20/2022,Ref 130719,50006879942022,
Company 10,5000008004.0,2022.0,WE  ,04/20/2022,Ref 134647,50006880352022,
Company 10,5000008005.0,2022.0,WE  ,04/20/2022,Ref 134647,50006880352022,
Company 10,5000008008.0,2022.0,WE  ,04/20/2022,Ref 132945,50006880372022,
Company 10,5000008009.0,2022.0,WE  ,04/20/2022,Ref 132945,50006880372022,
Company 10,5000008015.0,2022.0,WE  ,04/20/2022,Ref 131028,50006880432022,
Company 10,5000008016.0,2022.0,WE  ,04/20/2022,Ref 131028,50006880432022,
Company 10,5000008026.0,2022.0,WE  ,04/20/2022,Ref 131912,50006880532022,
Company 10,5000008027.0,2022.0,WE  ,04/20/2022,Ref 131912,50006880532022,
Company 10,5000008042.0,2022.0,WE  ,04/08/2022,Ref 133821,50006880752022,
Company 10,5000008043.0,2022.0,WE  ,04/08/2022,Ref 133821,50006880752022,
Company 10,5000009932.0,2022.0,WE  ,04/21/2022,Ref 132920,50006912112022,
Company 10,5000009933.0,2022.0,WE  ,04/21/2022,Ref 134584,50006912352022,
Company 10,5000012264.0,2022.0,WE  ,04/25/2022,Ref 133578,50006954662022,
Company 10,5000012265.0,2022.0,WE  ,04/25/2022,Ref 133578,50006954662022,
Company 10,5000012268.0,2022.0,WE  ,04/25/2022,Ref 131418,50006954672022,
Company 10,5000012269.0,2022.0,WE  ,04/25/2022,Ref 131418,50006954672022,
Company 10,5000012274.0,2022.0,WE  ,04/25/2022,Ref 132609,50006954812022,
Company 10,5000012275.0,2022.0,WE  ,04/25/2022,Ref 132609,50006954812022,
Company 10,5000012278.0,2022.0,WE  ,04/25/2022,Ref 130684,50006954882022,
Company 10,5000012279.0,2022.0,WE  ,04/25/2022,Ref 130684,50006954882022,
Company 10,5000012306.0,2022.0,WE  ,04/25/2022,Ref 134080,50006954992022,
Company 10,5000012307.0,2022.0,WE  ,04/25/2022,Ref 134080,50006954992022,
Company 10,5000012309.0,2022.0,WE  ,04/25/2022,Ref 132444,50006954732022,
Company 10,5000012310.0,2022.0,WE  ,04/25/2022,Ref 132444,50006954732022,
Company 10,5000012311.0,2022.0,WE  ,04/25/2022,Ref 131436,50006955312022,
Company 10,5000012312.0,2022.0,WE  ,04/25/2022,Ref 131436,50006955312022,
Company 10,5000012328.0,2022.0,WE  ,04/25/2022,Ref 132861,50006955802022,
Company 10,5000012329.0,2022.0,WE  ,04/25/2022,Ref 132861,50006955802022,
Company 10,5000012331.0,2022.0,WE  ,04/25/2022,Ref 133943,50006955902022,
Company 10,5000012332.0,2022.0,WE  ,04/25/2022,Ref 133943,50006955902022,
Company 10,5000013775.0,2022.0,WE  ,04/26/2022,Ref 134307,50006980892022,
Company 10,5000013776.0,2022.0,WE  ,04/26/2022,Ref 134022,50006981142022,
Company 10,5000013777.0,2022.0,WE  ,04/26/2022,Ref 134022,50006981142022,
Company 10,5000013778.0,2022.0,WE  ,04/26/2022,Ref 133686,50006980902022,
Company 10,5000013831.0,2022.0,WE  ,04/26/2022,Ref 132682,50006980932022,
Company 10,5000013834.0,2022.0,WE  ,04/26/2022,Ref 134181,50006981672022,
Company 10,5000013835.0,2022.0,WE  ,04/26/2022,Ref 131059,50006981692022,
Company 10,5000013839.0,2022.0,WE  ,04/26/2022,Ref 132493,50006981852022,
Company 10,5000013872.0,2022.0,WE  ,04/26/2022,Ref 131905,50006982182022,
Company 10,5000013873.0,2022.0,WE  ,04/26/2022,Ref 131905,50006982182022,
Company 10,5000013881.0,2022.0,WE  ,04/26/2022,Ref 132156,50006982262022,
Company 10,5000013917.0,2022.0,WE  ,04/26/2022,Ref 131527,50006982562022,
Company 10,5000013933.0,2022.0,WE  ,04/26/2022,Ref 133061,50006982962022,
Company 10,5000015345.0,2022.0,WE  ,04/28/2022,Ref 130540,50007012272022,
Company 10,5000015346.0,2022.0,WE  ,04/28/2022,Ref 130540,50007012272022,
Company 10,5000015509.0,2022.0,WE  ,04/28/2022,Ref 130663,50007014702022,
Company 10,5000015510.0,2022.0,WE  ,04/28/2022,Ref 130663,50007014702022,
Company 10,5000015577.0,2022.0,WE  ,04/28/2022,Ref 130663,50007015712022,
Company 10,5000015578.0,2022.0,WE  ,04/28/2022,Ref 130663,50007015712022,
Company 10,5000015649.0,2022.0,WE  ,04/28/2022,Ref 132343,50007017192022,
Company 10,5000015650.0,2022.0,WE  ,04/28/2022,Ref 132343,50007017192022,
Company 10,5000015698.0,2022.0,WE  ,04/28/2022,Ref 131447,50007018142022,
Company 10,5000015699.0,2022.0,WE  ,04/28/2022,Ref 131447,50007018142022,
Company 10,5000015703.0,2022.0,WE  ,04/28/2022,Ref 133777,50007018182022,
Company 10,5000015704.0,2022.0,WE  ,04/28/2022,Ref 133777,50007018182022,
Company 10,5000015706.0,2022.0,WE  ,04/28/2022,Ref 132178,50007018012022,
Company 10,5000015707.0,2022.0,WE  ,04/28/2022,Ref 132178,50007018012022,
Company 10,5000015710.0,2022.0,WE  ,04/28/2022,Ref 131320,50007018312022,
Company 10,5000015711.0,2022.0,WE  ,04/28/2022,Ref 131320,50007018312022,
Company 10,5000015713.0,2022.0,WE  ,04/28/2022,Ref 130952,50007018032022,
Company 10,5000015714.0,2022.0,WE  ,04/28/2022,Ref 130952,50007018032022,
Company 10,5000015715.0,2022.0,WE  ,04/28/2022,Ref 130747,50007018422022,
Company 10,5000015793.0,2022.0,WE  ,04/28/2022,Ref 133451,50007019752022,
Company 10,5000015795.0,2022.0,WE  ,04/28/2022,Ref 132588,50007019682022,
Company 10,5000018097.0,2022.0,WE  ,05/03/2022,Ref 131321,50007068942022,
Company 10,5000018100.0,2022.0,WE  ,05/03/2022,Ref 132369,50007069272022,
Company 10,5000018101.0,2022.0,WE  ,05/03/2022,Ref 132369,50007069272022,
Company 10,5000018106.0,2022.0,WE  ,05/03/2022,Ref 130892,50007069142022,
Company 10,5000018107.0,2022.0,WE  ,05/03/2022,Ref 130892,50007069142022,
Company 10,5000018961.0,2022.0,WE  ,05/04/2022,Ref 133652,50007086622022,
Company 10,5000018962.0,2022.0,WE  ,05/04/2022,Ref 133652,50007086622022,
Company 10,5000018964.0,2022.0,WE  ,05/04/2022,Ref 134686,50007086392022,
Company 10,5000018965.0,2022.0,WE  ,05/04/2022,Ref 134686,50007086392022,
Company 10,5000018966.0,2022.0,WE  ,05/04/2022,Ref 132046,50007086642022,
Company 10,5000018967.0,2022.0,WE  ,05/04/2022,Ref 132046,50007086642022,
Company 10,5000018968.0,2022.0,WE  ,05/04/2022,Ref 130796,50007085912022,
Company 10,5000018969.0,2022.0,WE  ,05/04/2022,Ref 130796,50007085912022,
Company 10,5000019002.0,2022.0,WE  ,05/04/2022,Ref 130577,50007087532022,
Company 10,5000019003.0,2022.0,WE  ,05/04/2022,Ref 130577,50007087532022,
Company 10,5000019013.0,2022.0,WE  ,05/04/2022,Ref 133873,50007087862022,
Company 10,5000019014.0,2022.0,WE  ,05/04/2022,Ref 133873,50007087862022,
Company 10,5000019142.0,2022.0,WE  ,05/04/2022,Ref 133644,50007089242022,
Company 10,5000019143.0,2022.0,WE  ,05/04/2022,Ref 133644,50007089242022,
Company 10,5000020198.0,2022.0,WE  ,05/05/2022,Ref 130780,50007107792022,
Company 10,5000020199.0,2022.0,WE  ,05/05/2022,Ref 130780,50007107792022,
Company 10,5000020278.0,2022.0,WE  ,05/05/2022,Ref 134331,50007109082022,
Company 10,5000020284.0,2022.0,WE  ,05/05/2022,Ref 130379,50007109122022,
Company 10,5000020613.0,2022.0,WE  ,05/05/2022,Ref 131149,50007112042022,
Company 10,5000020751.0,2022.0,WE  ,05/05/2022,Ref 130439,50007115942022,
Company 10,5000020752.0,2022.0,WE  ,05/05/2022,Ref 131423,50007116002022,
Company 10,5000020753.0,2022.0,WE  ,05/05/2022,Ref 131423,50007116002022,
Company 10,5000020755.0,2022.0,WE  ,05/05/2022,Ref 134140,50007116122022,
Company 10,5000020756.0,2022.0,WE  ,05/05/2022,Ref 134140,50007116122022,
Company 10,5000023442.0,2022.0,WE  ,05/09/2022,Ref 133706,50007161552022,
Company 10,5000023443.0,2022.0,WE  ,05/09/2022,Ref 133124,50007160642022,
Company 10,5000023532.0,2022.0,WE  ,05/09/2022,Ref 133142,50007162942022,
Company 10,5000023891.0,2022.0,WE  ,05/09/2022,Ref 130662,50007168022022,
Company 10,5000023892.0,2022.0,WE  ,05/09/2022,Ref 130662,50007168022022,
Company 10,5000023896.0,2022.0,WE  ,05/09/2022,Ref 131563,50007168252022,
Company 10,5000023897.0,2022.0,WE  ,05/09/2022,Ref 131563,50007168252022,
Company 10,5000023900.0,2022.0,WE  ,05/09/2022,Ref 133201,50007168182022,
Company 10,5000023901.0,2022.0,WE  ,05/09/2022,Ref 133201,50007168182022,
Company 10,5000023985.0,2022.0,WE  ,05/09/2022,Ref 131066,50007169962022,
Company 10,5000023986.0,2022.0,WE  ,05/09/2022,Ref 131066,50007169962022,
Company 10,5000023995.0,2022.0,WE  ,05/09/2022,Ref 134056,50007170012022,
Company 10,5000023996.0,2022.0,WE  ,05/09/2022,Ref 134056,50007170012022,
Company 10,5000023997.0,2022.0,WE  ,05/09/2022,Ref 130611,50007170132022,
Company 10,5000023998.0,2022.0,WE  ,05/09/2022,Ref 130611,50007170132022,
Company 10,5000023999.0,2022.0,WE  ,05/09/2022,Ref 131289,50007170142022,
Company 10,5000024000.0,2022.0,WE  ,05/09/2022,Ref 131289,50007170142022,
Company 10,5000024002.0,2022.0,WE  ,05/09/2022,Ref 134074,50007168532022,
Company 10,5000024003.0,2022.0,WE  ,05/09/2022,Ref 134074,50007168532022,
Company 10,5000024045.0,2022.0,WE  ,05/09/2022,Ref 133623,50007171482022,
Company 10,5000024046.0,2022.0,WE  ,05/09/2022,Ref 133623,50007171482022,
Company 10,5000024047.0,2022.0,WE  ,05/09/2022,Ref 132751,50007170402022,
Company 10,5000024048.0,2022.0,WE  ,05/09/2022,Ref 132751,50007170402022,
Company 10,5000024063.0,2022.0,WE  ,05/09/2022,Ref 131958,50007171652022,
Company 10,5000024101.0,2022.0,WE  ,05/09/2022,Ref 133761,50007171692022,
Company 10,5000024105.0,2022.0,WE  ,05/09/2022,Ref 131740,50007172192022,
Company 10,5000024995.0,2022.0,WE  ,05/10/2022,Ref 134286,50007186752022,
Company 10,5000024996.0,2022.0,WE  ,05/10/2022,Ref 134286,50007186752022,
Company 10,5000025112.0,2022.0,WE  ,05/10/2022,Ref 133789,50007188392022,
Company 10,5000025113.0,2022.0,WE  ,05/10/2022,Ref 133789,50007188392022,
Company 10,5000025114.0,2022.0,WE  ,05/10/2022,Ref 133789,50007188342022,
Company 10,5000025115.0,2022.0,WE  ,05/10/2022,Ref 133789,50007188342022,
Company 10,5000025117.0,2022.0,WE  ,05/10/2022,Ref 133620,50007188472022,
Company 10,5000025118.0,2022.0,WE  ,05/10/2022,Ref 133620,50007188472022,
Company 10,5000025165.0,2022.0,WE  ,05/10/2022,Ref 132351,50007188932022,
Company 10,5000025166.0,2022.0,WE  ,05/10/2022,Ref 132351,50007188932022,
Company 10,5000025216.0,2022.0,WE  ,05/10/2022,Ref 132351,50007189802022,
Company 10,5000025217.0,2022.0,WE  ,05/10/2022,Ref 132351,50007189802022,
Company 10,5000025220.0,2022.0,WE  ,05/10/2022,Ref 133586,50007189882022,
Company 10,5000025221.0,2022.0,WE  ,05/10/2022,Ref 133586,50007189882022,
Company 10,5000025228.0,2022.0,WE  ,05/10/2022,Ref 132075,50007190222022,
Company 10,5000025229.0,2022.0,WE  ,05/10/2022,Ref 132075,50007190222022,
Company 10,5000025235.0,2022.0,WE  ,05/10/2022,Ref 130469,50007190292022,
Company 10,5000025236.0,2022.0,WE  ,05/10/2022,Ref 130469,50007190292022,
Company 10,5000025239.0,2022.0,WE  ,05/10/2022,Ref 130469,50007190482022,
Company 10,5000025240.0,2022.0,WE  ,05/10/2022,Ref 130469,50007190482022,
Company 10,5000025250.0,2022.0,WE  ,05/10/2022,Ref 131754,50007190632022,
Company 10,5000025251.0,2022.0,WE  ,05/10/2022,Ref 131754,50007190632022,
Company 10,5000025273.0,2022.0,WE  ,05/10/2022,Ref 131483,50007191212022,
Company 10,5000025274.0,2022.0,WE  ,05/10/2022,Ref 131483,50007191212022,
Company 10,5000025731.0,2022.0,WE  ,05/10/2022,Ref 134286,50007197732022,
Company 10,5000025732.0,2022.0,WE  ,05/10/2022,Ref 134286,50007197732022,
Company 10,5000025769.0,2022.0,WE  ,05/10/2022,Ref 134506,50007198292022,
Company 10,5000025770.0,2022.0,WE  ,05/10/2022,Ref 134506,50007198292022,
Company 10,5000027633.0,2022.0,WE  ,05/11/2022,Ref 133139,50007227932022,
Company 10,5000027634.0,2022.0,WE  ,05/11/2022,Ref 133139,50007227932022,
Company 10,5000027637.0,2022.0,WE  ,05/11/2022,Ref 133733,50007227982022,
Company 10,5000027638.0,2022.0,WE  ,05/11/2022,Ref 133733,50007227982022,
Company 10,5000029089.0,2022.0,WE  ,05/12/2022,Ref 132030,50007250292022,
Company 10,5000029219.0,2022.0,WE  ,05/12/2022,Ref 132704,50007252062022,
Company 10,5000029223.0,2022.0,WE  ,05/12/2022,Ref 133727,50007250902022,
Company 10,5000029333.0,2022.0,WE  ,05/12/2022,Ref 133972,50007253852022,
Company 10,5000029334.0,2022.0,WE  ,05/12/2022,Ref 133972,50007253852022,
Company 10,5000030461.0,2022.0,WE  ,05/13/2022,Ref 134367,50007271662022,
Company 10,5000030462.0,2022.0,WE  ,05/13/2022,Ref 134367,50007271662022,
Company 10,5000030583.0,2022.0,WE  ,05/13/2022,Ref 131823,50007273422022,
Company 10,5000030584.0,2022.0,WE  ,05/13/2022,Ref 131823,50007273422022,
Company 10,5000030921.0,2022.0,WE  ,05/13/2022,Ref 130529,50007277112022,
Company 10,5000030922.0,2022.0,WE  ,05/13/2022,Ref 130529,50007277112022,
Company 10,5000034161.0,2022.0,WE  ,05/17/2022,Ref 132285,50007328742022,
Company 10,5000034192.0,2022.0,WE  ,05/17/2022,Ref 131681,50007329802022,
Company 10,5000037811.0,2022.0,WE  ,05/19/2022,Ref 131162,50007389102022,
Company 10,5000037883.0,2022.0,WE  ,05/19/2022,Ref 130849,50007389132022,
Company 10,5000037887.0,2022.0,WE  ,05/19/2022,Ref 132249,50007389962022,
Company 10,5000037893.0,2022.0,WE  ,05/19/2022,Ref 133805,50007389972022,
Company 10,5000037896.0,2022.0,WE  ,05/19/2022,Ref 133167,50007390002022,
Company 10,5000037901.0,2022.0,WE  ,05/19/2022,Ref 130822,50007390192022,
Company 10,5000037902.0,2022.0,WE  ,05/19/2022,Ref 130822,50007390192022,
Company 10,5000039009.0,2022.0,WE  ,05/20/2022,Ref 133355,50007407252022,
Company 10,5000039010.0,2022.0,WE  ,05/20/2022,Ref 133355,50007407252022,
Company 10,5000039012.0,2022.0,WE  ,05/20/2022,Ref 133286,50007407212022,
Company 10,5000039013.0,2022.0,WE  ,05/20/2022,Ref 133286,50007407212022,
Company 10,5000039015.0,2022.0,WE  ,05/20/2022,Ref 133615,50007407242022,
Company 10,5000039016.0,2022.0,WE  ,05/20/2022,Ref 133615,50007407242022,
Company 10,5000039018.0,2022.0,WE  ,05/20/2022,Ref 133064,50007407382022,
Company 10,5000039019.0,2022.0,WE  ,05/20/2022,Ref 133064,50007407382022,
Company 10,5000039090.0,2022.0,WE  ,05/20/2022,Ref 132869,50007407582022,
Company 10,5000039091.0,2022.0,WE  ,05/20/2022,Ref 132869,50007407582022,
Company 10,5000039100.0,2022.0,WE  ,05/20/2022,Ref 133018,50007408392022,
Company 10,5000039101.0,2022.0,WE  ,05/20/2022,Ref 133018,50007408392022,
Company 10,5000039102.0,2022.0,WE  ,05/20/2022,Ref 130852,50007408402022,
Company 10,5000039103.0,2022.0,WE  ,05/20/2022,Ref 130852,50007408402022,
Company 10,5000039105.0,2022.0,WE  ,05/20/2022,Ref 133910,50007408452022,
Company 10,5000039106.0,2022.0,WE  ,05/20/2022,Ref 133910,50007408452022,
Company 10,5000039516.0,2022.0,WE  ,05/20/2022,Ref 133793,50007413582022,
Company 10,5000039517.0,2022.0,WE  ,05/20/2022,Ref 133793,50007413582022,
Company 10,5000039543.0,2022.0,WE  ,05/20/2022,Ref 133196,50007413592022,
