Queue Name,Queue ID,Content ID,Ad Hoc Task,Log Date,User Name,User ID
AP – AP Exceptions,103,42124,Resubmit,8/24/2022 2:20:21 AM,MOISES.ROCHA,126
AP – AP Exceptions,103,42802,Resubmit,8/24/2022 2:21:15 AM,MOISES.ROCHA,126
AP – AP Exceptions,103,43838,Resubmit,8/24/2022 2:21:55 AM,MOISES.ROCHA,126
AP – AP Exceptions,103,42893,Resubmit,8/24/2022 2:26:49 AM,MOISES.ROCHA,126
AP – AP Exceptions,103,43839,Resubmit,8/24/2022 2:28:38 AM,MOISES.ROCHA,126
AP – Manual Match,108,40728,Complete,8/24/2022 11:08:08 AM,YENDRY.ARCE,125
AP - Upload Errors,118,41903,Upload to Ariba,8/24/2022 11:33:09 AM,DIVYANG.RANA,124
AP – Manual Match,108,40208,Complete,8/24/2022 11:53:50 AM,BARBARA.PAINE,128
AP – Manual Match,108,43048,Complete,8/24/2022 12:01:32 PM,BARBARA.PAINE,128
AP – Manual Match,108,42276,Complete,8/24/2022 12:06:00 PM,BARBARA.PAINE,128
AP – Manual Match,108,24136,Remove from WF,8/24/2022 12:06:43 PM,HARSH.MALHOTRA,121
AP – Manual Match,108,27767,Remove from WF,8/24/2022 12:06:52 PM,HARSH.MALHOTRA,121
AP – Manual Match,108,27768,Remove from WF,8/24/2022 12:07:02 PM,HARSH.MALHOTRA,121
AP – Manual Match,108,42471,Complete,8/24/2022 12:07:10 PM,BARBARA.PAINE,128
AP – Manual Match,108,27764,Remove from WF,8/24/2022 12:07:11 PM,HARSH.MALHOTRA,121
AP – Manual Match,108,37035,Remove from WF,8/24/2022 12:07:18 PM,HARSH.MALHOTRA,121
AP – Manual Match,108,35822,Remove from WF,8/24/2022 12:07:27 PM,HARSH.MALHOTRA,121
AP – Manual Match,108,35857,Remove from WF,8/24/2022 12:07:33 PM,HARSH.MALHOTRA,121
AP – Manual Match,108,37036,Remove from WF,8/24/2022 12:07:44 PM,HARSH.MALHOTRA,121
AP – Manual Match,108,37037,Remove from WF,8/24/2022 12:07:53 PM,HARSH.MALHOTRA,121
AP – Manual Match,108,42334,Complete,8/24/2022 12:07:59 PM,BARBARA.PAINE,128
AP – Manual Match,108,42565,Complete,8/24/2022 12:27:56 PM,BARBARA.PAINE,128
AP – Manual Match,108,42566,Complete,8/24/2022 12:29:08 PM,BARBARA.PAINE,128
AP – Manual Match,108,40924,Complete,8/24/2022 12:32:26 PM,BARBARA.PAINE,128
AP – Manual Match,108,42468,Complete,8/24/2022 12:35:16 PM,BARBARA.PAINE,128
AP – Manual Match,108,41358,Complete,8/24/2022 12:36:27 PM,BARBARA.PAINE,128
AP – Manual Match,108,42794,Complete,8/24/2022 12:40:45 PM,BARBARA.PAINE,128
AP – Manual Match,108,35064,Complete,8/24/2022 12:44:43 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,41978,Resubmit,8/24/2022 12:46:17 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,43047,Resubmit,8/24/2022 12:49:11 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,44009,Remove from WF,8/24/2022 12:58:23 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,43012,Resubmit,8/24/2022 12:58:56 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,43948,Resubmit,8/24/2022 12:59:08 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,44166,Resubmit,8/24/2022 1:01:00 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,42232,Resubmit,8/24/2022 1:06:57 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,43948,Resubmit,8/24/2022 1:07:33 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,42609,Resubmit,8/24/2022 1:08:47 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,44016,Resubmit,8/24/2022 1:12:21 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42444,Resubmit,8/24/2022 1:13:46 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,43047,Resubmit,8/24/2022 1:15:17 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,43291,Resubmit,8/24/2022 1:19:14 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,44015,Resubmit,8/24/2022 1:20:45 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42424,Resubmit,8/24/2022 1:25:03 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,41435,Resubmit,8/24/2022 1:29:05 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,41436,Resubmit,8/24/2022 1:31:06 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42198,Resubmit,8/24/2022 1:41:36 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42202,Remove from WF,8/24/2022 1:41:44 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42427,Resubmit,8/24/2022 1:47:16 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,42198,Resubmit,8/24/2022 1:49:21 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42690,Resubmit,8/24/2022 1:54:50 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42689,Resubmit,8/24/2022 1:58:18 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42696,Resubmit,8/24/2022 2:07:25 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42698,Resubmit,8/24/2022 2:11:01 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,41980,Resubmit,8/24/2022 2:11:39 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,42606,Resubmit,8/24/2022 2:12:29 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,42604,Resubmit,8/24/2022 2:13:19 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,42697,Resubmit,8/24/2022 2:14:13 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42605,Resubmit,8/24/2022 2:14:27 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,44422,Resubmit,8/24/2022 2:20:48 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,44423,Resubmit,8/24/2022 2:21:07 PM,JOSUE.ZARATE,129
AP – Manual Match,108,32134,Complete,8/24/2022 2:25:06 PM,LINDSAY.CAMPANELLI,117
AP – AP Exceptions,103,43078,Resubmit,8/24/2022 2:27:45 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,42699,Resubmit,8/24/2022 2:39:48 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42700,Resubmit,8/24/2022 2:46:21 PM,BARBARA.PAINE,128
AP – Manual Match,108,42295,Complete,8/24/2022 2:52:31 PM,JOSUE.ZARATE,129
AP – Manual Match,108,43292,Complete,8/24/2022 2:53:14 PM,JOSUE.ZARATE,129
AP – Manual Match,108,44486,Complete,8/24/2022 3:07:31 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,42705,Resubmit,8/24/2022 3:37:20 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42706,Resubmit,8/24/2022 3:38:53 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42708,Resubmit,8/24/2022 3:49:32 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42710,Resubmit,8/24/2022 4:01:55 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,44060,Remove from WF,8/24/2022 4:07:26 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,43949,Remove from WF,8/24/2022 4:07:47 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,14451,Remove from WF,8/24/2022 4:15:24 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,11255,Remove from WF,8/24/2022 4:26:08 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,10599,Remove from WF,8/24/2022 4:27:17 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,14133,Remove from WF,8/24/2022 4:28:35 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,14320,Remove from WF,8/24/2022 4:28:58 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,14720,Remove from WF,8/24/2022 4:29:14 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,13755,Remove from WF,8/24/2022 4:36:55 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,9305,Remove from WF,8/24/2022 4:38:12 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,10991,Remove from WF,8/24/2022 4:38:25 PM,JASMINE.QUAN,113
AP – Manual Match,108,8717,Remove from WF,8/24/2022 4:47:39 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,43079,Resubmit,8/24/2022 2:28:19 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,44587,Resubmit,8/24/2022 2:29:12 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,44588,Resubmit,8/24/2022 2:29:45 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,43066,Resubmit,8/24/2022 2:30:27 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,42698,Resubmit,8/24/2022 2:41:41 PM,BARBARA.PAINE,128
AP – Manual Match,108,42296,Complete,8/24/2022 2:47:54 PM,JOSUE.ZARATE,129
AP – Manual Match,108,42293,Complete,8/24/2022 2:48:24 PM,JOSUE.ZARATE,129
AP – Manual Match,108,42294,Complete,8/24/2022 2:48:57 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,42701,Resubmit,8/24/2022 2:49:53 PM,BARBARA.PAINE,128
AP – Manual Match,108,44490,Complete,8/24/2022 2:56:07 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,42702,Resubmit,8/24/2022 3:16:57 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42703,Resubmit,8/24/2022 3:22:19 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42704,Resubmit,8/24/2022 3:35:43 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42707,Resubmit,8/24/2022 3:47:24 PM,BARBARA.PAINE,128
AP – Manual Match,108,44487,Complete,8/24/2022 3:47:40 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,42709,Resubmit,8/24/2022 3:53:03 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42711,Resubmit,8/24/2022 4:04:10 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,42712,Resubmit,8/24/2022 4:05:27 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,11109,Remove from WF,8/24/2022 4:18:17 PM,JASMINE.QUAN,113
AP – AP Exceptions,103,12083,Remove from WF,8/24/2022 4:27:52 PM,JASMINE.QUAN,113
AP – Manual Match,108,9207,Remove from WF,8/24/2022 4:50:55 PM,JASMINE.QUAN,113
AP – Manual Match,108,14324,Remove from WF,8/24/2022 4:57:19 PM,JASMINE.QUAN,113
AP – Manual Match,108,4718,Remove from WF,8/24/2022 4:58:30 PM,JASMINE.QUAN,113
AP – Manual Match,108,37553,Remove from WF,8/24/2022 5:04:28 PM,LINDSAY.CAMPANELLI,117
AP – AP Exceptions,103,32719,Resubmit,8/24/2022 5:06:20 PM,LINDSAY.CAMPANELLI,117
AP – AP Exceptions,103,28670,Resubmit,8/24/2022 5:25:36 PM,LINDSAY.CAMPANELLI,117
AP – AP Exceptions,103,35819,Resubmit,8/24/2022 5:26:06 PM,LINDSAY.CAMPANELLI,117
AP – AP Exceptions,103,38069,Remove from WF,8/24/2022 5:28:31 PM,LINDSAY.CAMPANELLI,117
AP – Manual Match,108,44487,Complete,8/24/2022 5:31:49 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,38075,Remove from WF,8/24/2022 5:32:10 PM,LINDSAY.CAMPANELLI,117
AP – AP Exceptions,103,38074,Remove from WF,8/24/2022 5:33:01 PM,LINDSAY.CAMPANELLI,117
AP – AP Exceptions,103,38073,Remove from WF,8/24/2022 5:33:24 PM,LINDSAY.CAMPANELLI,117
AP – AP Exceptions,103,38072,Remove from WF,8/24/2022 5:33:41 PM,LINDSAY.CAMPANELLI,117
AP – Manual Match,108,42796,Complete,8/24/2022 5:33:45 PM,JOSUE.ZARATE,129
AP – Manual Match,108,42150,Complete,8/24/2022 5:34:49 PM,JOSUE.ZARATE,129
AP – Manual Match,108,39434,Complete,8/24/2022 5:39:36 PM,JOSUE.ZARATE,129
AP – Manual Match,108,44945,Complete,8/24/2022 5:40:09 PM,JOSUE.ZARATE,129
AP – Manual Match,108,39731,Complete,8/24/2022 5:40:55 PM,JOSUE.ZARATE,129
AP – Manual Match,108,44273,Complete,8/24/2022 5:42:31 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,31636,Resubmit,8/24/2022 5:52:30 PM,LINDSAY.CAMPANELLI,117
AP – AP Exceptions,103,26089,Resubmit,8/24/2022 5:53:29 PM,SABRINA.QUILES,118
AP – AP Exceptions,103,32554,Resubmit,8/24/2022 5:53:56 PM,SABRINA.QUILES,118
AP – AP Exceptions,103,23778,Resubmit,8/24/2022 5:53:58 PM,LINDSAY.CAMPANELLI,117
AP – AP Exceptions,103,31921,Resubmit,8/24/2022 5:54:16 PM,SABRINA.QUILES,118
AP – AP Exceptions,103,41570,Resubmit,8/24/2022 5:54:42 PM,LINDSAY.CAMPANELLI,117
AP – AP Exceptions,103,30527,Resubmit,8/24/2022 5:55:35 PM,SABRINA.QUILES,118
AP – AP Exceptions,103,28476,Resubmit,8/24/2022 5:56:08 PM,LINDSAY.CAMPANELLI,117
AP – Manual Match,108,51317,Complete,9/2/2022 3:22:30 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,51357,Resubmit,9/2/2022 3:22:59 PM,YENDRY.ARCE,125
AP – AP Exceptions,103,51358,Resubmit,9/2/2022 3:23:29 PM,YENDRY.ARCE,125
AP – AP Exceptions,103,47853,Resubmit,9/2/2022 3:24:53 PM,YENDRY.ARCE,125
AP – Manual Match,108,50185,Complete,9/2/2022 3:26:17 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,47851,Resubmit,9/2/2022 3:27:06 PM,YENDRY.ARCE,125
AP – AP Exceptions,103,47852,Resubmit,9/2/2022 3:28:20 PM,YENDRY.ARCE,125
AP – AP Exceptions,103,49550,Resubmit,9/2/2022 3:28:46 PM,YENDRY.ARCE,125
AP – AP Exceptions,103,49549,Resubmit,9/2/2022 3:29:18 PM,YENDRY.ARCE,125
AP – AP Exceptions,103,49688,Remove from WF,9/2/2022 4:59:09 PM,YENDRY.ARCE,125
AP – AP Exceptions,103,47976,Resubmit,9/2/2022 5:03:58 PM,YENDRY.ARCE,125
AP – AP Exceptions,103,48881,Resubmit,9/2/2022 5:13:10 PM,YENDRY.ARCE,125
AP – AP Exceptions,103,48882,Resubmit,9/2/2022 5:14:16 PM,YENDRY.ARCE,125
AP – AP Exceptions,103,49954,Resubmit,9/2/2022 5:20:15 PM,YENDRY.ARCE,125
AP – AP Exceptions,103,40753,Resubmit,9/2/2022 5:31:53 PM,YENDRY.ARCE,125
AP – Manual Match,108,51333,Complete,9/2/2022 6:48:05 PM,YENDRY.ARCE,125
AP – Manual Match,108,50854,Complete,9/2/2022 6:50:00 PM,YENDRY.ARCE,125
AP – Manual Match,108,51335,Complete,9/2/2022 7:00:21 PM,YENDRY.ARCE,125
AP – AP Exceptions,103,51699,Resubmit,9/5/2022 12:30:25 PM,MOISES.ROCHA,126
AP – Manual Match,108,51297,Complete,9/5/2022 12:44:36 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,51190,Resubmit,9/5/2022 12:52:07 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,51237,Resubmit,9/5/2022 1:41:50 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,51315,Resubmit,9/5/2022 1:42:59 PM,JOSUE.ZARATE,129
AP – AP Exceptions,103,51218,Resubmit,9/5/2022 1:55:01 PM,JOSUE.ZARATE,129
AP – Manual Match,108,51550,Complete,9/5/2022 2:25:34 PM,KARLA.VARGAS,122
AP – Manual Match,108,51482,Complete,9/5/2022 2:28:16 PM,KARLA.VARGAS,122
AP – Manual Match,108,51705,Complete,9/5/2022 2:29:07 PM,KARLA.VARGAS,122
AP – Manual Match,108,51481,Complete,9/5/2022 2:30:28 PM,KARLA.VARGAS,122
AP – Manual Match,108,51495,Complete,9/5/2022 2:40:27 PM,KARLA.VARGAS,122
AP – Manual Match,108,51443,Complete,9/5/2022 2:41:25 PM,KARLA.VARGAS,122
AP – Manual Match,108,51620,Complete,9/5/2022 2:53:32 PM,KARLA.VARGAS,122
AP – Manual Match,108,51621,Complete,9/5/2022 2:54:25 PM,KARLA.VARGAS,122
AP – Manual Match,108,51616,Complete,9/5/2022 2:55:28 PM,KARLA.VARGAS,122
AP – Manual Match,108,51619,Complete,9/5/2022 2:56:43 PM,KARLA.VARGAS,122
AP – Manual Match,108,51615,Complete,9/5/2022 2:58:33 PM,KARLA.VARGAS,122
AP – Manual Match,108,51614,Complete,9/5/2022 3:00:11 PM,KARLA.VARGAS,122
AP – Manual Match,108,51613,Complete,9/5/2022 3:02:47 PM,KARLA.VARGAS,122
AP – Manual Match,108,51704,Complete,9/5/2022 3:03:49 PM,KARLA.VARGAS,122
AP – Manual Match,108,51543,Complete,9/5/2022 3:05:04 PM,KARLA.VARGAS,122
AP – Manual Match,108,51540,Complete,9/5/2022 3:06:05 PM,KARLA.VARGAS,122
AP – Manual Match,108,51542,Complete,9/5/2022 3:06:46 PM,KARLA.VARGAS,122
AP – Manual Match,108,51541,Complete,9/5/2022 3:07:31 PM,KARLA.VARGAS,122
AP – Manual Match,108,51541,Complete,9/5/2022 3:10:44 PM,KARLA.VARGAS,122
AP – Manual Match,108,51545,Complete,9/5/2022 3:12:25 PM,KARLA.VARGAS,122
AP – Manual Match,108,51544,Complete,9/5/2022 3:13:01 PM,KARLA.VARGAS,122
AP – Manual Match,108,51764,Complete,9/5/2022 3:13:56 PM,KARLA.VARGAS,122
AP – Manual Match,108,51547,Complete,9/5/2022 3:15:46 PM,KARLA.VARGAS,122
AP – Manual Match,108,51618,Complete,9/5/2022 2:51:18 PM,KARLA.VARGAS,122
AP – Manual Match,108,51617,Complete,9/5/2022 2:52:11 PM,KARLA.VARGAS,122
AP – Manual Match,108,51468,Complete,9/5/2022 3:16:41 PM,KARLA.VARGAS,122
AP – Manual Match,108,51470,Complete,9/5/2022 3:17:15 PM,KARLA.VARGAS,122
AP – Manual Match,108,51467,Complete,9/5/2022 3:17:53 PM,KARLA.VARGAS,122
AP – Manual Match,108,51469,Complete,9/5/2022 3:27:59 PM,KARLA.VARGAS,122
AP – Manual Match,108,51707,Complete,9/5/2022 3:31:26 PM,KARLA.VARGAS,122
AP – Manual Match,108,51708,Complete,9/5/2022 3:32:03 PM,KARLA.VARGAS,122
AP – AP Exceptions,103,51542,Resubmit,9/5/2022 3:33:23 PM,KARLA.VARGAS,122
AP – Manual Match,108,52702,Complete,9/5/2022 6:47:12 PM,YENDRY.ARCE,125
AP – Manual Match,108,52647,Resubmit,9/5/2022 6:49:25 PM,YENDRY.ARCE,125
AP – Manual Match,108,52647,Resubmit,9/5/2022 6:49:39 PM,YENDRY.ARCE,125
AP – Manual Match,108,52699,Resubmit,9/5/2022 6:53:45 PM,YENDRY.ARCE,125
AP – Manual Match,108,51933,Resubmit,9/5/2022 6:55:25 PM,YENDRY.ARCE,125
AP – Manual Match,108,51960,Resubmit,9/5/2022 6:56:04 PM,YENDRY.ARCE,125
AP – Manual Match,108,51920,Resubmit,9/5/2022 7:01:01 PM,YENDRY.ARCE,125
AP – Manual Match,108,28038,Remove from WF,9/6/2022 5:34:17 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,27766,Remove from WF,9/6/2022 5:35:22 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,51143,Complete,9/6/2022 5:39:41 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,50275,Complete,9/6/2022 5:41:06 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,50276,Complete,9/6/2022 5:42:37 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,24228,Remove from WF,9/6/2022 5:47:50 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,28219,Remove from WF,9/6/2022 5:53:09 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,36392,Remove from WF,9/6/2022 5:53:20 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,35317,Remove from WF,9/6/2022 5:54:51 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,40406,Remove from WF,9/6/2022 5:58:25 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,51153,Remove from WF,9/6/2022 6:02:29 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,32796,Remove from WF,9/6/2022 6:09:26 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,49829,Complete,9/6/2022 6:16:10 AM,HARSH.MALHOTRA,121
AP - Upload Errors,118,52885,Upload to Ariba,9/6/2022 9:21:41 AM,DIVYANG.RANA,124
AP – AP Exceptions,103,51857,Resubmit,9/6/2022 2:04:11 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,52358,Resubmit,9/6/2022 2:05:56 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,52363,Resubmit,9/6/2022 2:14:19 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,52368,Resubmit,9/6/2022 2:22:43 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,49265,Resubmit,9/6/2022 2:23:15 PM,KARLA.VARGAS,122
AP – AP Exceptions,103,52369,Resubmit,9/6/2022 2:25:16 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,52371,Resubmit,9/6/2022 2:28:23 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,52372,Resubmit,9/6/2022 2:30:10 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,53063,Resubmit,9/6/2022 2:38:07 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,53063,Resubmit,9/6/2022 2:40:01 PM,BARBARA.PAINE,128
AP – Manual Match,108,53063,Complete,9/6/2022 3:31:09 PM,BARBARA.PAINE,128
AP – Manual Match,108,52642,Complete,9/6/2022 3:38:07 PM,BARBARA.PAINE,128
AP – Manual Match,108,52643,Complete,9/6/2022 3:39:17 PM,BARBARA.PAINE,128
AP – Manual Match,108,51412,Complete,9/6/2022 3:40:18 PM,BARBARA.PAINE,128
AP – Manual Match,108,51411,Complete,9/6/2022 3:45:11 PM,BARBARA.PAINE,128
AP – Manual Match,108,51469,Complete,9/5/2022 3:26:08 PM,KARLA.VARGAS,122
AP – Manual Match,108,51494,Complete,9/5/2022 3:29:10 PM,KARLA.VARGAS,122
AP – Manual Match,108,51706,Complete,9/5/2022 3:29:43 PM,KARLA.VARGAS,122
AP – Manual Match,108,51706,Complete,9/5/2022 3:30:37 PM,KARLA.VARGAS,122
AP – Manual Match,108,52077,Remove from WF,9/5/2022 6:44:46 PM,YENDRY.ARCE,125
AP – Manual Match,108,52647,Resubmit,9/5/2022 6:50:27 PM,YENDRY.ARCE,125
AP – Manual Match,108,52698,Resubmit,9/5/2022 6:51:33 PM,YENDRY.ARCE,125
AP – Manual Match,108,52438,Resubmit,9/5/2022 6:52:34 PM,YENDRY.ARCE,125
AP – Manual Match,108,51959,Resubmit,9/5/2022 6:56:47 PM,YENDRY.ARCE,125
AP – Manual Match,108,52165,Resubmit,9/5/2022 6:57:34 PM,YENDRY.ARCE,125
AP – Manual Match,108,52016,Resubmit,9/5/2022 6:58:30 PM,YENDRY.ARCE,125
AP – Manual Match,108,52197,Resubmit,9/5/2022 7:03:06 PM,YENDRY.ARCE,125
AP – Manual Match,108,51960,Complete,9/5/2022 7:03:27 PM,YENDRY.ARCE,125
AP – Manual Match,108,51959,Complete,9/5/2022 7:03:41 PM,YENDRY.ARCE,125
AP – Manual Match,108,51134,Complete,9/6/2022 5:43:40 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,45795,Remove from WF,9/6/2022 5:45:14 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,39438,Remove from WF,9/6/2022 5:49:00 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,32973,Remove from WF,9/6/2022 5:55:52 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,35221,Remove from WF,9/6/2022 5:58:11 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,30921,Remove from WF,9/6/2022 6:00:13 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,41620,Remove from WF,9/6/2022 6:01:08 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,35243,Remove from WF,9/6/2022 6:06:39 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,39985,Remove from WF,9/6/2022 6:12:08 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,28039,Remove from WF,9/6/2022 6:13:22 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,33101,Remove from WF,9/6/2022 6:13:30 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,40475,Remove from WF,9/6/2022 6:14:12 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,47627,Remove from WF,9/6/2022 6:17:30 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,32594,Remove from WF,9/6/2022 6:18:59 AM,HARSH.MALHOTRA,121
AP – Manual Match,108,39732,Remove from WF,9/6/2022 6:19:08 AM,HARSH.MALHOTRA,121
AP – AP Exceptions,103,52506,Resubmit,9/6/2022 12:36:28 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,52166,Resubmit,9/6/2022 12:40:53 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,52641,Resubmit,9/6/2022 12:48:31 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,52645,Resubmit,9/6/2022 12:53:29 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,51892,Resubmit,9/6/2022 12:55:03 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,51754,Resubmit,9/6/2022 1:00:35 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,51836,Resubmit,9/6/2022 1:07:12 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,51838,Resubmit,9/6/2022 1:13:36 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,51840,Resubmit,9/6/2022 1:19:06 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,51842,Resubmit,9/6/2022 1:26:03 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,51845,Resubmit,9/6/2022 1:32:10 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,51846,Resubmit,9/6/2022 1:33:49 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,51849,Resubmit,9/6/2022 1:38:20 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,52991,Remove from WF,9/6/2022 1:39:43 PM,KARLA.VARGAS,122
AP – AP Exceptions,103,52990,Remove from WF,9/6/2022 1:40:16 PM,KARLA.VARGAS,122
AP – AP Exceptions,103,51852,Resubmit,9/6/2022 1:44:24 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,51853,Resubmit,9/6/2022 1:45:53 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,51856,Resubmit,9/6/2022 2:01:00 PM,BARBARA.PAINE,128
AP – Manual Match,108,52757,Complete,9/6/2022 10:41:26 AM,JOSUE.ZARATE,129
AP – Manual Match,108,52756,Complete,9/6/2022 10:42:56 AM,JOSUE.ZARATE,129
AP – Manual Match,108,52062,Complete,9/6/2022 10:46:53 AM,JOSUE.ZARATE,129
AP – AP Exceptions,103,52942,Remove from WF,9/6/2022 12:19:24 PM,KARLA.VARGAS,122
AP – AP Exceptions,103,51702,Resubmit,9/6/2022 12:31:45 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,51891,Remove from WF,9/6/2022 12:32:59 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,52050,Resubmit,9/6/2022 12:38:17 PM,BARBARA.PAINE,128
AP – AP Exceptions,103,51754,Resubmit,9/6/2022 12:50:43 PM,BARBARA.PAINE,128
