,0
6787,4500001371
6788,4500001374
6789,4500001375
6790,8000016991
6791,8000016995
6792,8000032462
6793,8000017002
6794,4500001390
6795,8000017009
6796,4500001395
6797,8000017014
6798,4500001401
6799,4500001405
6800,8000017021
6801,4500001414
6802,4500001421
6803,4500001423
6804,4500001424
6805,4500001425
6806,4500001427
6807,8000017050
6808,4500001445
6809,4500001446
6810,4500001450
6811,8000017069
6812,4500001454
6813,8000017072
6814,4500001460
6815,8000017078
6816,4500001465
6817,8000017081
6818,8000017084
6819,8000017085
6820,4500001470
6821,4500001471
6822,8000017089
6823,4500001474
6824,4500001479
6825,8000017098
6826,8000017106
6827,8000017107
6828,4500001494
6829,4500001495
6830,8000017111
6831,8000017113
6832,4500001499
6833,8000017118
6834,8000032463
6835,8000017128
6836,4500001516
6837,4500001524
6838,4500001526
6839,8000017142
6840,8000017153
6841,4500001540
6842,8000017157
6843,4500001546
6844,8000017164
6845,4500001562
6846,8000017178
6847,8000017179
6848,8000017180
6849,8000017181
6850,4500001571
6851,8000017187
6852,4500001573
6853,4500001575
6854,4500001578
6855,4500001580
6856,4500001581
6857,4500001585
6858,4500001586
6859,8000017201
6860,8000017204
6861,4500001590
6862,4500001591
6863,4500001593
6864,4500001595
6865,8000017211
6866,8000017215
6867,8000017216
6868,4500001604
6869,4500001606
6870,8000017224
6871,8000017232
6872,8000017242
6873,8000017245
6874,4500001630
6875,8000017248
6876,4500001633
6877,4500001634
6878,8000017251
6879,8000032464
6880,8000017253
6881,4500001640
6882,4500001646
6883,4500001649
6884,4500001652
6885,4500001655
6886,4500001664
6887,4500001665
6888,4500001667
6889,4500001668
6890,4500001669
6891,4500001671
6892,8000017295
6893,4500001681
6894,4500001683
6895,4500001685
6896,4500001686
6897,8000017301
6898,4500001693
6899,8000017309
6900,4500001695
6901,8000017310
6902,4500001697
6903,4500001698
6904,4500001699
6905,8000017325
6906,8000017328
6907,4500001716
6908,4500001717
6909,4500001719
6910,4500001721
6911,4500001725
6912,8000017347
6913,8000042885
6914,8000017355
6915,4500001741
6916,4500001742
6917,4500001743
6918,4500001744
6919,4500001746
6920,4500001747
6921,8000017365
6922,8000017369
6923,8000017371
6924,8000032465
6925,4500001764
6926,8000017381
6927,4500001769
6928,4500001770
6929,4500001774
6930,8000017391
6931,4500001776
6932,8000017397
6933,4500001782
6934,4500001785
6935,4500001786
6936,4500001788
6937,4500001789
6938,8000017407
6939,4500001793
6940,4500001794
6941,8000017410
6942,8000017411
6943,4500001797
6944,4500001798
6945,4500001800
6946,4500001801
6947,8000017418
6948,4500001804
6949,4500001807
6950,4500001808
6951,4500001811
6952,8000017427
6953,4500001816
6954,4500001817
6955,4500001818
6956,8000017435
6957,4500001821
6958,8000017444
6959,4500001831
6960,4500001834
6961,4500001835
6962,4500001840
6963,4500001841
6964,4500001842
6965,4500001846
6966,4500001848
6967,4500001851
6968,8000017471
6969,4500001856
6970,4500001857
6971,8000017486
6972,8000017487
6973,8000017488
6974,8000017492
6975,4500001883
6976,8000032466
6977,4500001885
6978,8000017508
6979,4500001897
6980,4500001899
6981,8000017517
6982,8000017518
6983,4500001903
6984,8000017519
6985,4500001910
6986,8000017529
6987,4500001920
6988,4500001927
6989,8000017543
6990,4500001929
6991,8000017546
6992,4500001932
6993,4500001939
6994,8000017555
6995,8000017556
6996,8000017559
6997,8000017561
6998,8000017568
6999,4500001965
7000,4500001969
7001,8000017593
7002,4500001979
7003,8000017596
7004,4500001981
7005,8000017598
7006,4500001983
7007,4500001984
7008,8000017599
7009,4500001986
7010,4500001987
7011,4500001988
7012,4500001990
7013,4500001991
7014,8000017607
7015,4500001993
7016,4500001994
7017,4500001995
7018,4500001996
7019,4500001997
7020,8000017608
7021,8000017614
7022,4500002000
7023,4500002001
7024,8000032467
7025,4500002009
7026,4500002011
7027,4500002012
7028,4500002014
7029,8000017635
7030,4500002025
7031,8000017641
7032,4500002027
7033,8000017643
7034,4500002029
7035,4500002030
7036,8000017649
7037,4500002035
7038,4500002036
7039,4500002037
7040,4500002038
7041,8000017651
7042,4500002040
7043,4500002041
7044,4500002042
7045,4500002043
7046,4500002044
7047,4500002045
7048,8000017659
7049,4500002048
7050,8000017665
7051,8000017666
7052,4500002060
7053,4500002062
7054,4500002065
7055,4500002066
7056,8000017682
7057,4500002069
7058,8000017686
7059,4500002071
7060,3183896
7061,8000017687
7062,8000017688
7063,8000017689
7064,4500002080
7065,4500002089
7066,8000017706
7067,4500002097
7068,4500002110
7069,8000017731
7070,8000017732
7071,4500002117
7072,4500002118
7073,8000017734
7074,4500002120
7075,8000017737
7076,4500002125
7077,4500002126
7078,8000017741
7079,4500002128
7080,4500002129
7081,8000017742
7082,4500002131
7083,4500002132
7084,8000017743
7085,8000017748
7086,8000017749
7087,8000032468
7088,4500002139
7089,8000017758
7090,8000017759
7091,4500002144
7092,8000017765
7093,4500002150
7094,8000017769
7095,4500002154
7096,8000017770
7097,4500002156
7098,4500002157
7099,4500002163
7100,4500002164
7101,4500002165
7102,4500002166
7103,4500002168
7104,8000017786
7105,4500002173
7106,4500002174
7107,4500002175
7108,4500002178
7109,4500002179
7110,4500002181
7111,4500002183
7112,4500002184
7113,4500002189
7114,4500002191
7115,4500002192
7116,8000017809
7117,4500002204
7118,8000017822
7119,4500002207
7120,4500002211
7121,4500002212
7122,4500002213
7123,4500002214
7124,8000017828
7125,8000017829
7126,4500002218
7127,4500002220
7128,8000017836
7129,4500002222
7130,8000017842
7131,4500002228
7132,4500002229
7133,4500002230
7134,4500002231
7135,8000017844
7136,8000017846
7137,4500002234
7138,4500002237
7139,4500002238
7140,4500002239
7141,4500002240
7142,4500002241
7143,4500002243
7144,4500002244
7145,4500002250
7146,4500002251
7147,4500002252
7148,4500002253
7149,4500002254
7150,4500002255
7151,4500002256
7152,4500002257
7153,8000017872
7154,8000017874
7155,4500002261
7156,4500002262
7157,8000017879
7158,4500002264
7159,4500002265
7160,4500002266
7161,4500002267
7162,8000017883
7163,4500002269
7164,4500002270
7165,4500002271
7166,4500002272
7167,8000017885
7168,8000017891
7169,8000017893
7170,4500002280
7171,4500002285
7172,8000017902
7173,4500002288
7174,4500002290
7175,4500002298
7176,8000017914
7177,8000017917
7178,8000017919
7179,4500002304
7180,4500002305
7181,4500002307
7182,4500002308
7183,8000017926
7184,4500002311
7185,4500002313
7186,4500002314
7187,4500002319
7188,8000017935
7189,8000017940
7190,4500002325
7191,4500002331
7192,4500002332
7193,8000017947
7194,4500002334
7195,8000017948
7196,4500002336
7197,4500002337
7198,4500002338
7199,4500002340
7200,4500002342
7201,4500002344
7202,8000017961
7203,4500002349
7204,4500002350
7205,4500002353
7206,4500002354
7207,8000017969
7208,4500002357
7209,4500002358
7210,8000017974
7211,4500002360
7212,8000017975
7213,8000017978
7214,8000017979
7215,8000017980
7216,8000017982
7217,4500002369
7218,4500002370
7219,8000017991
7220,4500002377
7221,4500002378
7222,4500002379
7223,8000017996
7224,4500002385
7225,4500002388
7226,4500002391
7227,4500002392
7228,8000018007
7229,4500002395
7230,4500002396
7231,8000018011
7232,4500002398
7233,4500002399
7234,8000018012
7235,8000018015
7236,4500002403
7237,4500002406
7238,4500002407
7239,4500002408
7240,8000018023
7241,8000018024
7242,8000018025
7243,8000018027
7244,8000018028
7245,8000018029
7246,4500002415
7247,4500002416
7248,8000018033
7249,4500002418
7250,4500002420
7251,8000018037
7252,8000018038
7253,4500002425
7254,8000018044
7255,4500002432
7256,4500002433
7257,4500002435
7258,4500002436
7259,4500002439
7260,4500002441
7261,8000018059
7262,4500002445
7263,4500002446
7264,4500002449
7265,4500002450
7266,38547
7267,4500002451
7268,4500002453
7269,4500002454
7270,4500002455
7271,4500002456
7272,4500002457
7273,8000018071
7274,4500002459
7275,4500002460
7276,4500002461
7277,4500002462
7278,4500002463
7279,8000018082
7280,4500002468
7281,4500002469
7282,4500002473
7283,4500002474
7284,8000018096
7285,4500002481
7286,4500002482
7287,8000018099
7288,4500002487
7289,8000042891
7290,8000018105
7291,4500002490
7292,4500002493
7293,4500002495
7294,4500002496
7295,4500002498
7296,8000018114
7297,8000018116
7298,8000018117
7299,4500002504
7300,4500002506
7301,8000032471
7302,4500002509
7303,8000018126
7304,8000018127
7305,8000018128
7306,4500002513
7307,8000018131
7308,4500002517
7309,4500002518
7310,4500002519
7311,4500002520
7312,8000018137
7313,4500002522
7314,4500002523
7315,4500002524
7316,4500002525
7317,4500002526
7318,4500002527
7319,4500002528
7320,8000018138
7321,4500002530
7322,8000018142
7323,4500002534
7324,4500002535
7325,4500002536
7326,8000018150
7327,4500002538
7328,4500002541
7329,4500002542
7330,4500002543
7331,4500002545
7332,4500002549
7333,4500002550
7334,8000018168
7335,4500002554
7336,8000018171
7337,4500002556
7338,4500002559
7339,8000018175
7340,8000018179
7341,8000018181
7342,8000018182
7343,4500002567
7344,4500002569
7345,8000018188
7346,8000018192
7347,4500002579
7348,4500002581
7349,4500002582
7350,4500002583
7351,8000018198
7352,4500002587
7353,4500002588
7354,3184413
7355,4500002590
7356,4500002591
7357,4500002592
7358,8000018204
7359,4500002594
7360,4500002595
7361,4500002596
7362,4500002597
7363,4500002598
7364,4500002599
7365,8000018210
7366,4500002601
7367,4500002602
7368,4500002603
7369,8000018211
7370,8000018219
7371,4500002614
7372,4500002619
7373,4500002621
7374,4500002626
7375,4500002630
7376,8000018246
7377,4500002632
7378,4500002633
7379,4500002634
7380,8000018251
7381,4500002636
7382,4500002637
7383,4500002638
7384,4500002639
7385,8000018252
7386,8000018253
7387,4500002642
7388,4500002643
7389,4500002644
7390,4500002645
7391,4500002646
7392,4500002647
7393,4500002648
7394,8000018268
7395,4500002653
7396,4500002654
7397,4500002655
7398,4500002656
7399,8000018269
7400,4500002658
7401,8000018271
7402,4500002660
7403,8000018274
7404,4500002662
7405,4500002663
7406,4500002664
7407,8000018278
7408,4500002666
7409,4500002667
7410,4500002671
7411,4500002672
7412,4500002674
7413,4500002675
7414,8000018291
7415,4500002677
7416,4500002678
7417,4500002679
7418,4500002680
7419,4500002681
7420,4500002682
7421,8000018294
7422,4500002684
7423,4500002685
7424,4500002686
7425,4500002687
7426,4500002689
7427,4500002690
7428,4500002691
7429,8000018306
7430,4500002693
7431,4500002695
7432,4500002696
7433,4500002697
7434,4500002698
7435,4500002702
7436,4500002703
7437,4500002706
7438,4500002707
7439,4500002708
7440,4500002709
7441,4500002710
7442,8000018328
7443,8000018329
7444,4500002714
7445,4500002715
7446,4500002719
7447,4500002720
7448,8000018336
7449,4500002723
7450,4500002726
7451,4500002728
7452,4500002729
7453,4500002734
7454,4500002735
7455,8000018350
7456,4500002737
7457,8000018352
7458,8000018353
7459,4500002740
7460,4500002741
7461,4500002744
7462,4500002745
7463,8000018366
7464,4500002752
7465,8000018370
7466,4500002756
7467,8000018372
7468,4500002758
7469,8000018375
7470,4500002761
7471,4500002762
7472,8000018379
7473,4500002765
7474,4500002767
7475,4500002768
7476,8000018385
7477,4500002771
7478,4500002772
7479,4500002773
7480,4500002774
7481,8000018387
7482,8000018388
7483,4500002777
7484,8000018390
7485,4500002779
7486,8000018393
7487,8000018396
7488,4500002782
7489,8000018398
7490,4500002784
7491,4500002785
7492,4500002786
7493,4500002787
7494,4500002788
7495,8000018399
7496,4500002791
7497,4500002792
7498,4500002793
7499,4500002794
7500,4500002795
7501,8000018412
7502,8000018413
7503,4500002798
7504,4500002800
7505,4500002804
7506,4500002807
7507,4500002808
7508,4500002810
7509,4500002811
7510,4500002812
7511,8000018426
7512,8000018430
7513,4500002815
7514,4500002819
7515,4500002824
7516,4500002825
7517,4500002826
7518,4500002827
7519,4500002828
7520,4500002829
7521,4500002830
7522,4500002832
7523,8000018448
7524,8000018449
7525,4500002835
7526,8000018451
7527,4500002839
7528,8000018455
7529,4500002841
7530,4500002842
7531,4500002843
7532,8000018460
7533,4500002846
7534,4500002848
7535,4500002849
7536,4500002850
7537,8000018464
7538,4500002852
7539,4500002853
7540,4500002854
7541,4500002855
7542,8000018465
7543,8000018473
7544,8000018475
7545,4500002860
7546,4500002861
7547,4500002863
7548,8000018479
7549,4500002865
7550,4500002866
7551,8000018482
7552,4500002868
7553,4500002870
7554,4500002871
7555,8000018487
7556,4500002873
7557,4500002874
7558,4500002875
7559,4500002876
7560,4500002878
7561,4500002880
7562,4500002882
7563,4500002883
7564,8000032474
7565,4500002885
7566,4500002886
7567,4500002887
7568,8000018502
7569,4500002889
7570,8000018503
7571,8000018505
7572,4500002892
7573,4500002893
7574,4500002895
7575,4500002897
7576,4500002899
7577,8000018516
7578,4500002904
7579,8000018521
7580,4500002907
7581,4500002909
7582,8000018525
7583,8000018531
7584,4500002916
7585,4500002919
7586,4500002920
7587,4500002921
7588,4500002922
7589,4500002924
7590,4500002925
7591,4500002926
7592,4500002927
7593,4500002928
7594,8000018544
7595,4500002930
7596,4500002931
7597,4500002932
7598,4500002933
7599,4500002934
7600,4500002935
7601,4500002936
7602,4500002937
7603,4500002938
7604,8000018546
7605,8000018555
7606,4500002943
7607,4500002944
7608,8000018560
7609,4500002946
7610,4500002947
7611,4500002948
7612,4500002949
7613,8000018561
7614,4500002952
7615,4500002955
7616,4500002956
7617,4500002957
7618,4500002959
7619,4500002960
7620,4500002961
7621,8000018576
7622,4500002963
7623,4500002964
7624,8000018578
7625,8000018579
7626,4500002967
7627,8000018582
7628,4500002969
7629,4500002970
7630,8000018587
7631,4500002972
7632,4500002973
7633,4500002974
7634,8000018588
7635,4500002976
7636,4500002977
7637,4500002978
7638,4500002979
7639,4500002980
7640,4500002981
7641,8000018592
7642,4500002983
7643,4500002984
7644,8000018600
7645,4500002986
7646,4500002992
7647,4500002996
7648,8000018612
7649,4500002999
7650,4500003001
7651,8000004387
7652,4500003003
7653,4500003004
7654,4500003006
7655,4500003007
7656,4500003009
7657,4500003011
7658,4500003014
7659,8000018635
7660,4500003020
7661,4500003021
7662,8000018638
7663,8000018639
7664,4500003027
7665,4500003029
7666,4500003033
7667,8000018649
7668,8000018651
7669,4500003039
7670,4500003040
7671,4500003043
7672,4500003044
7673,4500003045
7674,8000018659
7675,8000018663
7676,8000018664
7677,4500003055
7678,4500003057
7679,4500003058
7680,4500003059
7681,4500003060
7682,4500003063
7683,4500003064
7684,8000018681
7685,8000018682
7686,4500003067
7687,4500003070
7688,8000018686
7689,8000018687
7690,8000018688
7691,8000018691
7692,8000018692
7693,8000018695
7694,4500003080
7695,4500003081
7696,4500003082
7697,4500003083
7698,8000018696
7699,8000018700
7700,4500003086
7701,8000018702
7702,4500003088
7703,4500003089
7704,4500003090
7705,4500003091
7706,4500003092
7707,4500003093
7708,4500003094
7709,4500003095
7710,4500003096
7711,8000018709
7712,4500003099
7713,4500003101
7714,4500003102
7715,4500003103
7716,4500003104
7717,8000018718
7718,4500003106
7719,8000018719
7720,4500003109
7721,4500003111
7722,8000018727
7723,4500003113
7724,8000018728
7725,4500003116
7726,8000018732
7727,4500003118
7728,8000018736
7729,8000018737
7730,4500003124
7731,4500003125
7732,4500003127
7733,8000018744
7734,4500003129
7735,4500003130
7736,4500003131
7737,4500003132
7738,4500003133
7739,4500003134
7740,4500003135
7741,4500003136
7742,4500003137
7743,4500003138
7744,4500003139
7745,4500003140
7746,4500003141
7747,4500003142
7748,8000018750
7749,4500003144
7750,8000018757
7751,4500003146
7752,4500003147
7753,4500003148
7754,4500003149
7755,4500003150
7756,4500003151
7757,4500003152
7758,4500003153
7759,8000018762
7760,8000018769
7761,4500003156
7762,4500003157
7763,4500003158
7764,4500003159
7765,8000018770
7766,8000018773
7767,4500003168
7768,4500003171
7769,4500003172
7770,4500003173
7771,4500003174
7772,4500003175
7773,4500003176
7774,4500003178
7775,4500003179
7776,4500003180
7777,4500003181
7778,4500003182
7779,4500003183
7780,4500003184
7781,4500003185
7782,4500003186
7783,4500003187
7784,4500003188
7785,4500003189
7786,8000018805
7787,4500003194
7788,4500003195
7789,4500003196
7790,8000018811
7791,4500003199
7792,4500003200
7793,4500003202
7794,4500003203
7795,4500003204
7796,4500003205
7797,4500003206
7798,8000018822
7799,4500003208
7800,4500003209
7801,4500003210
7802,4500003212
7803,8000018830
7804,4500003216
7805,4500003218
7806,4500003220
7807,4500003221
7808,8000018836
7809,4500003223
7810,4500003225
7811,4500003231
7812,4500003233
7813,4500003235
7814,4500003236
7815,4500003240
7816,4500003241
7817,4500003242
7818,4500003243
7819,4500003245
7820,4500003246
7821,4500003247
7822,8000018863
7823,8000018865
7824,4500003254
7825,4500003255
7826,4500003256
7827,4500003257
7828,4500003258
7829,4500003259
7830,8000018870
7831,8000018875
7832,8000018876
7833,4500003263
7834,8000018878
7835,4500003265
7836,4500003266
7837,4500003267
7838,4500003268
7839,4500003270
7840,4500003272
7841,4500003273
7842,4500003274
7843,4500003275
7844,4500003276
7845,8000018893
7846,8000018894
7847,4500003287
7848,4500003288
7849,8000018905
7850,4500003290
7851,8000018907
7852,8000018909
7853,4500003295
7854,4500003296
7855,4500003297
7856,4500003298
7857,8000018911
7858,4500003300
7859,4500003301
7860,4500003302
7861,4500003303
7862,8000018912
7863,8000018913
7864,8000018914
7865,8000018915
7866,4500003308
7867,4500003309
7868,8000018919
7869,4500003311
7870,4500003312
7871,4500003313
7872,8000018925
7873,4500003315
7874,8000018931
7875,4500003317
7876,8000018934
7877,4500003319
7878,4500003320
7879,8000018936
7880,4500003323
7881,4500003328
7882,4500003330
7883,4500003331
7884,4500003332
7885,8000018946
7886,4500003334
7887,8000018951
7888,4500003339
7889,4500003341
7890,4500003342
7891,4500003344
7892,4500003345
7893,4500003346
7894,4500003347
7895,4500003348
7896,8000018961
7897,8000018963
7898,4500003351
7899,8000018964
7900,4500003353
7901,4500003354
7902,4500003356
7903,4500003357
7904,4500003358
7905,8000018975
7906,8000018976
7907,4500003362
7908,4500003364
7909,4500003365
7910,4500003366
7911,4500003367
7912,4500003368
7913,4500003369
7914,4500003370
7915,4500003373
7916,4500003374
7917,4500003375
7918,4500003376
7919,4500003377
7920,8000018989
7921,4500003379
7922,4500003380
7923,4500003381
7924,8000018991
7925,4500003383
7926,8000018996
7927,8000019000
7928,4500003386
7929,4500003387
7930,4500003388
7931,8000032478
7932,4500003390
7933,4500003391
7934,8000019006
7935,4500003393
7936,4500003394
7937,4500003395
7938,4500003396
7939,4500003397
7940,4500003398
7941,4500003399
7942,4500003400
7943,4500003401
7944,4500003402
7945,4500003403
7946,4500003404
7947,8000019015
7948,4500003406
7949,8000019021
7950,4500003408
7951,4500003410
7952,8000019026
7953,4500003412
7954,4500003414
7955,8000019031
7956,4500003416
7957,4500003417
7958,4500003418
7959,8000019032
7960,8000019033
7961,4500003422
7962,4500003423
7963,4500003427
7964,4500003428
7965,4500003429
7966,4500003430
7967,4500003431
7968,4500003432
7969,4500003433
7970,4500003434
7971,8000019044
7972,8000019047
7973,4500003437
7974,4500003438
7975,8000019049
7976,4500003440
7977,8000019052
7978,8000019057
7979,4500003443
7980,4500003444
7981,4500003445
7982,4500003446
7983,4500003447
7984,4500003448
7985,4500003449
7986,4500003450
7987,4500003451
7988,4500003452
7989,4500003453
7990,8000019070
7991,8000019072
7992,4500003458
7993,8000019074
7994,8000019076
7995,4500003461
7996,4500003462
7997,8000019078
7998,4500003465
7999,4500003466
8000,4500003467
8001,4500003468
8002,4500003469
8003,4500003470
8004,4500003471
8005,4500003472
8006,8000019082
8007,8000019084
8008,4500003475
8009,8000019087
8010,4500003477
8011,8000019089
8012,4500003479
8013,8000019091
8014,4500003481
8015,4500003482
8016,4500003483
8017,8000019093
8018,4500003485
8019,4500003486
8020,8000019096
8021,4500003488
8022,8000019098
8023,4500003490
8024,4500003491
8025,4500003492
8026,4500003493
8027,8000019104
8028,4500003495
8029,4500003496
8030,8000019106
8031,4500003498
8032,8000019107
8033,8000019108
8034,4500003501
8035,8000019116
8036,4500003503
8037,4500003504
8038,4500003505
8039,8000019120
8040,4500003507
8041,4500003508
8042,4500003509
8043,8000019123
8044,4500003511
8045,8000019126
8046,4500003513
8047,8000019128
8048,8000019131
8049,4500003516
8050,4500003517
8051,4500003518
8052,4500003519
8053,4500003520
8054,8000019134
8055,8000019136
8056,4500003523
8057,8000019137
8058,4500003525
8059,4500003526
8060,4500003527
8061,4500003528
8062,8000019138
8063,4500003530
8064,4500003531
8065,4500003532
8066,4500003533
8067,4500003534
8068,4500003535
8069,4500003536
8070,4500003537
8071,4500003538
8072,4500003540
8073,4500003541
8074,4500003542
8075,4500003543
8076,4500003544
8077,4500003545
8078,4500003546
8079,4500003547
8080,4500003548
8081,8000019158
8082,8000019161
8083,4500003551
8084,4500003552
8085,4500003553
8086,4500003554
8087,4500003555
8088,4500003556
8089,4500003557
8090,8000019167
8091,4500003559
8092,8000019174
8093,4500003563
8094,8000019179
8095,4500003565
8096,4500003566
8097,8000019180
8098,4500003568
8099,4500003569
8100,8000019181
8101,8000019182
8102,4500003572
8103,8000019184
8104,8000019185
8105,4500003575
8106,4500003576
8107,4500003577
8108,4500003578
8109,8000019189
8110,4500003580
8111,4500003581
8112,4500003582
8113,4500003583
8114,4500003584
8115,8000019199
8116,8000019200
8117,4500003587
8118,4500003588
8119,4500003589
8120,8000019201
8121,4500003593
8122,8000019209
8123,8000019211
8124,4500003596
8125,4500003597
8126,8000019212
8127,4500003599
8128,4500003600
8129,4500003601
8130,4500003602
8131,4500003603
8132,4500003604
8133,8000019217
8134,4500003606
8135,8000019219
8136,4500003608
8137,4500003609
8138,4500003610
8139,8000019223
8140,4500003612
8141,4500003613
8142,4500003614
8143,4500003617
8144,4500003618
8145,8000019233
8146,4500003620
8147,4500003621
8148,8000019235
8149,4500003623
8150,4500003624
8151,4500003625
8152,4500003626
8153,4500003627
8154,4500003628
8155,4500003629
8156,4500003630
8157,4500003631
8158,8000019243
8159,8000019248
8160,4500003634
8161,4500003635
8162,4500003636
8163,4500003637
8164,4500003638
8165,4500003639
8166,4500003640
8167,4500003641
8168,4500003642
8169,4500003643
8170,4500003644
8171,4500003645
8172,8000019263
8173,4500003648
8174,4500003649
8175,4500003651
8176,8000019268
8177,4500003656
8178,4500003657
8179,8000019272
8180,4500003659
8181,4500003660
8182,8000019276
8183,4500003662
8184,4500003663
8185,4500003664
8186,4500003665
8187,4500003666
8188,4500003667
8189,4500003668
8190,4500003669
8191,8000019277
8192,4500003671
8193,4500003672
8194,8000019285
8195,4500003674
8196,4500003675
8197,4500003676
8198,8000019290
8199,4500003679
8200,4500003680
8201,4500003681
8202,4500003682
8203,4500003683
8204,4500003684
8205,4500003685
8206,4500003686
8207,8000019295
8208,4500003688
8209,4500003689
8210,4500003690
8211,4500003691
8212,4500003692
8213,4500003693
8214,8000019306
8215,4500003695
8216,4500003696
8217,4500003697
8218,4500003698
8219,4500003699
8220,4500003700
8221,8000019309
8222,4500003702
8223,4500003703
8224,4500003704
8225,4500003705
8226,8000019313
8227,4500003707
8228,4500003708
8229,8000019316
8230,4500003710
8231,8000019322
8232,4500003712
8233,8000019323
8234,4500003714
8235,4500003715
8236,8000019326
8237,8000019327
8238,8000019330
8239,8000019331
8240,4500003720
8241,4500003721
8242,4500003722
8243,4500003724
8244,4500003725
8245,4500003726
8246,4500003727
8247,8000019343
8248,4500003730
8249,4500003731
8250,4500003732
8251,4500003733
8252,4500003734
8253,4500003735
8254,4500003736
8255,4500003737
8256,4500003738
8257,4500003739
8258,8000019350
8259,4500003741
8260,8000019357
8261,4500003743
8262,4500003745
8263,4500003746
8264,4500003747
8265,4500003748
8266,4500003750
8267,4500003751
8268,4500003753
8269,4500003754
8270,4500003755
8271,4500003756
8272,4500003757
8273,4500003758
8274,8000019369
8275,4500003760
8276,4500003761
8277,8000019374
8278,4500003763
8279,4500003765
8280,4500003766
8281,4500003767
8282,4500003768
8283,4500003769
8284,4500003776
8285,4500003777
8286,4500003778
8287,8000019393
8288,4500003780
8289,4500003781
8290,4500003782
8291,4500003783
8292,4500003784
8293,4500003785
8294,4500003786
8295,4500003787
8296,4500003788
8297,8000019397
8298,4500003790
8299,8000019405
8300,8000019407
8301,4500003795
8302,8000019412
8303,4500003797
8304,4500003798
8305,4500003799
8306,4500003800
8307,8000019414
8308,4500003802
8309,8000019415
8310,4500003805
8311,4500003806
8312,8000019423
8313,4500003809
8314,4500003810
8315,8000019427
8316,4500003813
8317,4500003815
8318,4500003816
8319,4500003817
8320,4500003818
8321,4500003819
8322,4500003820
8323,4500003821
8324,4500003822
8325,4500003823
8326,4500003824
8327,4500003825
8328,4500003826
8329,4500003827
8330,4500003828
8331,4500003829
8332,4500003830
8333,4500003831
8334,4500003832
8335,4500003833
8336,4500003834
8337,4500003835
8338,4500003836
8339,8000019453
8340,4500003838
8341,4500003839
8342,8000019454
8343,4500003841
8344,4500003842
8345,8000019459
8346,4500003845
8347,8000019461
8348,4500003847
8349,8000019462
8350,8000019463
8351,4500003850
8352,8000019467
8353,4500003852
8354,4500003853
8355,8000019469
8356,4500003857
8357,4500003859
8358,4500003861
8359,4500003862
8360,4500003864
8361,4500003865
8362,4500003866
8363,4500003868
8364,4500003869
8365,4500003870
8366,8000019484
8367,8000019488
8368,4500003873
8369,8000019489
8370,4500003877
8371,4500003879
8372,4500003880
8373,8000019496
8374,4500003882
8375,4500003883
8376,4500003884
8377,4500003885
8378,4500003886
8379,8000019497
8380,4500003888
8381,4500003889
8382,4500003890
8383,4500003891
8384,8000019499
8385,4500003893
8386,4500003894
8387,8000019502
8388,4500003896
8389,8000019506
8390,4500003899
8391,4500003901
8392,4500003902
8393,4500003903
8394,4500003904
8395,4500003905
8396,8000019518
8397,4500003907
8398,4500003908
8399,4500003909
8400,4500003910
8401,4500003911
8402,4500003912
8403,4500003913
8404,4500003914
8405,4500003915
8406,4500003916
8407,4500003917
8408,8000019526
8409,8000019529
8410,4500003920
8411,4500003921
8412,4500003922
8413,4500003923
8414,4500003924
8415,4500003925
8416,4500003926
8417,4500003927
8418,4500003928
8419,4500003929
8420,4500003930
8421,4500003931
8422,4500003932
8423,4500003933
8424,8000019543
8425,8000019551
8426,4500003936
8427,4500003939
8428,8000019556
8429,4500003941
8430,4500003942
8431,4500003943
8432,4500003944
8433,4500003945
8434,4500003946
8435,4500003947
8436,4500003948
8437,4500003951
8438,4500003952
8439,4500003953
8440,8000019569
8441,8000019571
8442,8000019572
8443,8000019574
8444,4500003961
8445,4500003962
8446,4500003963
8447,4500003964
8448,4500003965
8449,4500003966
8450,8000019577
8451,8000019580
8452,4500003970
8453,4500003971
8454,4500003972
8455,8000019588
8456,8000019591
8457,4500003976
8458,4500003977
8459,4500003981
8460,4500003982
8461,4500003983
8462,4500003984
8463,4500003985
8464,4500003988
8465,4500003991
8466,4500003992
8467,8000019608
8468,4500003994
8469,4500003995
8470,4500003996
8471,4500003997
8472,4500003998
8473,4500003999
8474,4500004000
8475,4500004001
8476,4500004002
8477,4500004003
8478,8000019620
8479,8000019621
8480,4500004006
8481,4500004007
8482,4500004008
8483,4500004009
8484,4500004010
8485,8000019623
8486,4500004012
8487,4500004013
8488,4500004014
8489,4500004016
8490,4500004017
8491,4500004018
8492,8000019632
8493,4500004020
8494,4500004021
8495,4500004022
8496,4500004023
8497,4500004024
8498,4500004025
8499,4500004026
8500,4500004027
8501,4500004028
8502,4500004029
8503,4500004030
8504,8000019640
8505,8000019643
8506,4500004033
8507,4500004034
8508,4500004035
8509,4500004036
8510,4500004037
8511,8000019650
8512,4500004039
8513,4500004040
8514,4500004041
8515,4500004042
8516,4500004043
8517,4500004044
8518,4500004045
8519,4500004046
8520,4500004047
8521,4500004048
8522,4500004049
8523,8000019663
8524,8000019664
8525,4500004052
8526,4500004053
8527,8000019665
8528,4500004055
8529,4500004056
8530,4500004057
8531,4500004058
8532,4500004059
8533,8000019670
8534,4500004061
8535,4500004062
8536,4500004063
