Final Create Date,Final Company Code,False,True,Target,1st Time Match?
2020-10-31,Holding Org 3,1745.0,813.0,0.8,0.31782642689601254
2020-11-30,Holding Org 3,1571.0,584.0,0.8,0.27099767981438516
2020-12-31,Holding Org 3,1003.0,416.0,0.8,0.29316420014094435
2021-01-31,Holding Org 3,1523.0,538.0,0.8,0.26103833090732653
2021-02-28,Holding Org 3,1461.0,474.0,0.8,0.24496124031007752
2021-03-31,Holding Org 3,1902.0,552.0,0.8,0.22493887530562348
2021-04-30,Holding Org 3,1599.0,470.0,0.8,0.22716288061865636
2021-05-31,Holding Org 3,1596.0,413.0,0.8,0.20557491289198607
2021-06-30,Holding Org 3,1553.0,435.0,0.8,0.21881287726358148
2021-07-31,Holding Org 3,718.0,290.0,0.8,0.2876984126984127
2021-08-31,Holding Org 3,898.0,231.0,0.8,0.2046058458813109
2021-09-30,Holding Org 3,1067.0,219.0,0.8,0.1702954898911353
2021-10-31,Holding Org 3,1105.0,330.0,0.8,0.22996515679442509
2021-11-30,Holding Org 3,1135.0,334.0,0.8,0.2273655547991831
2021-12-31,Holding Org 3,872.0,247.0,0.8,0.22073279714030383
2022-01-31,Holding Org 3,1140.0,284.0,0.8,0.199438202247191
2022-02-28,Holding Org 3,1250.0,289.0,0.8,0.18778427550357374
2022-03-31,Holding Org 3,1581.0,347.0,0.8,0.1799792531120332
2022-04-30,Holding Org 3,1104.0,242.0,0.8,0.17979197622585438
2022-05-31,Holding Org 3,1349.0,322.0,0.8,0.19269898264512267
2022-06-30,Holding Org 3,1226.0,324.0,0.8,0.20903225806451614
2022-07-31,Holding Org 3,1420.0,312.0,0.8,0.18013856812933027
2022-08-31,Holding Org 3,1547.0,409.0,0.8,0.2091002044989775
2022-09-30,Holding Org 3,1607.0,433.0,0.8,0.2122549019607843
2022-10-31,Holding Org 3,1506.0,368.0,0.8,0.19637139807897544
2022-11-30,Holding Org 3,1234.0,407.0,0.8,0.24801950030469225
2022-12-31,Holding Org 3,1084.0,305.0,0.8,0.21958243340532757
2023-01-31,Holding Org 3,1233.0,409.0,0.8,0.24908647990255786
2023-02-28,Holding Org 3,1301.0,397.0,0.8,0.23380447585394581
2023-03-31,Holding Org 3,805.0,172.0,0.8,0.17604912998976457
